"year","HHID","region","urban","regurb","stratum","wgt09wosplits","wgt09","h1aq1","h1aq1_05","h1aq2","h1aq2b","h1aq3","h1aq3b","h1aq4","h1aq4b","comm","h1bq1","h1bq1s","h1bq3","h1bq2a","h1bq2b","h1bq2c","h19q1","h19q2","interview_result","hh_status","visit","HHID_parent"
2009,"1013000201",1,0,10,3,5697.794921875,3205.63134765625,101,101,2,"KYAMUSWA",4,"MAZINGA",2,"BUTULUME","1010002",20,32,16,15,12,2009,2,1,1,1,1,
2009,"1013000204",1,0,10,3,5697.794921875,3205.63134765625,101,101,2,"KYAMUSWA",4,"MAZINGA",2,"BUTULUME","1010002",9,9,16,15,12,2009,1,1,1,1,1,
2009,"1013000210",1,0,10,3,5697.794921875,5953.33544921875,101,101,2,"KYAMUSWA",4,"MAZINGA",2,"BUTULUME","1010002",16,9,16,23,6,2010,2,1,1,1,2,
2009,"1013000213",1,0,10,3,5697.794921875,8077.8681640625,101,101,2,"KYAMUSWA",4,"MAZINGA",2,"BUTULUME","1010002",16,32,16,23,6,2010,2,2,1,1,2,
2009,"1021000102",0,1,1,1,1768.71350097656,787.168151855469,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",4,"KAGUGUBE","1020001",27,,4,30,3,2010,2,2,1,1,2,
2009,"1021000108",0,1,1,1,1768.71350097656,1273.73571777344,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",4,"KAGUGUBE","1020001",27,,4,30,3,2010,1,2,1,1,2,
2009,"1021000109",0,1,1,1,1768.71350097656,1206.75598144531,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",4,"KAGUGUBE","1020001",7,,4,30,3,2010,2,2,1,1,2,
2009,"1021000110",0,1,1,1,1768.71350097656,1206.75598144531,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",4,"KAGUGUBE","1020001",27,,4,30,3,2010,2,2,1,1,2,
2009,"1021000111",0,1,1,1,1768.71350097656,1206.75598144531,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",4,"KAGUGUBE","1020001",7,,4,30,3,2010,2,1,1,1,2,
2009,"1021000113",0,1,1,1,1768.71350097656,690.195068359375,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",4,"KAGUGUBE","1020001",7,,4,30,3,2010,1,1,1,1,2,
2009,"1021000201",0,1,1,1,4362.01513671875,3785.56713867188,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",8,"KISENYI II","1020002",27,,4,3,11,2009,2,2,1,1,1,
2009,"1021000202",0,1,1,1,4362.01513671875,5176.85400390625,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",8,"KISENYI II","1020002",7,,4,16,4,2010,2,2,1,1,2,
2009,"1021000203",0,1,1,1,4362.01513671875,6282.59423828125,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",8,"KISENYI II","1020002",27,,4,3,11,2009,2,2,1,1,1,
2009,"1021000207",0,1,1,1,4362.01513671875,2269.552734375,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",8,"KISENYI II","1020002",27,,4,4,11,2009,2,2,1,1,1,
2009,"1021000209",0,1,1,1,4362.01513671875,4188.396484375,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",8,"KISENYI II","1020002",7,,4,5,11,2009,2,2,1,1,1,
2009,"1021000210",0,1,1,1,4362.01513671875,7004.5390625,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",8,"KISENYI II","1020002",27,,4,3,11,2009,2,2,1,1,1,
2009,"1021000212",0,1,1,1,4362.01513671875,7004.5390625,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",8,"KISENYI II","1020002",27,,4,17,4,2010,2,2,1,1,2,
2009,"1021000213",0,1,1,1,4362.01513671875,3968.14770507813,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",8,"KISENYI II","1020002",27,,4,17,4,2010,2,2,1,1,2,
2009,"1021000303",0,1,1,1,2782.93823242188,2812.9482421875,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",16,"NAKASERO II","1020003",7,7,4,14,11,2009,2,2,1,1,1,
2009,"1021000310",0,1,1,1,2782.93823242188,2812.9482421875,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",16,"NAKASERO II","1020003",27,27,4,29,11,2009,2,2,1,1,1,
2009,"1021000312",0,1,1,1,2782.93823242188,1834.88891601563,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",16,"NAKASERO II","1020003",27,27,4,15,11,2009,2,2,1,1,1,
2009,"1021000313",0,1,1,1,2782.93823242188,2812.9482421875,102,102,1,"KAMPALA CITY",1,"CENTRAL DIVISION",16,"NAKASERO II","1020003",7,7,4,14,11,2009,2,2,1,1,1,
2009,"1021000401",0,1,1,1,1816.29675292969,2891.51538085938,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",2,"BWAISE II","1020004",27,27,4,5,12,2009,2,2,1,1,1,
2009,"1021000402",0,1,1,1,1816.29675292969,721.86376953125,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",2,"BWAISE II","1020004",7,7,4,5,12,2009,2,2,1,1,1,
2009,"1021000405",0,1,1,1,1816.29675292969,5301.111328125,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",2,"BWAISE II","1020004",4,7,4,5,12,2009,2,2,1,1,1,
2009,"1021000406",0,1,1,1,1816.29675292969,4961.34228515625,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",2,"BWAISE II","1020004",7,7,4,6,12,2009,2,2,1,1,1,
2009,"1021000408",0,1,1,1,1816.29675292969,943.069213867188,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",2,"BWAISE II","1020004",27,27,4,5,12,2009,1,2,1,1,1,
2009,"1021000412",0,1,1,1,1816.29675292969,1445.75769042969,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",2,"BWAISE II","1020004",7,27,4,26,6,2010,,,2,1,2,
2009,"1021000501",0,1,1,1,2884.49755859375,1538.71520996094,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",4,"KANYANYA","1020005",22,22,15,21,1,2010,2,2,1,1,1,
2009,"1021000503",0,1,1,1,2884.49755859375,1457.80126953125,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",4,"KANYANYA","1020005",15,26,15,21,1,2010,2,2,1,1,1,
2009,"1021000504",0,1,1,1,2884.49755859375,769.357604980469,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",4,"KANYANYA","1020005",12,12,15,21,1,2010,2,2,1,1,1,
2009,"1021000506",0,1,1,1,2884.49755859375,769.357604980469,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",4,"KANYANYA","1020005",22,22,15,21,1,2010,2,2,1,1,1,
2009,"1021000604",0,1,1,1,2224.95751953125,1158.984375,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",5,"KAWEMPE I","1020006",7,7,4,1,3,2010,2,2,1,1,2,
2009,"1021000607",0,1,1,1,2224.95751953125,1265.03454589844,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",5,"KAWEMPE I","1020006",27,27,4,1,3,2010,2,2,1,1,2,
2009,"1021000610",0,1,1,1,2224.95751953125,667.624572753906,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",5,"KAWEMPE I","1020006",7,7,4,1,3,2010,2,2,1,1,2,
2009,"1021000612",0,1,1,1,2224.95751953125,825.183349609375,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",5,"KAWEMPE I","1020006",7,7,4,1,3,2010,2,2,1,1,2,
2009,"1021000701",0,1,1,1,1595.44470214844,920.441162109375,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",8,"KIKAYA","1020007",7,,4,19,3,2010,2,2,1,1,2,
2009,"1021000702",0,1,1,1,1595.44470214844,807.049865722656,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",8,"KIKAYA","1020007",27,,4,14,9,2009,2,2,1,1,1,
2009,"1021000705",0,1,1,1,1595.44470214844,1411.06799316406,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",8,"KIKAYA","1020007",27,,4,18,3,2010,2,2,1,1,2,
2009,"1021000709",0,1,1,1,1595.44470214844,1840.88232421875,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",8,"KIKAYA","1020007",7,,4,15,9,2009,2,2,1,1,1,
2009,"1021000710",0,1,1,1,1595.44470214844,1411.06799316406,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",8,"KIKAYA","1020007",27,,4,15,9,2009,1,1,1,1,1,
2009,"1021000711",0,1,1,1,1595.44470214844,1409.08666992188,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",8,"KIKAYA","1020007",7,,4,18,3,2010,2,2,1,1,2,
2009,"1021000802",0,1,1,1,1203.82873535156,1095.12915039063,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",10,"KYEBANDO","1020008",7,,4,1,11,2009,2,2,1,1,1,
2009,"1021000803",0,1,1,1,1203.82873535156,2190.25830078125,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",10,"KYEBANDO","1020008",27,,4,1,11,2009,2,2,1,1,1,
2009,"1021000805",0,1,1,1,1203.82873535156,2143.06176757813,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",10,"KYEBANDO","1020008",7,,4,15,4,2010,2,2,1,1,2,
2009,"1021000807",0,1,1,1,1203.82873535156,546.795715332031,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",10,"KYEBANDO","1020008",7,,4,31,10,2009,1,1,1,1,1,
2009,"1021000810",0,1,1,1,1203.82873535156,967.209045410156,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",10,"KYEBANDO","1020008",27,,4,30,10,2009,2,2,1,1,1,
2009,"1021000811",0,1,1,1,1203.82873535156,1003.32250976563,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",10,"KYEBANDO","1020008",7,,4,30,10,2009,2,2,1,1,1,
2009,"1021000909",0,1,1,1,4074.8115234375,1390.07897949219,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",13,"MAKERERE III","1020009",25,,13,27,4,2010,2,2,1,1,2,
2009,"1021001003",0,1,1,1,1979.82055664063,831.695739746094,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",16,"MULAGO II","1020010",27,28,8,19,6,2010,2,2,1,1,2,
2009,"1021001004",0,1,1,1,1979.82055664063,2055.9501953125,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",16,"MULAGO II","1020010",7,2,8,6,12,2009,2,2,1,1,1,
2009,"1021001005",0,1,1,1,1979.82055664063,1802.67309570313,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",16,"MULAGO II","1020010",27,28,8,6,12,2009,2,2,1,1,1,
2009,"1021001007",0,1,1,1,1979.82055664063,1663.39147949219,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",16,"MULAGO II","1020010",7,2,8,6,12,2009,2,2,1,1,1,
2009,"1021001008",0,1,1,1,1979.82055664063,1027.97509765625,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",16,"MULAGO II","1020010",28,28,8,6,12,2009,2,2,1,1,1,
2009,"1021001009",0,1,1,1,1979.82055664063,1575.92138671875,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",16,"MULAGO II","1020010",28,2,8,7,12,2009,2,2,1,1,1,
2009,"1021001011",0,1,1,1,1979.82055664063,3151.8427734375,102,102,1,"KAMPALA CITY",2,"KAWEMPE DIVISION",16,"MULAGO II","1020010",7,2,8,19,6,2010,2,2,1,1,2,
2009,"1021001102",0,1,1,1,832.936828613281,2959.87060546875,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",1,"BUKASA","1020011",2,2,8,22,1,2010,2,2,1,1,1,
2009,"1021001105",0,1,1,1,832.936828613281,1183.9482421875,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",1,"BUKASA","1020011",28,2,8,22,1,2010,2,2,1,1,1,
2009,"1021001107",0,1,1,1,832.936828613281,772.290710449219,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",1,"BUKASA","1020011",2,2,8,21,1,2010,1,2,1,1,1,
2009,"1021001109",0,1,1,1,832.936828613281,881.315368652344,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",1,"BUKASA","1020011",28,28,8,21,1,2010,1,1,1,1,1,
2009,"1021001110",0,1,1,1,832.936828613281,369.009063720703,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",1,"BUKASA","1020011",2,22,8,22,1,2010,2,2,1,1,1,
2009,"1021001205",0,1,1,1,1364.107421875,1163.376953125,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",3,"KABALAGALA","1020012",28,28,8,10,2,2010,2,2,1,1,1,
2009,"1021001206",0,1,1,1,1364.107421875,1517.74401855469,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",3,"KABALAGALA","1020012",2,2,8,10,2,2010,2,2,1,1,1,
2009,"1021001208",0,1,1,1,1364.107421875,758.872009277344,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",3,"KABALAGALA","1020012",2,2,8,10,2,2010,2,2,1,1,1,
2009,"1021001210",0,1,1,1,1364.107421875,758.872009277344,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",3,"KABALAGALA","1020012",2,2,8,11,2,2010,2,2,1,1,1,
2009,"1021001211",0,1,1,1,1364.107421875,1163.376953125,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",3,"KABALAGALA","1020012",28,28,8,10,2,2010,2,2,1,1,1,
2009,"1021001301",0,1,1,1,2218.9365234375,2270.90014648438,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",6,"KIBULI","1020013",31,,33,19,3,2010,2,2,1,1,2,
2009,"1021001302",0,1,1,1,2218.9365234375,2270.90014648438,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",6,"KIBULI","1020013",31,,33,18,3,2010,2,2,1,1,2,
2009,"1021001304",0,1,1,1,2218.9365234375,1133.85571289063,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",6,"KIBULI","1020013",18,,33,18,3,2010,1,1,1,1,2,
2009,"1021001305",0,1,1,1,2218.9365234375,2270.90014648438,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",6,"KIBULI","1020013",18,,33,18,3,2010,2,2,1,1,2,
2009,"1021001306",0,1,1,1,2218.9365234375,2962.62133789063,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",6,"KIBULI","1020013",31,,33,18,3,2010,2,2,1,1,2,
2009,"1021001307",0,1,1,1,2218.9365234375,2270.90014648438,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",6,"KIBULI","1020013",31,,33,1,4,2010,2,2,1,1,2,
2009,"1021001308",0,1,1,1,2218.9365234375,2267.71142578125,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",6,"KIBULI","1020013",31,,33,18,3,2010,2,2,1,1,2,
2009,"1021001309",0,1,1,1,2218.9365234375,2396.9443359375,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",6,"KIBULI","1020013",31,,33,18,3,2010,2,2,1,1,2,
2009,"1021001311",0,1,1,1,2218.9365234375,2962.62133789063,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",6,"KIBULI","1020013",33,,33,1,4,2010,2,2,1,1,2,
2009,"1021001402",0,1,1,1,3382.68432617188,5520.04833984375,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",7,"KIBUYE I","1020014",28,,8,5,11,2009,2,2,1,1,1,
2009,"1021001403",0,1,1,1,3382.68432617188,1320.00573730469,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",7,"KIBUYE I","1020014",2,,8,7,11,2009,2,2,1,1,1,
2009,"1021001405",0,1,1,1,3382.68432617188,3010.93530273438,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",7,"KIBUYE I","1020014",28,,8,7,11,2009,2,2,1,1,1,
2009,"1021001406",0,1,1,1,3382.68432617188,1152.3466796875,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",7,"KIBUYE I","1020014",28,,8,29,4,2010,2,2,1,1,2,
2009,"1021001408",0,1,1,1,3382.68432617188,1218.01684570313,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",7,"KIBUYE I","1020014",2,,8,5,11,2009,2,2,1,1,1,
2009,"1021001501",0,1,1,1,1895.53686523438,2109.02758789063,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",9,"KISUGU","1020015",25,25,13,19,11,2009,2,2,1,1,1,
2009,"1021001504",0,1,1,1,1895.53686523438,2109.02758789063,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",9,"KISUGU","1020015",23,10,13,12,5,2010,2,2,1,1,2,
2009,"1021001505",0,1,1,1,1895.53686523438,1077.73718261719,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",9,"KISUGU","1020015",29,10,13,18,11,2009,2,2,1,1,1,
2009,"1021001507",0,1,1,1,1895.53686523438,703.009155273438,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",9,"KISUGU","1020015",25,25,13,18,11,2009,2,2,1,1,1,
2009,"1021001607",0,1,1,1,2229.58666992188,1635.36657714844,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",12,"NSAMBYA HOUSING","1020016",9,9,16,6,12,2009,2,2,1,1,1,
2009,"1021001609",0,1,1,1,2229.58666992188,1126.81469726563,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",12,"NSAMBYA HOUSING","1020016",32,16,16,6,12,2009,2,1,1,1,1,
2009,"1021001610",0,1,1,1,2229.58666992188,2253.62939453125,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",12,"NSAMBYA HOUSING","1020016",20,16,16,6,12,2009,2,2,1,1,1,
2009,"1021001701",0,1,1,1,1531.74169921875,1817.87609863281,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",16,"BUZIGA","1020017",22,22,15,22,1,2010,2,2,1,1,1,
2009,"1021001704",0,1,1,1,1531.74169921875,735.387329101563,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",16,"BUZIGA","1020017",12,12,15,22,1,2010,2,2,1,1,1,
2009,"1021001705",0,1,1,1,1531.74169921875,908.938049316406,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",16,"BUZIGA","1020017",12,12,15,7,7,2010,2,2,1,1,2,
2009,"1021001706",0,1,1,1,1531.74169921875,593.28759765625,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",16,"BUZIGA","1020017",26,26,15,3,2,2010,2,2,1,1,1,
2009,"1021001709",0,1,1,1,1531.74169921875,908.938049316406,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",16,"BUZIGA","1020017",22,26,15,8,7,2010,2,2,1,1,2,
2009,"1021001710",0,1,1,1,1531.74169921875,1846.00317382813,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",16,"BUZIGA","1020017",12,12,15,22,1,2010,2,2,1,1,1,
2009,"1021001711",0,1,1,1,1531.74169921875,1393.43347167969,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",16,"BUZIGA","1020017",15,22,15,5,2,2010,2,2,1,1,1,
2009,"1021001713",0,1,1,1,1531.74169921875,1393.43347167969,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",16,"BUZIGA","1020017",22,22,15,8,7,2010,2,2,1,1,2,
2009,"1021001802",0,1,1,1,2526.2470703125,1499.0791015625,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",19,"NSAMBYA CENT","1020018",28,28,8,10,2,2010,2,2,1,1,1,
2009,"1021001804",0,1,1,1,2526.2470703125,749.53955078125,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",19,"NSAMBYA CENT","1020018",28,28,8,9,2,2010,2,1,1,1,1,
2009,"1021001809",0,1,1,1,2526.2470703125,1212.84802246094,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",19,"NSAMBYA CENT","1020018",2,2,8,9,2,2010,2,2,1,1,1,
2009,"1021001810",0,1,1,1,2526.2470703125,1149.06994628906,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",19,"NSAMBYA CENT","1020018",2,2,8,24,2,2010,2,2,1,1,1,
2009,"1021001902",0,1,1,1,1332.68090820313,1581.6298828125,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",20,"KANSANGA - M","1020019",28,,8,15,9,2009,2,2,1,1,1,
2009,"1021001904",0,1,1,1,1332.68090820313,790.81494140625,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",20,"KANSANGA - M","1020019",28,,8,16,9,2009,2,2,2,1,1,
2009,"1021001908",0,1,1,1,1332.68090820313,790.81494140625,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",20,"KANSANGA - M","1020019",8,,8,18,9,2009,2,2,1,1,1,
2009,"1021001909",0,1,1,1,1332.68090820313,1581.6298828125,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",20,"KANSANGA - M","1020019",28,,8,17,9,2009,2,2,1,1,1,
2009,"1021001910",0,1,1,1,1332.68090820313,605.322143554688,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",20,"KANSANGA - M","1020019",2,,8,3,4,2010,1,1,1,1,2,
2009,"1021001915",0,1,1,1,1332.68090820313,2424.693359375,102,102,1,"KAMPALA CITY",3,"MAKINDYE DIVISION",20,"KANSANGA - M","1020019",2,,8,15,9,2009,2,2,1,1,1,
2009,"1021002003",0,1,1,1,1764.07336425781,635.197082519531,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",3,"BUKOTO I","1020020",9,,16,28,10,2009,2,1,1,1,1,
2009,"1021002007",0,1,1,1,1764.07336425781,688.384399414063,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",3,"BUKOTO I","1020020",20,,16,28,10,2009,2,2,1,1,1,
2009,"1021002008",0,1,1,1,1764.07336425781,1203.58996582031,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",3,"BUKOTO I","1020020",32,,16,28,10,2009,2,2,1,1,1,
2009,"1021002010",0,1,1,1,1764.07336425781,1148.2109375,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",3,"BUKOTO I","1020020",20,,16,28,10,2009,2,1,1,1,1,
2009,"1021002011",0,1,1,1,1764.07336425781,1203.58996582031,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",3,"BUKOTO I","1020020",9,,16,17,4,2010,2,2,1,1,2,
2009,"1021002013",0,1,1,1,1764.07336425781,1570.2060546875,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",3,"BUKOTO I","1020020",32,,16,28,10,2009,2,2,1,1,1,
2009,"1021002105",0,1,1,1,3869.08666992188,1759.86401367188,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",4,"BUKOTO II","1020021",26,26,15,16,11,2009,2,2,1,1,1,
2009,"1021002106",0,1,1,1,3869.08666992188,928.771850585938,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",4,"BUKOTO II","1020021",26,26,15,15,11,2009,2,2,1,1,1,
2009,"1021002107",0,1,1,1,3869.08666992188,839.444946289063,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",4,"BUKOTO II","1020021",22,22,15,15,11,2009,2,2,1,1,1,
2009,"1021002201",0,1,1,1,1960.74865722656,2006.66589355469,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",10,"KYANJA","1020022",8,28,8,19,6,2010,2,2,1,1,2,
2009,"1021002202",0,1,1,1,1960.74865722656,2658.40600585938,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",10,"KYANJA","1020022",8,28,8,21,6,2010,2,2,1,1,2,
2009,"1021002203",0,1,1,1,1960.74865722656,1059.02209472656,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",10,"KYANJA","1020022",2,2,8,6,12,2009,2,2,1,1,1,
2009,"1021002204",0,1,1,1,1960.74865722656,2006.66589355469,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",10,"KYANJA","1020022",2,2,8,16,2,2010,2,2,1,1,1,
2009,"1021002205",0,1,1,1,1960.74865722656,1308.95031738281,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",10,"KYANJA","1020022",2,2,8,5,12,2009,2,1,1,1,1,
2009,"1021002207",0,1,1,1,1960.74865722656,1059.02209472656,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",10,"KYANJA","1020022",8,2,8,21,6,2010,2,2,1,1,2,
2009,"1021002208",0,1,1,1,1960.74865722656,2006.66589355469,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",10,"KYANJA","1020022",28,28,8,6,12,2009,2,2,1,1,1,
2009,"1021002210",0,1,1,1,1960.74865722656,1308.95031738281,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",10,"KYANJA","1020022",28,28,8,5,12,2009,2,1,1,1,1,
2009,"1021002211",0,1,1,1,1960.74865722656,4013.33178710938,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",10,"KYANJA","1020022",8,8,8,6,12,2009,2,2,1,1,1,
2009,"1021002301",0,1,1,1,4060.56567382813,974.736267089844,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",13,"MBUYA I","1020023",2,2,8,23,1,2010,2,2,1,1,1,
2009,"1021002308",0,1,1,1,4060.56567382813,1204.77319335938,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",13,"MBUYA I","1020023",28,28,8,23,1,2010,2,2,1,1,1,
2009,"1021002309",0,1,1,1,4060.56567382813,3693.91748046875,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",13,"MBUYA I","1020023",28,28,8,6,2,2010,2,2,1,1,1,
2009,"1021002312",0,1,1,1,4060.56567382813,2409.54638671875,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",13,"MBUYA I","1020023",2,2,8,14,1,2010,2,2,1,1,1,
2009,"1021002405",0,1,1,1,4721.09521484375,778.195922851563,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",15,"MUTUNGO","1020024",29,29,13,11,2,2010,2,2,1,1,1,
2009,"1021002407",0,1,1,1,4721.09521484375,1259.21765136719,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",15,"MUTUNGO","1020024",10,10,13,11,2,2010,2,2,1,1,1,
2009,"1021002501",0,1,1,1,886.770629882813,461.385955810547,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",18,"NAGURU II","1020025",10,,13,18,3,2010,1,1,1,1,2,
2009,"1021002502",0,1,1,1,886.770629882813,806.699768066406,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",18,"NAGURU II","1020025",10,,13,18,3,2010,2,1,1,1,2,
2009,"1021002505",0,1,1,1,886.770629882813,806.699768066406,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",18,"NAGURU II","1020025",10,,13,18,3,2010,2,2,1,1,2,
2009,"1021002506",0,1,1,1,886.770629882813,1613.39953613281,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",18,"NAGURU II","1020025",29,,13,6,4,2010,2,2,1,1,2,
2009,"1021002508",0,1,1,1,886.770629882813,526.211120605469,102,102,1,"KAMPALA CITY",4,"NAKAWA DIVISION",18,"NAGURU II","1020025",29,,13,28,10,2009,2,2,1,1,1,
