latitude,longitude,urban
-0.530627489089966,32.3274917602539,0
-0.530627489089966,32.3274917602539,0
0.289080739021301,32.5606498718262,1
0.33318766951561,32.5706558227539,1
0.33318766951561,32.5706558227539,1
0.33318766951561,32.5706558227539,1
0.313044756650925,32.5691452026367,1
0.313044756650925,32.5691452026367,1
0.313044756650925,32.5691452026367,1
0.313044756650925,32.5691452026367,1
0.313044756650925,32.5691452026367,1
0.303095519542694,32.5733451843262,1
0.303095519542694,32.5733451843262,1
0.345752984285355,32.5462989807129,1
0.345752984285355,32.5462989807129,1
0.345752984285355,32.5462989807129,1
0.345752984285355,32.5462989807129,1
0.378049045801163,32.5941276550293,1
0.378049045801163,32.5941276550293,1
0.378049045801163,32.5941276550293,1
0.371428996324539,32.5650596618652,1
0.371428996324539,32.5650596618652,1
0.371428996324539,32.5650596618652,1
0.371428996324539,32.5650596618652,1
0.36514076590538,32.5970153808594,1
0.36514076590538,32.5970153808594,1
0.36514076590538,32.5970153808594,1
0.36514076590538,32.5970153808594,1
0.36514076590538,32.5970153808594,1
0.36514076590538,32.5970153808594,1
0.356909781694412,32.5883522033691,1
0.785026848316193,33.3249053955078,1
0.356909781694412,32.5883522033691,1
0.362534463405609,32.5747261047363,1
0.345997929573059,32.5832252502441,1
0.345997929573059,32.5832252502441,1
0.345997929573059,32.5832252502441,1
0.345997929573059,32.5832252502441,1
0.289272874593735,32.6159744262695,1
0.289272874593735,32.6159744262695,1
0.289272874593735,32.6159744262695,1
0.289272874593735,32.6159744262695,1
0.2386794090271,32.6208229064941,1
0.289272874593735,32.6159744262695,1
0.322076350450516,32.5258026123047,1
0.312796533107758,32.6114730834961,1
0.312796533107758,32.6114730834961,1
0.312796533107758,32.6114730834961,1
0.312796533107758,32.6114730834961,1
0.312796533107758,32.6114730834961,1
0.303221106529236,32.6197471618652,1
0.303221106529236,32.6197471618652,1
0.303221106529236,32.6197471618652,1
0.303221106529236,32.6197471618652,1
0.303221106529236,32.6197471618652,1
0.303221106529236,32.6197471618652,1
0.303221106529236,32.6197471618652,1
0.285813391208649,32.5787391662598,1
0.285813391208649,32.5787391662598,1
0.390592843294144,32.5215911865234,1
0.285813391208649,32.5787391662598,1
0.285813391208649,32.5787391662598,1
0.231386110186577,32.590991973877,1
0.285813391208649,32.5787391662598,1
0.301654934883118,32.6005477905273,1
0.301654934883118,32.6005477905273,1
0.326390743255615,32.5551452636719,1
0.301654934883118,32.6005477905273,1
0.301654934883118,32.6005477905273,1
0.301654934883118,32.6005477905273,1
0.273187041282654,32.6248092651367,1
0.273187041282654,32.6248092651367,1
0.273187041282654,32.6248092651367,1
0.273187041282654,32.6248092651367,1
0.273187041282654,32.6248092651367,1
0.273187041282654,32.6248092651367,1
0.273187041282654,32.6248092651367,1
0.273187041282654,32.6248092651367,1
0.295154541730881,32.5853996276855,1
0.295154541730881,32.5853996276855,1
0.295154541730881,32.5853996276855,1
0.295154541730881,32.5853996276855,1
0.285392194986343,32.6176643371582,1
0.410726010799408,32.488712310791,1
0.365630447864532,32.555477142334,1
0.285392194986343,32.6176643371582,1
0.34478223323822,32.587532043457,1
0.34478223323822,32.587532043457,1
0.34478223323822,32.587532043457,1
0.34478223323822,32.587532043457,1
0.367720067501068,32.6239585876465,1
0.367720067501068,32.6239585876465,1
0.367720067501068,32.6239585876465,1
0.368404358625412,32.5902557373047,1
0.368404358625412,32.5902557373047,1
0.368404358625412,32.5902557373047,1
0.368404358625412,32.5902557373047,1
0.368404358625412,32.5902557373047,1
0.368404358625412,32.5902557373047,1
0.32818478345871,32.6340675354004,1
0.32818478345871,32.6340675354004,1
0.32818478345871,32.6340675354004,1
0.32818478345871,32.6340675354004,1
0.321927607059479,32.6380882263184,1
0.321927607059479,32.6380882263184,1
0.33720475435257,32.6085891723633,1
0.417212635278702,33.2152442932129,1
0.33720475435257,32.6085891723633,1
0.33720475435257,32.6085891723633,1
0.305940717458725,32.5291442871094,1
0.305940717458725,32.5291442871094,1
0.305940717458725,32.5291442871094,1
0.305940717458725,32.5291442871094,1
0.305940717458725,32.5291442871094,1
0.289859712123871,32.553035736084,1
0.289859712123871,32.553035736084,1
0.289859712123871,32.553035736084,1
0.356767296791077,32.5571060180664,1
0.356767296791077,32.5571060180664,1
0.356767296791077,32.5571060180664,1
0.356767296791077,32.5571060180664,1
0.330750405788422,32.5421409606934,1
0.330750405788422,32.5421409606934,1
0.330750405788422,32.5421409606934,1
0.330750405788422,32.5421409606934,1
0.330750405788422,32.5421409606934,1
0.279319494962692,32.5660514831543,1
0.279319494962692,32.5660514831543,1
0.332452565431595,32.5423698425293,1
0.332452565431595,32.5423698425293,1
0.332452565431595,32.5423698425293,1
0.317143380641937,32.5373229980469,1
0.317143380641937,32.5373229980469,1
0.30460998415947,32.543773651123,1
0.30460998415947,32.543773651123,1
0.827926635742188,31.8434658050537,0
0.827926635742188,31.8434658050537,0
0.827926635742188,31.8434658050537,0
0.827926635742188,31.8434658050537,0
0.827926635742188,31.8434658050537,0
0.827926635742188,31.8434658050537,0
0.827926635742188,31.8434658050537,0
0.827926635742188,31.8434658050537,0
0.923509061336517,31.5785617828369,0
0.923509061336517,31.5785617828369,0
0.923509061336517,31.5785617828369,0
0.923509061336517,31.5785617828369,0
0.923509061336517,31.5785617828369,0
0.923509061336517,31.5785617828369,0
0.71214485168457,32.5294303894043,1
0.71214485168457,32.5294303894043,1
0.71214485168457,32.5294303894043,1
0.71214485168457,32.5294303894043,1
0.71214485168457,32.5294303894043,1
0.71214485168457,32.5294303894043,1
0.71214485168457,32.5294303894043,1
0.589527010917664,32.6231079101563,0
0.589527010917664,32.6231079101563,0
0.589527010917664,32.6231079101563,0
0.589527010917664,32.6231079101563,0
0.589527010917664,32.6231079101563,0
0.589527010917664,32.6231079101563,0
0.589527010917664,32.6231079101563,0
0.471293449401855,32.8645896911621,0
0.589527010917664,32.6231079101563,0
