id_hh,id_ind,ind_read,ind_write,ind_literacy,ind_any_schooling,ind_school,ind_education,ind_education_years
1021000406,102100040602,2,2,2,1,2,1,NA
1021000406,102100040603,1,1,1,1,1,NA,6
1021000406,102100040604,1,1,1,1,1,NA,5
1021000406,102100040605,1,1,1,1,1,NA,1
1021000503,102100050301,1,1,1,1,2,1,NA
1021000503,102100050302,1,1,1,1,2,3,NA
1021000504,102100050401,2,2,2,2,2,NA,NA
1021000504,102100050403,2,1,2,1,2,1,NA
1021000504,102100050407,2,1,2,1,2,1,NA
1021000506,102100050601,1,1,1,1,2,2,NA
1021000506,102100050602,2,1,2,1,2,1,NA
1021000506,102100050603,1,1,1,1,1,NA,10
1021000506,102100050604,1,1,1,1,1,NA,7
1021000506,102100050605,2,1,2,1,1,NA,1
1021000604,102100060401,1,1,1,1,2,3,NA
1021000604,102100060402,1,1,1,1,2,2,NA
1021000604,102100060403,1,1,1,1,1,NA,10
1021000604,102100060404,1,1,1,1,1,NA,10
1021000604,102100060405,1,1,1,1,1,NA,5
1021000604,102100060406,1,1,1,1,1,NA,4
1021000604,102100060407,1,1,1,1,1,NA,2
1021000604,102100060408,1,1,1,1,1,NA,0
1021000607,102100060701,1,1,1,1,2,2,NA
1021000607,102100060702,1,1,1,1,2,5,NA
1021000607,102100060706,1,1,1,1,1,NA,15
1021000607,102100060708,1,1,1,1,2,3,NA
1021000607,102100060709,1,1,1,1,1,NA,15
1021000607,102100060710,1,1,1,1,1,NA,7
1021000608,102100060801,1,1,1,1,2,1,NA
1021000608,102100060802,1,1,1,1,2,2,NA
1021000610,102100061001,1,1,1,1,2,1,NA
1021000610,102100061002,1,1,1,1,2,1,NA
1021000610,102100061003,1,1,1,1,1,NA,13
1021000610,102100061004,1,1,1,1,2,3,NA
1021000610,102100061005,1,1,1,1,1,NA,8
1021000610,102100061006,1,1,1,1,1,NA,9
1021000610,102100061007,1,1,1,1,1,NA,5
1021000610,102100061009,1,1,1,1,1,NA,3
1021000612,102100061201,1,1,1,1,2,4,NA
1021000612,102100061202,1,1,1,1,2,2,NA
1021000612,102100061205,1,1,1,1,1,NA,12
1021000612,102100061206,1,1,1,1,1,NA,15
1021000701,102100070101,1,1,1,1,2,5,NA
1021000701,102100070102,1,1,1,1,2,5,NA
1021000701,102100070113,1,1,1,1,2,1,NA
1021000702,102100070201,1,1,1,1,2,1,NA
1021000702,102100070202,2,2,2,1,2,1,NA
1021000702,102100070203,2,1,2,1,1,NA,2
1021000703,102100070301,1,1,1,1,2,3,NA
1021000703,102100070303,1,1,1,1,1,NA,12
1021000705,102100070501,1,1,1,1,2,2,NA
1021000705,102100070502,1,1,1,1,2,2,NA
1021000710,102100071001,1,1,1,1,2,5,NA
1021000710,102100071004,1,1,1,1,2,5,NA
1021000710,102100071006,1,1,1,1,1,NA,15
1021000710,102100071007,1,1,1,1,1,NA,11
1021000710,102100071009,1,1,1,1,2,1,NA
1021000710,102100071011,1,1,1,1,1,NA,7
1021000711,102100071101,1,1,1,1,2,4,NA
1021000711,102100071102,1,1,1,1,2,1,NA
1021000711,102100071103,1,1,1,1,1,NA,9
1021000711,102100071104,1,1,1,1,1,NA,6
1021000711,102100071105,1,1,1,1,1,NA,2
1021000805,102100080501,1,1,1,1,2,3,NA
1021000805,102100080502,2,2,2,1,2,1,NA
1021000807,102100080701,1,1,1,1,2,3,NA
1021000807,102100080702,1,1,1,1,2,5,NA
102100080803,1021000808030,1,1,1,1,2,3,NA
102100080803,10210008080301,1,1,1,1,2,2,NA
102100080803,10210008080303,1,1,1,1,1,NA,10
102100080803,10210008080304,1,1,1,1,1,NA,8
102100080803,10210008080307,1,1,1,1,2,3,NA
1021000810,102100081001,2,2,2,2,2,NA,NA
1021000810,102100081002,1,1,1,1,2,2,NA
1021000811,102100081101,2,2,2,1,2,1,NA
1021000811,102100081102,2,2,2,2,2,NA,NA
1021000811,102100081103,1,1,1,1,1,NA,5
1021000811,102100081104,1,1,1,1,1,NA,3
1021000906,102100090601,1,1,1,1,2,2,NA
1021000906,102100090602,1,1,1,1,2,2,NA
1021001003,102100100301,1,1,1,1,2,3,NA
1021001003,102100100302,1,1,1,1,1,NA,9
1021001003,102100100304,1,1,1,1,1,NA,7
1021001003,102100100305,1,1,1,1,1,NA,4
1021001003,102100100306,1,1,1,1,1,NA,2
1021001003,102100100307,2,2,2,2,2,NA,NA
1021001003,102100100308,1,1,1,1,1,NA,1
1021001004,102100100401,1,1,1,1,2,2,NA
1021001004,102100100402,2,2,2,2,2,NA,NA
1021001004,102100100403,1,1,1,1,1,NA,4
1021001004,102100100404,1,1,1,1,1,NA,1
1021001004,102100100405,1,1,1,1,2,3,NA
1021001007,102100100701,1,1,1,1,2,3,NA
1021001007,102100100702,1,1,1,1,2,1,NA
1021001007,102100100703,1,1,1,1,1,NA,4
1021001007,102100100704,1,1,1,1,1,NA,5
1021001007,102100100705,1,1,1,1,1,NA,3
1021001011,102100101101,1,1,1,1,2,3,NA
1021001011,102100101102,1,1,1,1,1,NA,13
1021001011,102100101103,1,1,1,1,1,NA,7
1021001102,102100110201,1,1,1,1,2,3,NA
1021001105,102100110501,1,1,1,1,2,1,NA
1021001107,102100110701,1,1,1,1,2,3,NA
1021001107,102100110702,1,1,1,1,2,1,NA
1021001107,102100110703,1,1,1,1,2,3,NA
1021001107,102100110705,1,1,1,1,1,NA,12
1021001107,102100110706,1,1,1,1,1,NA,10
1021001107,102100110707,1,1,1,1,1,NA,10
1021001107,102100110708,1,1,1,1,1,NA,9
1021001107,102100110709,1,1,1,1,1,NA,1
1021001107,102100110710,2,2,2,2,2,NA,NA
1021001109,102100110901,2,2,2,1,2,1,NA
1021001109,102100110903,1,1,1,1,1,NA,15
1021001109,102100110904,1,1,1,1,1,NA,12
1021001109,102100110905,1,1,1,1,1,NA,10
1021001109,102100110906,1,1,1,1,1,NA,8
1021001109,102100110907,1,1,1,1,1,NA,4
1021001109,102100110908,2,1,2,1,1,NA,0
1021001109,102100110910,1,1,1,1,1,NA,6
1021001109,102100110911,2,2,2,2,2,NA,NA
102100110901,1021001109010,1,1,1,1,2,1,NA
102100110901,10210011090102,1,1,1,1,2,3,NA
102100110901,10210011090103,2,2,2,1,1,NA,0
102100110901,10210011090105,1,1,1,1,1,NA,5
102100110901,10210011090109,1,1,1,1,1,NA,10
102100110901,10210011090110,1,1,1,1,2,2,NA
102100110904,1021001109040,1,1,1,1,2,3,NA
102100110904,10210011090402,1,1,1,1,2,2,NA
1021001110,102100111001,1,1,1,1,2,1,NA
1021001202,102100120201,1,1,1,1,2,1,NA
1021001202,102100120202,1,1,1,1,1,NA,13
1021001202,102100120203,1,1,1,1,1,NA,15
1021001202,102100120204,1,1,1,1,1,NA,0
1021001205,102100120501,1,1,1,1,2,1,NA
1021001205,102100120502,1,1,1,1,2,4,NA
1021001205,102100120503,1,1,1,1,1,NA,6
1021001205,102100120504,1,1,1,1,1,NA,4
1021001205,102100120505,1,1,1,1,1,NA,1
1021001205,102100120506,1,1,1,1,1,NA,0
1021001205,102100120507,2,2,2,1,1,NA,0
1021001205,102100120508,1,1,1,1,2,2,NA
1021001205,102100120510,2,2,2,1,1,NA,0
1021001205,102100120511,1,1,1,1,1,NA,7
1021001205,102100120512,1,1,1,1,1,NA,3
1021001205,102100120518,2,2,2,2,2,NA,NA
1021001205,102100120521,1,1,1,1,1,NA,4
1021001205,102100120522,1,1,1,1,2,1,NA
1021001205,102100120524,1,1,1,1,2,2,NA
1021001205,102100120525,1,1,1,1,1,NA,3
1021001205,102100120526,1,1,1,1,1,NA,1
1021001205,102100120528,1,1,1,1,1,NA,4
1021001206,102100120601,1,1,1,1,2,2,NA
1021001206,102100120602,1,1,1,1,1,NA,5
1021001206,102100120603,1,1,1,1,1,NA,3
1021001206,102100120604,1,1,1,1,2,2,NA
1021001208,102100120801,1,1,1,1,2,3,NA
1021001208,102100120802,1,1,1,1,2,2,NA
1021001208,102100120808,1,1,1,1,2,3,NA
1021001210,102100121001,1,1,1,1,2,3,NA
1021001210,102100121002,1,1,1,1,2,2,NA
1021001210,102100121003,1,1,1,1,1,NA,7
1021001210,102100121005,1,1,1,1,1,NA,7
1021001211,102100121101,1,1,1,1,2,2,NA
1021001211,102100121102,1,1,1,1,2,2,NA
1021001301,102100130102,1,1,1,1,1,NA,15
1021001301,102100130105,1,1,1,1,2,2,NA
1021001301,102100130107,1,1,1,1,2,1,NA
1021001301,102100130108,1,1,1,1,2,2,NA
1021001302,102100130201,1,1,1,1,2,1,NA
1021001302,102100130202,1,1,1,1,2,3,NA
1021001302,102100130203,1,1,1,1,2,3,NA
1021001302,102100130206,1,1,1,1,2,1,NA
1021001304,102100130401,1,1,1,1,2,2,NA
1021001304,102100130402,1,1,1,1,2,1,NA
1021001304,102100130403,1,1,1,1,1,NA,11
1021001304,102100130404,1,1,1,1,1,NA,7
1021001304,102100130405,1,1,1,1,1,NA,6
1021001304,102100130406,1,1,1,1,1,NA,5
1021001304,102100130407,1,2,2,1,1,NA,1
1021001305,102100130501,1,1,1,1,2,3,NA
1021001305,102100130502,1,1,1,1,2,3,NA
1021001306,102100130601,1,1,1,1,2,3,NA
1021001306,102100130602,1,1,1,1,2,3,NA
1021001306,102100130603,1,1,1,1,1,NA,12
1021001306,102100130604,1,1,1,1,1,NA,11
1021001306,102100130605,1,1,1,1,1,NA,3
1021001308,102100130801,1,1,1,1,2,1,NA
1021001308,102100130802,1,1,1,1,2,1,NA
1021001308,102100130803,1,1,1,1,1,NA,3
1021001308,102100130804,1,1,1,1,1,NA,2
1021001309,102100130901,1,2,2,2,2,NA,NA
1021001402,102100140201,2,2,2,2,2,NA,NA
1021001402,102100140206,1,1,1,1,2,1,NA
102100140202,1021001402020,1,1,1,1,2,2,NA
102100140202,10210014020201,1,1,1,1,2,2,NA
102100140204,1021001402040,1,1,1,1,2,2,NA
102100140204,10210014020401,1,1,1,1,2,4,NA
102100140204,10210014020403,1,1,1,1,1,NA,0
1021001403,102100140301,1,1,1,1,2,2,NA
1021001403,102100140302,1,1,1,1,2,2,NA
1021001405,102100140501,1,1,1,1,2,1,NA
1021001405,102100140502,1,1,1,1,2,1,NA
1021001405,102100140503,1,1,1,1,1,NA,4
1021001405,102100140504,1,1,1,1,1,NA,3
1021001405,102100140507,2,2,2,1,2,1,NA
1021001406,102100140601,2,2,2,2,2,NA,NA
1021001406,102100140602,1,1,1,1,1,NA,7
1021001406,102100140603,2,1,2,1,1,NA,1
1021001406,102100140604,1,1,1,1,2,2,NA
1021001406,102100140605,2,1,2,1,1,NA,0
1021001406,102100140607,1,1,1,1,2,3,NA
1021001406,102100140608,1,1,1,1,1,NA,1
1021001406,102100140609,1,1,1,1,1,NA,4
1021001407,102100140701,1,1,1,1,2,4,NA
1021001407,102100140702,1,1,1,1,2,1,NA
1021001407,102100140703,1,1,1,1,1,NA,5
1021001407,102100140704,1,1,1,1,1,NA,6
1021001407,102100140705,1,1,1,1,1,NA,4
1021001408,102100140801,2,2,2,2,2,NA,NA
1021001408,102100140802,1,1,1,1,2,1,NA
1021001408,102100140803,1,1,1,1,1,NA,6
1021001408,102100140804,1,1,1,1,1,NA,5
1021001408,102100140805,1,1,1,1,1,NA,7
1021001408,102100140808,2,2,2,2,2,NA,NA
1021001501,102100150101,1,1,1,1,2,2,NA
1021001501,102100150102,1,1,1,1,2,2,NA
1021001501,102100150103,1,1,1,1,2,2,NA
1021001501,102100150105,1,1,1,1,2,1,NA
1021001504,102100150401,1,1,1,1,2,5,NA
1021001504,102100150402,1,1,1,1,2,4,NA
1021001504,102100150403,1,1,1,1,2,3,NA
1021001504,102100150405,1,1,1,1,2,4,NA
1021001504,102100150406,1,1,1,1,1,NA,5
1021001504,102100150407,1,1,1,1,1,NA,6
1021001504,102100150409,1,1,1,1,1,NA,13
102100150406,1021001504060,1,1,1,1,2,3,NA
102100150406,10210015040602,1,1,1,1,2,2,NA
1021001505,102100150501,1,1,1,1,2,4,NA
1021001505,102100150502,1,1,1,1,2,5,NA
1021001505,102100150508,1,1,1,1,2,5,NA
1021001505,102100150510,1,1,1,1,2,3,NA
1021001505,102100150511,1,1,1,1,1,NA,12
1021001505,102100150512,1,1,1,1,2,3,NA
1021001505,102100150514,1,1,1,1,2,2,NA
1021001505,102100150515,2,2,2,2,2,NA,NA
1021001507,102100150701,1,1,1,1,2,0,NA
1021001507,102100150702,1,1,1,1,2,2,NA
1021001507,102100150703,1,1,1,1,2,3,NA
1021001507,102100150704,1,1,1,1,1,NA,7
1021001507,102100150705,1,1,1,1,1,NA,6
1021001507,102100150706,1,1,1,1,1,NA,3
1021001507,102100150707,2,1,2,1,1,NA,1
1021001507,102100150710,1,1,1,1,2,2,NA
1021001512,102100151201,1,1,1,1,2,1,NA
1021001512,102100151202,1,1,1,1,2,1,NA
1021001512,102100151203,1,1,1,1,2,1,NA
1021001512,102100151204,1,1,1,1,2,1,NA
1021001701,102100170101,1,1,1,1,2,2,NA
1021001701,102100170102,1,1,1,1,2,2,NA
1021001701,102100170104,1,1,1,1,1,NA,8
1021001701,102100170106,2,1,2,2,2,NA,NA
1021001701,102100170107,1,1,1,1,1,NA,2
1021001701,102100170108,1,1,1,1,1,NA,3
1021001704,102100170401,2,1,2,1,2,1,NA
1021001704,102100170402,1,1,1,1,1,NA,10
1021001704,102100170403,1,1,1,1,1,NA,9
1021001704,102100170404,1,1,1,1,1,NA,1
1021001704,102100170406,1,1,1,1,2,3,NA
1021001705,102100170501,1,1,1,1,2,1,NA
1021001705,102100170502,1,1,1,1,2,1,NA
1021001705,102100170503,1,1,1,1,1,NA,8
1021001705,102100170504,1,1,1,1,1,NA,4
1021001705,102100170505,1,1,1,1,1,NA,2
1021001705,102100170506,2,2,2,2,2,NA,NA
1021001705,102100170507,1,1,1,1,1,NA,3
1021001706,102100170602,1,1,1,1,2,3,NA
1021001706,102100170604,2,2,2,1,1,NA,1
1021001709,102100170901,1,1,1,1,2,1,NA
1021001709,102100170902,1,1,1,1,1,NA,10
1021001709,102100170903,1,1,1,1,1,NA,8
1021001709,102100170904,1,1,1,1,1,NA,5
1021001709,102100170906,1,1,1,1,1,NA,13
1021001709,102100170908,1,2,2,1,2,1,NA
1021001710,102100171001,1,1,1,1,2,1,NA
1021001710,102100171002,2,2,2,1,2,1,NA
102100171003,1021001710030,1,1,1,1,2,3,NA
102100171003,10210017100302,1,1,1,1,2,2,NA
102100171003,10210017100303,1,1,1,1,1,NA,9
102100171003,10210017100304,1,1,1,1,1,NA,7
102100171003,10210017100305,1,1,1,1,1,NA,3
1021001711,102100171101,1,1,1,1,2,5,NA
1021001711,102100171104,1,1,1,1,2,4,NA
1021001713,102100171301,1,1,1,1,2,1,NA
1021001713,102100171303,1,1,1,1,2,3,NA
1021001713,102100171304,1,1,1,1,1,NA,8
1021001713,102100171305,1,1,1,1,1,NA,5
1021001713,102100171306,1,1,1,1,2,1,NA
1021001802,102100180201,1,1,1,1,2,1,NA
1021001802,102100180208,1,1,1,1,2,1,NA
1021001804,102100180401,1,1,1,1,2,5,NA
1021001804,102100180402,1,1,1,1,2,4,NA
1021001804,102100180403,1,1,1,1,1,NA,3
1021001804,102100180406,1,1,1,1,2,1,NA
1021001804,102100180412,1,1,1,1,2,1,NA
1021001809,102100180901,1,1,1,1,2,1,NA
1021001809,102100180902,1,1,1,1,1,NA,12
1021001809,102100180903,1,1,1,1,1,NA,3
1021001809,102100180904,1,1,1,1,2,1,NA
1021001810,102100181001,1,1,1,1,2,5,NA
1021001810,102100181002,1,1,1,1,1,NA,15
1021001810,102100181007,1,1,1,1,2,2,NA
1021001902,102100190201,1,1,1,1,2,4,NA
1021001902,102100190202,1,1,1,1,2,3,NA
1021001902,102100190203,1,1,1,1,1,NA,4
1021001907,102100190701,1,1,1,1,2,2,NA
1021001907,102100190702,1,1,1,1,2,1,NA
1021001907,102100190703,1,1,1,1,1,NA,11
1021001907,102100190704,1,1,1,1,1,NA,6
1021001907,102100190705,1,1,1,1,1,NA,3
1021001907,102100190706,1,1,1,1,1,NA,1
1021001907,102100190707,1,1,1,1,1,NA,4
1021001907,102100190708,1,1,1,1,2,1,NA
1021001907,102100190709,1,1,1,1,1,NA,4
1021001908,102100190801,1,1,1,1,2,1,NA
1021001908,102100190802,1,1,1,1,1,NA,4
1021001908,102100190803,1,1,1,1,1,NA,2
1021001908,102100190804,1,1,1,1,1,NA,1
1021001908,102100190805,1,1,1,1,2,1,NA
1021001908,102100190806,1,1,1,1,1,NA,5
1021001908,102100190808,1,1,1,1,2,0,NA
1021001908,102100190809,1,1,1,1,2,1,NA
1021001908,102100190810,1,1,1,1,2,3,NA
1021001908,102100190811,1,1,1,1,2,1,NA
1021001908,102100190812,1,1,1,1,1,NA,13
1021001908,102100190819,1,1,1,1,1,NA,12
1021001910,102100191001,2,2,2,1,2,1,NA
1021001910,102100191003,1,1,1,1,2,3,NA
1021001910,102100191005,1,1,1,1,2,4,NA
1021001910,102100191006,1,1,1,1,1,NA,12
1021001910,102100191007,1,1,1,1,1,NA,10
1021001910,102100191008,1,2,2,2,2,NA,NA
1021001915,102100191501,1,1,1,1,2,1,NA
1021001915,102100191502,1,1,1,1,2,4,NA
1021002003,102100200301,1,1,1,1,2,4,NA
1021002003,102100200302,1,1,1,1,2,2,NA
1021002003,102100200303,1,1,1,1,1,NA,15
1021002003,102100200304,1,1,1,1,1,NA,10
1021002003,102100200305,1,1,1,1,1,NA,10
1021002003,102100200306,1,1,1,1,1,NA,15
1021002003,102100200308,2,1,2,1,2,1,NA
1021002007,102100200701,1,1,1,1,2,2,NA
1021002007,102100200702,2,2,2,1,2,1,NA
1021002007,102100200703,1,1,1,1,1,NA,0
1021002008,102100200801,2,2,2,2,2,NA,NA
1021002008,102100200802,1,1,1,1,1,NA,1
1021002010,102100201001,1,1,1,1,2,NA,NA
1021002010,102100201002,1,1,1,1,2,1,NA
1021002010,102100201003,1,1,1,1,1,NA,12
1021002010,102100201004,1,1,1,1,1,NA,11
1021002010,102100201006,1,1,1,1,1,NA,1
1021002010,102100201007,1,1,1,1,2,2,NA
1021002011,102100201101,1,1,1,1,2,3,NA
1021002011,102100201102,1,1,1,1,2,1,NA
1021002011,102100201103,1,1,1,1,1,NA,6
1021002011,102100201104,1,1,1,1,1,NA,5
1021002011,102100201105,1,2,2,1,1,NA,2
1021002011,102100201106,1,2,2,1,1,NA,1
1021002011,102100201107,2,2,2,1,1,NA,0
1021002011,102100201108,1,2,2,1,1,NA,0
1021002011,102100201110,2,2,2,2,2,NA,NA
1021002011,102100201111,1,1,1,1,1,NA,10
1021002011,102100201112,1,1,1,1,1,NA,2
1021002013,102100201301,1,1,1,1,2,1,NA
1021002013,102100201302,2,2,2,2,2,NA,NA
1021002013,102100201305,1,1,1,1,1,NA,15
1021002013,102100201306,1,1,1,1,1,NA,11
1021002013,102100201307,1,1,1,1,1,NA,11
1021002013,102100201308,1,1,1,1,1,NA,9
1021002013,102100201309,1,1,1,1,1,NA,3
1021002013,102100201310,1,1,1,1,1,NA,2
1021002013,102100201311,1,1,1,1,1,NA,2
1021002103,102100210301,1,1,1,1,2,1,NA
1021002103,102100210302,2,2,2,1,2,1,NA
1021002103,102100210303,1,1,1,1,1,NA,8
1021002103,102100210304,2,2,2,1,1,NA,7
1021002103,102100210305,2,2,2,1,1,NA,5
1021002103,102100210306,1,1,1,1,1,NA,4
1021002103,102100210307,2,1,2,1,1,NA,1
1021002105,102100210501,1,1,1,1,2,4,NA
1021002105,102100210502,1,1,1,1,2,5,NA
1021002105,102100210503,1,1,1,1,1,NA,15
1021002105,102100210504,1,1,1,1,1,NA,13
1021002105,102100210505,1,1,1,1,1,NA,8
1021002105,102100210506,1,1,1,1,1,NA,6
1021002105,102100210507,1,1,1,1,1,NA,2
1021002105,102100210510,2,2,2,1,2,1,NA
1021002106,102100210601,1,1,1,1,2,2,NA
1021002106,102100210602,1,1,1,1,1,NA,6
1021002106,102100210603,1,1,1,1,1,NA,3
1021002106,102100210605,1,1,1,1,2,3,NA
1021002107,102100210701,1,1,1,1,2,4,NA
1021002107,102100210703,1,1,1,1,1,NA,8
1021002107,102100210704,1,1,1,1,1,NA,5
1021002107,102100210705,1,1,1,1,2,2,NA
1021002201,102100220101,1,1,1,1,2,4,NA
1021002201,102100220102,1,1,1,1,2,5,NA
1021002201,102100220104,1,1,1,1,1,NA,2
1021002203,102100220301,1,1,1,1,2,4,NA
1021002203,102100220302,1,1,1,1,2,1,NA
1021002203,102100220303,1,1,1,1,1,NA,4
1021002203,102100220304,1,1,1,1,1,NA,0
1021002203,102100220309,1,1,1,1,2,3,NA
1021002204,102100220401,1,1,1,1,2,1,NA
1021002204,102100220402,1,1,1,1,2,4,NA
1021002205,102100220501,2,2,2,1,2,1,NA
1021002205,102100220502,1,1,1,1,1,NA,11
1021002205,102100220503,1,1,1,1,1,NA,9
1021002205,102100220504,1,1,1,1,1,NA,3
1021002207,102100220702,1,1,1,1,2,4,NA
1021002207,102100220703,1,1,1,1,1,NA,13
1021002207,102100220704,1,1,1,1,1,NA,10
1021002207,102100220705,1,1,1,1,1,NA,6
1021002208,102100220801,1,1,1,1,2,3,NA
1021002208,102100220802,1,1,1,1,2,2,NA
1021002208,102100220805,2,2,2,1,1,NA,0
1021002210,102100221001,1,1,1,1,2,1,NA
1021002210,102100221002,1,1,1,1,2,2,NA
1021002210,102100221003,1,1,1,1,1,NA,10
1021002210,102100221004,1,1,1,1,2,1,NA
1021002210,102100221005,1,1,1,1,1,NA,4
1021002301,102100230101,1,1,1,1,2,0,NA
1021002301,102100230102,1,1,1,1,2,2,NA
1021002301,102100230106,1,1,1,1,1,NA,4
1021002307,102100230701,1,1,1,1,2,1,NA
1021002307,102100230702,1,1,1,1,2,4,NA
1021002308,102100230801,1,1,1,1,2,1,NA
1021002308,102100230802,1,1,1,1,2,1,NA
1021002309,102100230901,1,1,1,1,2,1,NA
1021002309,102100230902,1,1,1,1,2,2,NA
1021002312,102100231201,1,1,1,1,2,2,NA
1021002312,102100231203,1,1,1,1,1,NA,1
1021002312,102100231204,1,1,1,1,1,NA,0
1021002312,102100231206,1,1,1,1,2,4,NA
1021002405,102100240501,2,2,2,2,2,NA,NA
1021002405,102100240502,1,1,1,1,2,0,NA
1021002405,102100240503,1,1,1,1,1,NA,4
1021002405,102100240504,2,1,2,1,2,0,NA
1021002407,102100240701,1,1,1,1,2,4,NA
1021002407,102100240702,1,1,1,1,2,3,NA
1021002407,102100240703,1,1,1,1,1,NA,4
1021002407,102100240704,1,1,1,1,1,NA,2
1021002407,102100240705,1,1,1,1,1,NA,0
1021002501,102100250101,1,1,1,1,2,5,NA
1021002501,102100250102,1,1,1,1,2,3,NA
1021002501,102100250104,1,1,1,1,2,4,NA
1021002501,102100250105,1,1,1,1,2,3,NA
1021002501,102100250107,1,1,1,1,1,NA,9
1021002501,102100250110,1,1,1,1,1,NA,1
1021002501,102100250111,1,1,1,1,1,NA,0
1021002502,102100250201,1,1,1,1,2,2,NA
1021002502,102100250202,1,1,1,1,2,1,NA
1021002502,102100250203,1,1,1,1,2,5,NA
