id_hh,id_ind,ind_read,ind_write,ind_literacy,ind_any_schooling,ind_school,ind_education,ind_education_years
1013000201,101300020101,2,2,2,1,2,1,NA
1013000201,101300020102,2,2,2,1,2,1,NA
1013000202,101300020201,2,2,2,2,2,NA,NA
1013000202,101300020202,2,2,2,1,1,NA,1
1013000202,101300020203,2,2,2,1,1,NA,0
1013000204,101300020401,2,2,2,1,2,1,NA
1013000204,101300020402,2,2,2,1,2,1,NA
1013000204,101300020403,2,2,2,1,1,NA,1
1013000206,101300020601,1,2,2,1,2,1,NA
1013000206,101300020602,1,1,1,1,2,3,NA
1013000206,101300020603,1,1,1,1,2,2,NA
1013000210,101300021001,1,1,1,1,2,1,NA
1013000212,101300021201,1,1,1,1,2,1,NA
1013000212,101300021202,2,2,2,2,2,NA,NA
1013000212,101300021203,2,2,2,1,1,NA,2
1013000212,101300021204,2,2,2,1,1,NA,1
1013000212,101300021206,1,1,1,1,2,1,NA
101300021302,1013000213020,2,2,2,2,2,NA,NA
101300021302,1013000213030,2,2,2,1,1,NA,0
1021000102,102100010201,1,1,1,1,2,3,NA
1021000102,102100010202,1,1,1,1,2,3,NA
1021000102,102100010203,1,1,1,1,1,NA,7
1021000102,102100010204,2,2,2,2,2,NA,NA
1021000102,102100010207,1,1,1,1,2,2,NA
1021000102,102100010208,1,1,1,1,2,5,NA
1021000108,102100010801,1,1,1,1,2,2,NA
1021000108,102100010802,1,1,1,1,2,1,NA
1021000108,102100010803,1,1,1,1,1,NA,15
1021000108,102100010804,1,1,1,1,1,NA,13
1021000108,102100010805,1,1,1,1,2,3,NA
1021000108,102100010806,1,1,1,1,1,NA,15
1021000111,102100011101,1,1,1,1,1,NA,12
1021000111,102100011102,1,1,1,1,1,NA,12
1021000111,102100011103,1,1,1,1,1,NA,10
1021000111,102100011104,1,1,1,1,1,NA,6
1021000111,102100011106,1,1,1,1,2,4,NA
1021000111,102100011108,1,1,1,1,1,NA,13
1021000111,102100011109,1,1,1,1,1,NA,10
1021000111,102100011110,1,1,1,1,1,NA,10
1021000111,102100011111,1,1,1,1,1,NA,15
1021000113,102100011301,1,2,2,1,2,5,NA
1021000113,102100011303,1,1,1,1,1,NA,12
1021000113,102100011304,1,1,1,1,1,NA,13
1021000113,102100011305,1,1,1,1,1,NA,8
1021000113,102100011306,1,1,1,1,1,NA,10
1021000113,102100011307,1,1,1,1,1,NA,0
1021000113,102100011308,1,1,1,1,1,NA,11
1021000113,102100011309,1,1,1,1,1,NA,12
1021000113,102100011310,1,1,1,1,2,1,NA
1021000201,102100020101,1,1,1,1,2,1,NA
1021000201,102100020102,2,2,2,1,2,1,NA
1021000201,102100020103,1,1,1,1,1,NA,9
1021000201,102100020104,1,1,1,1,1,NA,6
1021000201,102100020105,2,2,2,1,2,1,NA
1021000203,102100020301,1,1,1,1,2,1,NA
1021000203,102100020302,1,1,1,1,2,1,NA
1021000203,102100020303,1,1,1,1,2,1,NA
1021000203,102100020305,1,1,1,1,1,NA,12
1021000203,102100020306,1,1,1,1,1,NA,7
1021000203,102100020307,1,1,1,1,1,NA,8
1021000203,102100020308,1,1,1,1,1,NA,0
1021000203,102100020309,1,1,1,1,1,NA,1
1021000204,102100020401,1,2,2,1,2,1,NA
1021000207,102100020702,2,2,2,1,2,1,NA
1021000207,102100020703,1,1,1,1,1,NA,2
1021000207,102100020704,1,1,1,1,1,NA,8
1021000212,102100021201,1,1,1,1,2,1,NA
1021000212,102100021203,1,1,1,1,2,1,NA
1021000212,102100021204,1,1,1,1,1,NA,0
1021000213,102100021301,1,1,1,1,2,3,NA
1021000213,102100021302,1,1,1,1,2,2,NA
1021000213,102100021305,1,1,1,1,2,5,NA
1021000213,102100021311,1,1,1,1,1,NA,6
1021000312,102100031201,1,1,1,1,2,3,NA
1021000312,102100031202,1,1,1,1,1,NA,5
1021000312,102100031203,1,1,1,1,1,NA,1
1021000312,102100031207,1,1,1,1,1,NA,6
1021000313,102100031301,1,1,1,1,2,4,NA
1021000401,102100040101,1,1,1,1,2,1,NA
1021000402,102100040201,1,1,1,1,2,1,NA
1021000402,102100040203,1,1,1,1,2,3,NA
1021000402,102100040204,1,1,1,1,1,NA,6
1021000405,102100040501,1,1,1,1,2,3,NA
1021000405,102100040502,1,1,1,1,2,2,NA
102100040502,1021000405020,1,1,1,1,2,4,NA
102100040502,10210004050202,1,1,1,1,1,NA,2
102100040502,10210004050203,1,1,1,1,1,NA,0
102100040502,10210004050205,1,1,1,1,1,NA,12
102100040502,10210004050207,1,1,1,1,1,NA,0
102100040502,1021000405030,1,1,1,1,2,1,NA
1021000406,102100040601,1,1,1,1,2,1,NA
