case_id,ea_id,wgt10,urban,regionXurban,total_consumption_food,purchases_food,home_prod_food,gifts_and_other_food,tot_consump_weekly_non_durab,tot_consump_weekly_durab,TOT_consumption,food_percentage,non_durable_percentage,durable_percentage,total_percentage_test,number_adults,total_consumption_capita,total_consumption_food_per_capita,total_consumption_non_durab_per_capita,total_consumption_durab_per_capita,category_quantile
1021000604,1020006,1198.74084472656,1,11,39902.99021326408,39902.99021326408,0,0,31340.151773035166,6325.351700599525,77568.49368689877,51.442265173190606,40.40319759145778,8.154537235351613,100,5.4,14364.535867944216,7389.44263208594,5803.731809821326,1171.361426036949,1
1021000607,1020006,1684.44506835938,1,11,161664.51101543696,161664.51101543696,0,0,105077.38033638573,3321.523825383667,270063.4151772064,59.86168504510625,38.908409814575414,1.2299051403183199,100,11.4,23689.773261158454,14181.09745749447,9217.314064595239,291.3617390687427,4
1021000610,1020006,706.520263671875,1,11,115961.73817437922,115961.73817437922,0,0,59550.238896541145,7699.252146050728,183211.22921697109,63.294012419429556,32.503596614166995,4.202390966403459,100.00000000000001,6.8,26942.82782602516,17053.196790349884,8757.388073020757,1132.2429626545188,4
1021000612,1020006,980.984252929688,1,11,414681.21582895325,404395.72919256403,0,10285.486636389212,59729.37884207094,7764.190327874566,482174.78499889874,86.00226074241944,12.387495302602222,1.610243954978338,100,8,60271.84812486234,51835.15197861916,7466.172355258867,970.5237909843207,4
1021000701,1020007,1227.20202636719,1,11,624623.9789660891,623406.3927591925,0,1217.5862068965519,69888.37258641973,1831.2207650169655,696343.5723175257,89.70054493175773,10.036478451839766,0.2629766164025058,100,7.9,88144.75598956022,79066.32645140367,8846.629441318953,231.80009683759056,4
1021000702,1020007,819.294372558594,1,11,97676.00198222592,97676.00198222592,0,0,36229.28157231223,8240.267819713752,142145.5513742519,68.71548285394942,25.487453685360123,5.797063460690467,100,2.4,59227.31307260496,40698.334159260805,15095.53398846343,3433.44492488073,3
1021000703,1020007,1967.37316894531,1,11,43598.09783035343,43598.09783035343,0,0,42418.796119285034,519.9992430363025,86536.89319267476,50.38093721862891,49.01816387704074,0.6008989043303438,100,3,28845.63106422492,14532.699276784477,14139.598706428345,173.33308101210082,1
1021000705,1020007,1164.33569335938,1,11,54155.811604412855,54155.811604412855,0,0,43378.180866212024,635.4748995136091,98169.46737013849,55.16563658252682,44.18703903389716,0.6473243835760181,100,2.3,42682.37711745152,23546.005045396894,18860.07863748349,276.2934345711344,2
1021000710,1020007,1033.99523925781,1,11,197757.49773827093,197757.49773827093,0,0,62432.73086763826,1394.0384777514887,261584.2670836607,75.59992041685884,23.867158206296416,0.5329213768447484,100,6.4,40872.541731821984,30899.609021604832,9755.114198068477,217.8185121486701,4
1021000711,1020007,1407.00939941406,1,11,157602.33336763404,155597.2590302068,0,2005.0743374272786,58059.13017494364,11148.03021746193,226809.49376003962,69.48665629242772,25.598192215167657,4.915151492404611,100,4.1,55319.38872196089,38439.59350430099,14160.763457303328,2719.0317603565686,4
1021000805,1020008,2857.29248046875,1,11,88329.65183672523,88329.65183672523,0,0,31422.41222460316,449.56242339867924,120201.62648472706,73.48457289631475,26.14142016505552,0.37400693862973733,100,2.3,52261.57673249003,38404.1964507501,13661.918358523113,195.46192321681707,3
1021000811,1020008,1060.20922851563,1,11,79047.45552301807,79047.45552301807,0,0,48730.11186153165,8477.432177111174,136254.9995616609,58.01435233739508,35.763907392975554,6.221740269629367,100,3.4,40074.99987107673,23249.25162441708,14332.385841626956,2493.362405032698,3
1021000906,1020009,1739.49560546875,1,11,81307.24159091851,81307.24159091851,0,0,52197.73194411677,6293.933986277701,139798.90752131297,58.16014089990142,37.337725215169506,4.502133884929081,100,3,46599.63584043766,27102.413863639504,17399.243981372256,2097.9779954259,3
1021001003,1020010,936.542236328125,1,11,218506.9324215203,176235.20561543806,0,42271.72680608225,66751.64025649871,6395.4989420488355,291654.0716200678,74.91989781173537,22.887265000522536,2.1928371877421036,100,9.2,31701.529523920417,23750.753524078296,7255.613071358555,695.1629284835691,4
1021001004,1020010,2741.14916992188,1,11,44468.71103544836,44468.71103544836,0,0,31348.14149700118,6349.080587349534,82165.93311979907,54.120618298842125,38.1522369511646,7.727144749993268,100,3.7,22207.008951297044,12018.570550121178,8472.470674865182,1715.9677263106846,1
1021001007,1020010,2301.77685546875,1,11,136638.71378285758,136638.71378285758,0,0,49407.48308765188,11389.067735604687,197435.26460611416,69.20684309130567,25.024649566135224,5.7685073425591025,99.99999999999999,3.8,51956.64858055636,35957.556258646735,13001.969233592601,2997.1230883170233,4
1021001011,1020010,4196.806640625,1,11,39590.089681839236,30851.759915139,7911.111111111111,827.2186555891238,48686.648854939034,7063.647468797691,95340.38600557596,41.52499411899152,51.06613356074687,7.40887232026161,100,3,31780.128668525318,13196.696560613078,16228.882951646345,2354.5491562658967,2
1021001102,1020011,2421.603515625,1,11,3713.157894736842,3713.157894736842,0,0,39260.35335779549,7145.591996129339,50119.10324866167,7.40866786126305,78.33410977648299,14.257222362253954,99.99999999999999,1,50119.10324866167,3713.157894736842,39260.35335779549,7145.591996129339,1
1021001105,1020011,1576.47521972656,1,11,13209.534883720931,13209.534883720931,0,0,45094.040499942945,1556.8044736196007,59860.37985728348,22.067241997485702,75.3320319841842,2.600726018330098,100,1,59860.37985728348,13209.534883720931,45094.040499942945,1556.8044736196007,1
1021001107,1020011,837.905456542969,1,11,164510.11509322835,162365.56171632203,2144.553376906318,0,67030.16504446861,11499.386018598427,243039.6661562954,67.68858668009946,27.579928044075924,4.731485275824619,100,8.4,28933.293590035166,19584.537511098613,7979.781552912929,1368.9745260236223,4
1021001109,1020011,465.642181396484,1,11,74788.0558454086,72242.94714975642,0,2545.108695652174,45176.2458590543,8492.409574069781,128456.71127853269,58.2204348072135,35.16845901581478,6.611106176971703,100,10.2,12593.79522338556,7332.162337785157,4429.04371167199,832.58917392841,3
1021001110,1020011,537.691589355469,1,11,69189.82799230427,69189.82799230427,0,0,52927.50210864159,2265.8284758926957,124383.15857683856,55.62636355593252,42.55198429934166,1.8216521447258187,100,1,124383.15857683856,69189.82799230427,52927.50210864159,2265.8284758926957,3
1021001202,1020012,1375.67321777344,1,11,0,0,0,0,60473.70087742497,6689.319994231008,67163.02087165597,0,90.04017403116241,9.959825968837599,100,3.6,18656.394686571104,0,16798.25024372916,1858.1444428419468,1
1021001205,1020012,1405.46020507813,1,11,40722.536814041465,40722.536814041465,0,0,49589.7649671429,1962.5680992693754,92274.86988045374,44.13177376115441,53.741354532809076,2.126871706036509,100,12.5,7381.989590436299,3257.8029451233174,3967.181197371432,157.00544794155002,2
1021001206,1020012,2359.318359375,1,11,64363.63715661975,64363.63715661975,0,0,41647.4283480681,7959.399978470632,113970.46548315848,56.47396181437095,36.54229906977293,6.983739115856117,100,2.8,40703.7376725566,22987.01327022134,14874.081552881464,2842.642849453797,3
1021001208,1020012,1179.6591796875,1,11,96392.51503596499,94885.94360739356,0,1506.5714285714287,52297.12750276407,882.0706113735808,149571.71315010265,64.44568495329749,34.96458414585471,0.5897309008477954,100,5.3,28221.077952849555,18187.266987917923,9867.382547691335,166.42841724029827,4
1021001210,1020012,902.15283203125,1,11,61607.616077529136,61607.616077529136,0,0,42680.0855295301,5984.042913956883,110271.74452101611,55.86890489955717,38.70446206770215,5.426633032740691,100,3.4,32432.866035592975,18119.887081626217,12552.966332214735,1760.0126217520244,2
1021001211,1020012,1903.62219238281,1,11,47267.625289481824,47267.625289481824,0,0,52890.46562709337,1656.6794999760227,101814.77041655121,46.42511601813513,51.94773352697694,1.6271504548879379,100,2,50907.385208275606,23633.812644740912,26445.232813546685,828.3397499880114,2
1021001301,1020013,2841.72412109375,1,11,98294.32781378373,98294.32781378373,0,0,118631.23668519885,802.0604289945674,217727.62492797716,45.14554726176747,54.48607484899597,0.3683778892365558,100.00000000000001,6,36287.93748799619,16382.387968963956,19771.872780866473,133.67673816576124,4
1021001302,1020013,2841.72412109375,1,11,2209.4662547383055,2209.4662547383055,0,0,51153.10201163565,627.7462980824487,53990.31456445641,4.092338176878987,94.74496013644531,1.1627016866756963,100,7,7712.90208063663,315.6380363911865,7307.586001662236,89.67804258320696,1
1021001304,1020013,1274.90185546875,1,11,102721.17969929101,102721.17969929101,0,0,75329.84984954442,8267.114151241743,186318.14370007717,55.13213992977779,40.43076447283927,4.43709559738294,100,5.1,36532.96935295631,20141.40778417471,14770.558794028319,1621.0027747532831,4
1021001305,1020013,3023.79614257813,1,11,12982.590003331437,12982.59000333144,0,0,57852.4692625074,1176.6203509160612,72011.6796167549,18.02845048528876,80.33761963392243,1.6339298807888072,100,3,24003.89320558497,4327.530001110479,19284.1564208358,392.20678363868706,1
1021001306,1020013,3214.32885742188,1,11,79066.65533924887,79066.65533924887,0,0,35496.4969998028,7123.824554772253,121686.97689382393,64.97544548932072,29.170333511345852,5.854220999333425,100,4.4,27656.13111223271,17969.694395283834,8067.385681773364,1619.0510351755117,3
1021001308,1020013,1274.90185546875,1,11,70424.9374422543,70424.9374422543,0,0,29275.260554183587,13706.47960738215,113406.67760382005,62.09946268620965,25.81440632310479,12.086130990685557,100,2.8,40502.38485850716,25151.763372233683,10455.45019792271,4895.171288350768,3
1021001309,1020013,2396.96240234375,1,11,38179.94982553203,37426.66411124632,753.2857142857143,0,7702.73047368258,702.3841194026708,46585.06441861728,81.9574906722116,16.534764027511482,1.507745300276905,100,1,46585.06441861728,38179.94982553203,7702.73047368258,702.3841194026708,1
1021001402,1020014,3679.8740234375,1,11,18996.512309025475,17568.975996176312,0,1427.536312849162,55899.42804919973,4495.039451540634,79390.97980976583,23.927796778102902,70.4103012497694,5.661901972127698,100,5,15878.195961953166,3799.302461805095,11179.885609839945,899.0078903081269,1
1021001403,1020014,1476.97021484375,1,11,769223.0081743209,769223.0081743209,0,0,49708.59812846358,1669.0771462665168,820600.683449051,93.73901627052203,6.057586732627899,0.20339699685006973,99.99999999999999,2.3,356782.9058474135,334444.78616274823,21612.43396889721,725.6857157680508,4
1021001405,1020014,3266.748046875,1,11,68061.17532390596,68061.17532390596,0,0,65123.72417424605,7991.000125414247,141175.89962356625,48.210194165849416,46.1294911864511,5.660314647699488,100,4.4,32085.43173262869,15468.448937251354,14800.846403237736,1816.1363921396014,3
1021001407,1020014,2253.78100585938,1,11,165274.03621938822,165274.03621938822,0,0,55090.06951751725,7444.700907765127,227808.8066446706,72.5494499767859,24.182589922190804,3.2679601010232893,99.99999999999999,3.2,71190.25207645955,51648.13631855881,17215.64672422414,2326.469033676602,4
1021001408,1020014,1476.97021484375,1,11,42754.355945078016,23990.357817737186,0,18763.998127340827,44423.56795781059,7318.512278388564,94496.43618127717,45.244410977637536,47.01083951207501,7.744749510287458,100,4.2,22499.151471732657,10179.608558351909,10577.039989954903,1742.5029234258484,2
1021001501,1020015,1639.23132324219,1,11,1237.719298245614,1237.719298245614,0,0,35221.963893683904,1996.0632529853747,38455.74644491489,3.2185548654439944,91.5908990198301,5.190546114725904,100,3,12818.582148304964,412.5730994152047,11740.654631227968,665.3544176617916,1
1021001504,1020015,2811.91552734375,1,11,163937.57964511923,152785.90537035698,1865.1213282247766,9286.552946537468,94054.70711845416,6582.079982992617,264574.366746566,61.962759907936935,35.5494405127117,2.4877995793513685,100,4.7,56292.41845671617,34880.33609470622,20011.639812437053,1400.4425495728972,4
1021001505,1020015,1302,1,11,204566.96447895118,195900.2978122845,0,8666.666666666666,77129.30186203013,13007.978443906508,294704.2447848878,69.41432575165989,26.171764820804935,4.4139094275351765,100,9.6,30698.35883175915,21309.05879989075,8034.302277294805,1354.9977545735946,4
1021001507,1020015,716.810913085938,1,11,59491.39206107384,59491.39206107384,0,0,49867.82947336578,5886.5894056065745,115245.8109400462,51.62130543037506,43.27083914512805,5.107855424496885,100,4.6,25053.43716087961,12932.91131762475,10840.832494209953,1279.6933490449076,3
1021001512,1020015,889.289428710938,1,11,73133.50727933238,73133.50727933238,0,0,54782.45851351578,580.2792205506046,128496.24501339876,56.914898386101854,42.63350925764673,0.4515923562514195,100,4,32124.06125334969,18283.376819833094,13695.614628378946,145.06980513765114,3
1021001701,1020017,1789.46069335938,1,11,65227.410436676546,65227.410436676546,0,0,65755.07029386664,3344.6520984373597,134327.13282898054,48.55862629013399,48.951443322759765,2.4899303871062486,100,4.1,32762.715324141598,15909.124496750379,16037.822022894303,815.768804496917,3
1021001704,1020017,894.730346679688,1,11,79662.28933926503,78220.27253254234,0,1442.0168067226891,27773.593888005078,5613.61274034632,113049.49596761643,70.46673552802454,24.567640616426065,4.965623855549402,99.99999999999999,3,37683.16532253881,26554.096446421678,9257.864629335027,1871.2042467821066,2
1021001705,1020017,926.78271484375,1,11,56527.00653556464,56527.00653556464,0,0,47581.40415246999,5985.468707884314,110093.87939591895,51.34436795735261,43.218936796075674,5.436695246571708,100.00000000000001,3.9,28229.199845107425,14494.10423988837,12200.36003909487,1534.7355661241832,2
1021001706,1020017,417.357727050781,1,11,49682.63950137292,49682.63950137292,0,0,29925.39137647872,949.2938563952675,80557.32473424691,61.67364627024612,37.14794585743821,1.1784078723156743,100,4.6,17512.46189874933,10800.573804646288,6505.519864451897,206.36822965114513,1
1021001709,1020017,926.78271484375,1,11,86771.00924650127,48201.21615851022,0,38569.79308799104,31773.950922493477,2690.990595318287,121235.95076431303,71.57201201414848,26.208357110394722,2.219630875456792,100,7.9,15346.322881558612,10983.672056519148,4022.0191041130984,340.6317209263654,3
1021001710,1020017,1848.83239746094,1,11,67532.21574005947,64452.7248586005,0,3079.4908814589667,58543.69046928297,5488.109334644275,131564.01554398672,51.33030902167999,44.49825450159633,4.17143647672368,100,5.8,22683.450955859782,11643.485472424047,10093.739736083271,946.2257473524612,3
1021001711,1020017,1855.41320800781,1,11,385352.07043820294,385352.0704382029,0,0,46046.80059585149,2744.9504073087073,434143.82144136314,88.76138537658535,10.606347095525974,0.6322675278886698,100.00000000000001,4.3,100963.67940496818,89616.76056702394,10708.558278104998,638.3605598392343,4
1021001713,1020017,1080.55249023438,1,11,115224.45420362755,105701.91043836661,0,9522.543765260936,53338.70873031275,1282.2761480739173,169845.4390820142,67.84077030645992,31.4042632045932,0.7549664889468934,100,6,28307.5731803357,19204.075700604593,8889.784788385457,213.71269134565287,4
1021001802,1020018,1626.44274902344,1,11,50684.932857783686,8608.239823465161,0,42076.69303431852,34803.763316826204,541.0156736630236,86029.71184827291,58.91561388369478,40.45551539008777,0.6288707262174617,99.99999999999999,4.3,20006.90973215649,11787.193687856672,8093.898445773536,125.81759852628456,1
1021001804,1020018,1388.17602539063,1,11,92235.11234819246,71102.93516839165,0,21132.177179800805,83667.39673871138,7177.96716360487,183080.4762505087,50.379545780723944,45.69979194517138,3.9206622741046777,100,7.7,23776.685227338792,11978.586019245773,10865.895680352127,932.2035277408921,4
1021001809,1020018,1585.48095703125,1,11,93544.77022938184,92698.67647938184,0,846.09375,51214.1395350102,21268.508020056983,166027.41778444903,56.342965202789365,30.84679640172491,12.810238395485724,100,3.4,48831.59346601442,27513.167714524072,15062.982216179473,6255.443535310877,4
1021001810,1020018,1378.92504882813,1,11,149520.5168908365,149520.5168908365,0,0,84247.47436855418,3550.690265431381,237318.68152482205,63.00410735898918,35.49972291572099,1.4961697252898318,100,4.6,51591.01772278741,32504.46019366011,18314.66834099004,771.8891881372567,4
1021001902,1020019,2458.62841796875,1,11,88336.22719649074,88336.22719649074,0,0,53702.38995203652,6087.298047662175,148125.91519618942,59.63590306226389,36.25455402649086,4.109542911245264,100,2.7,54861.450072662745,32717.121183885458,19889.774056309823,2254.554832467472,4
1021001907,1020019,431.452209472656,1,11,62560.031049864694,54293.37917359695,0,8266.651876267748,57308.12565335463,12876.819332628897,132744.97603584823,47.12798398710784,43.1715966696008,9.700419343291356,100,7.8,17018.586671262594,8020.516801264705,7347.195596583928,1650.8742734139612,3
1021001908,1020019,858.003601074219,1,11,98078.87679285232,76061.10350869558,9968.620352250491,12049.152931906232,31771.42088370779,7075.36232270129,136925.65999926138,71.62928905610634,23.203408976724432,5.167301967169234,100,13.3,10295.162405959501,7374.351638560324,2388.828637872766,531.9821295264128,3
1021001910,1020019,582.716857910156,1,11,84040.55085374767,81008.0077502994,0,3032.543103448276,79700.80555420974,6324.4186403835365,170065.77504834096,49.41649831064437,46.86469428170065,3.718807407654967,100,7.7,22086.46429199233,10914.357253733464,10350.753968079187,821.35307017968,4
1021002008,1020020,1506.1298828125,1,11,55554.86143050359,55554.86143050359,0,0,37655.75465733835,7409.965528652909,100620.58161649485,55.212224515104985,37.4235112264203,7.364264258474714,100,2,50310.290808247424,27777.430715251794,18827.877328669176,3704.9827643264543,2
1021002010,1020020,1297.91149902344,1,11,31167.72722772516,31167.72722772516,0,0,48483.657422925615,5825.1968184271955,85476.58146907797,36.46346951650191,56.72156816480205,6.814962318696052,100,4,21369.14536726949,7791.93180693129,12120.914355731404,1456.2992046067989,1
1021002011,1020020,1602.62902832031,1,11,96608.86137482144,96608.86137482144,0,0,64712.82262517758,7449.984451751223,168771.66845175024,57.24234538952889,38.343415822590025,4.414238787881084,100,5.8,29098.563526163834,16656.70023703818,11157.383211237513,1284.480077888142,4
1021002013,1020020,1703.61254882813,1,11,117032.36853875221,117032.36853875221,0,0,65665.17844530026,9537.020504015638,192234.56748806813,60.87998119589825,34.15888167427331,4.961137129828429,99.99999999999999,7,27462.08106972402,16718.909791250317,9380.739777900037,1362.4315005736626,4
1021002103,1020021,1530.54907226563,1,11,205137.40405981845,205137.40405981845,0,0,64614.09350767065,6348.437219999628,276099.9347874887,74.29824429973539,23.402429833025298,2.299325867239322,100,4.5,61355.54106388638,45586.089791070764,14358.687446149033,1410.763826666584,4
1021002106,1020021,642.610534667969,1,11,104267.1473368466,104267.1473368466,0,0,51707.25250567215,7811.354110879585,163785.75395339832,63.660693814990495,31.57005493920083,4.769251245808678,100,3.8,43101.51419826272,27438.722983380685,13607.171712018988,2055.6195028630486,4
1021002107,1020021,1153.81848144531,1,11,348182.2949799182,341842.6384598659,1594.229064039409,4745.427456012952,42646.749707695206,12252.541537521467,403081.5862251349,86.38010439540308,10.58017809919889,3.039717505398027,100,3.8,106074.1016381934,91626.91973155743,11222.828870446107,3224.3530361898597,4
1021002201,1020022,2671.95751953125,1,11,50656.556871229324,49810.463121229324,0,846.09375,50923.80916946519,7537.778945016977,109118.1449857115,46.42358690927394,46.66850703531794,6.90790605540812,100,2.7,40414.127772485735,18761.687730084934,18860.670062764882,2791.769979635917,2
1021002203,1020022,596.263061523438,1,11,79020.3494425383,79020.3494425383,0,0,52452.55604276479,5021.897435200077,136494.80292050316,57.89257008456289,38.42824409462243,3.6791858208146673,100,5,27298.960584100634,15804.06988850766,10490.511208552958,1004.3794870400154,3
1021002204,1020022,2671.95751953125,1,11,65261.962479841124,61310.78764199855,0,3951.1748378425755,49115.2751880526,2170.4358219123287,116547.67348980605,55.99593756416709,42.14178946467645,1.8622729711564494,100,3.3,35317.47681509275,19776.352266618524,14883.416723652303,657.7078248219178,3
1021002205,1020022,1215.87658691406,1,11,39544.595349535106,39544.595349535106,0,0,40476.077622217934,6880.7645003633625,86901.4374721164,45.50511073217122,46.57699435087627,7.917894916952502,100,4,21725.3593680291,9886.148837383776,10119.019405554483,1720.1911250908406,1
1021002208,1020022,2671.95751953125,1,11,154600.13959768787,146763.2974924247,0,7836.8421052631575,61731.78717182036,1618.0651500510098,217949.99191955925,70.93376707017613,28.323830906405476,0.7424020234183829,100,3.3,66045.45209683615,46848.52715081451,18706.602173278898,490.32277274273025,4
1021002210,1020022,1417.61218261719,1,11,512182.2330050634,465609.0459144686,17377.477168949772,29195.709921644982,81055.15490306485,1204.8135591933694,594442.2014673216,86.16182224963039,13.635498069112225,0.2026796812573883,100,4.4,135100.50033348217,116405.05295569621,18421.626114332917,273.8212634530385,4
1021002301,1020023,1307.13195800781,1,11,88106.38920680174,88106.38920680174,0,0,38820.55526165018,3055.3040175944984,129982.24848604642,67.78340137442687,29.866043797370963,2.3505548282021644,100,3.3,39388.56014728679,26698.905820242955,11763.804624742479,925.8497023013632,3
1021002308,1020023,1606.29504394531,1,11,114789.21485761138,114789.21485761138,0,0,39540.57130315563,1697.0004984771629,156026.7866592442,73.57019734586093,25.342168578726515,1.0876340754125375,100,2.6,60010.302561247765,44149.69802215822,15207.912039675242,652.6924994142934,4
1021002309,1020023,4918.6015625,1,11,56841.63262164917,56841.63262164917,0,0,47657.307466455095,1100.2494341118215,105599.1895222161,53.827716745582364,45.13037238456161,1.0419108698560129,100,1,105599.1895222161,56841.63262164917,47657.307466455095,1100.2494341118215,2
1021002312,1020023,2864.48706054688,1,11,288492.6581729711,288492.6581729711,0,0,68695.10877977415,5311.584147750427,362499.35110049567,79.5843240262773,18.950408758312456,1.4652672154102413,100,3.3,109848.28821227142,87422.01762817307,20816.69963023459,1609.570953863766,4
1021002405,1020024,1209.69812011719,1,11,45172.794271670566,35002.7921109268,0,10170.002160743763,46404.16359143155,6647.280100815468,98224.23796391758,45.98945760033758,47.24308842027158,6.76745397939084,100,2,49112.11898195879,22586.397135835283,23202.081795715774,3323.640050407734,2
1021002407,1020024,1417.958984375,1,11,76888.93483022276,76888.93483022276,0,0,49957.72132193214,7282.631625809681,134129.28777796458,57.32449348236565,37.24594542292011,5.42956109471425,100,3.1,43267.51218644019,24802.882203297664,16115.39397481682,2349.2360083257036,3
1021002501,1020025,516.250305175781,1,11,163483.06105184936,163483.06105184936,0,0,59646.92041435506,8180.398041460171,231310.3795076646,70.67692396675709,25.78653000410586,3.5365460291370576,100,9,25701.153278629397,18164.784561316596,6627.435601595007,908.9331157177968,4
1021002502,1020025,569.894287109375,1,11,102508.31441658386,102508.31441658386,0,0,30937.031774162333,1155.984824814139,134601.33101556034,76.15698421639944,22.984194540086616,0.858821243513932,100,16.7,8059.9599410515175,6138.222420154722,1852.5168727043315,69.22064819246341,3
1021002508,1020025,603.928955078125,1,11,66300.10572091963,66300.10572091963,0,0,35865.6045131125,4621.3565098678355,106787.06674389997,62.0862691920573,33.58609390323127,4.327636904711425,100.00000000000001,7,15255.295249128567,9471.44367441709,5123.6577875875,660.1937871239764,2
1021002509,1020025,450.540863037109,1,11,56223.12591063813,25840.652160763413,10218.216560509554,20164.257189365166,44556.328685338034,867.1755706419934,101646.63016661815,55.31233629533782,43.83453599229186,0.8531277123703243,100,2,50823.31508330908,28111.562955319067,22278.164342669017,433.5877853209967,2
