case_id,ea_id,wgt09,urban,regionXurban,total_consumption_monthly,total_consumption_weekly
1013000201,1010002,3205.63134765625,0,10,184494.01988673667,42458.89865796457
1013000204,1010002,3205.63134765625,0,10,159153.63135107406,36627.13788084198
1013000206,NA,2091.03662109375,1,1,418933.3306672551,96412.05629409829
1021000108,1020001,1273.73571777344,1,1,251792.52237111516,57946.773541774965
1021000111,1020001,1206.75598144531,1,1,373470.36144637456,85949.34533997322
1021000113,1020001,690.195068359375,1,1,245420.10162822637,56480.243804419086
1021000201,1020002,3785.56713867188,1,1,254452.74958847708,58558.99022987396
1021000203,1020002,6282.59423828125,1,1,146887.29712893922,33804.200628121915
1021000207,1020002,2269.552734375,1,1,223933.0660510955,51535.282083765145
1021000212,1020002,7004.5390625,1,1,189830.75494334174,43687.07880749955
1021000213,1020002,3968.14770507813,1,1,471787.47614109184,108575.75031358279
1021000312,1020003,1834.88891601563,1,1,211304.44181571767,48628.96849740283
1021000313,1020003,2812.9482421875,1,1,121778.33755001184,28025.70021481259
1021000401,1020004,2891.51538085938,1,1,140979.0787701264,32444.50103081267
1021000402,1020004,721.86376953125,1,1,333213.2341800094,76684.69119068033
1021000405,1020004,5301.111328125,1,1,145667.59235671657,33523.50144151288
1021000503,1020005,1457.80126953125,1,1,190217.86845231714,43776.16794576433
1021000504,1020005,769.357604980469,1,1,206854.93768441543,47604.9730036457
1021000506,1020005,769.357604980469,1,1,186160.91452543667,42842.512775004885
1021000604,1020006,1158.984375,1,1,232400.26561718222,53483.897917026
1021000607,1020006,1265.03454589844,1,1,395986.20905338303,91131.07476584321
1021000610,1020006,667.624572753906,1,1,258759.96096232865,59550.238896541145
1021000612,1020006,825.183349609375,1,1,249270.6459599619,57366.39649196704
1021000701,1020007,920.441162109375,1,1,566451.7347349994,130361.49797433405
1021000702,1020007,807.049865722656,1,1,166939.06529573843,38418.854225185925
1021000703,NA,3880.43701171875,1,1,209681.36307593898,48255.43803951336
1021000705,1020007,1411.06799316406,1,1,182243.40935828528,41940.94992225633
1021000710,1020007,1411.06799316406,1,1,426632.5718674014,98183.93649954304
1021000711,1020007,1409.08666992188,1,1,234422.9612860289,53949.39501266188
1021000805,1020008,2143.06176757813,1,1,149114.6747801495,34316.80261936159
1021000811,1020008,1003.32250976563,1,1,263979.74870806583,60751.505143807044
1021000906,NA,906.749938964844,1,1,320253.58438780275,73702.19637861096
1021001003,1020010,831.695739746094,1,1,195440.0182438269,44977.97778713776
1021001004,1020010,2055.9501953125,1,1,127460.05256174073,29333.27301329426
1021001007,1020010,1663.39147949219,1,1,191117.2191566042,43983.14181101339
1021001011,1020010,3151.8427734375,1,1,241865.04619504797,55662.09404296104
1021001102,1020011,2959.87060546875,1,1,137176.9354709204,31569.487211269072
1021001105,1020011,1183.9482421875,1,1,201122.89931613265,46285.81893929231
1021001107,1020011,772.290710449219,1,1,317575.4403789114,73085.85637401481
1021001109,1020011,881.315368652344,1,1,246131.33672695083,56643.92531017883
1021001110,1020011,369.009063720703,1,1,278543.9610894757,64103.269162581135
1021001202,NA,1163.376953125,1,11,150974.52736775228,34744.823498218575
1021001205,1020012,1163.376953125,1,1,188579.3811889415,43399.0914166132
1021001206,1020012,1517.74401855469,1,1,207490.9500095212,47751.34296660418
1021001208,1020012,758.872009277344,1,1,245119.07588388803,56410.96664529952
1021001210,1020012,758.872009277344,1,1,326379.2679741724,75111.9427691124
1021001211,1020012,1163.376953125,1,1,246003.09507109807,56614.41216133571
1021001301,1020013,2270.90014648438,1,1,311904.1159616812,71780.67483568937
1021001302,1020013,2270.90014648438,1,1,276322.06360224524,63591.928359791855
1021001304,1020013,1133.85571289063,1,1,279618.4656665935,64350.55241314595
1021001305,1020013,2270.90014648438,1,1,176656.8362578328,40655.272796986676
1021001306,1020013,2962.62133789063,1,1,307321.91043856693,70726.13984287326
1021001308,1020013,2267.71142578125,1,1,249328.2467254651,57379.652558839145
1021001309,1020013,2396.9443359375,1,1,163948.76853462536,37730.67632535326
1021001402,1020014,5520.04833984375,1,1,148251.1096925599,34118.064348272725
1021001403,1020014,1320.00573730469,1,1,234104.10277074095,53876.01387328863
1021001405,1020014,3010.93530273438,1,1,307153.2077417335,70687.31511179215
1021001407,NA,1505.46765136719,1,11,261498.97469414008,60180.58727603415
1021001408,1020014,1218.01684570313,1,1,346155.12538627314,79663.09909521023
1021001501,1020015,2109.02758789063,1,1,180762.49025365413,41600.1356550905
1021001504,1020015,2109.02758789063,1,1,247810.06057358772,57030.26176554373
1021001505,1020015,1077.73718261719,1,1,491087.0104761801,113017.28707982856
1021001507,1020015,703.009155273438,1,1,128670.44548313372,29611.829198569496
1021001512,NA,1077.73718261719,1,1,241277.8382556546,55526.95577449488
1021001701,1020017,1817.87609863281,1,1,228143.7647803036,52504.31962076729
1021001704,1020017,735.387329101563,1,1,233566.43386780273,53752.27636962641
1021001705,1020017,908.938049316406,1,1,223576.5505680878,51453.23468313768
1021001706,1020017,593.28759765625,1,1,196313.10098756885,45178.90642297817
1021001709,1020017,908.938049316406,1,1,69278.45378727985,15943.534919670648
1021001710,1020017,1846.00317382813,1,1,253583.78692226796,58359.009776281055
1021001711,1020017,1393.43347167969,1,1,205841.1768872479,47371.66914384157
