case_id,ea_id,wgt10,urban,regionXurban,total_consumption_food,purchases_food,home_prod_food,gifts_and_other_food,perc_tot,perc_purch,perc_home_prod,perc_gift_and_other,test
1021001301,1020013,2841.72412109375,1,11,98294.32781378373,98294.32781378373,0,0,1,1,0,0,1
1021001302,1020013,2841.72412109375,1,11,2209.4662547383055,2209.4662547383055,0,0,1,1,0,0,1
1021001304,1020013,1274.90185546875,1,11,102721.17969929101,102721.17969929101,0,0,1,1,0,0,1
1021001305,1020013,3023.79614257813,1,11,12982.590003331437,12982.59000333144,0,0,1,1.0000000000000002,0,0,1.0000000000000002
1021001306,1020013,3214.32885742188,1,11,79066.65533924887,79066.65533924887,0,0,1,1,0,0,1
1021001308,1020013,1274.90185546875,1,11,70424.9374422543,70424.9374422543,0,0,1,1,0,0,1
1021001309,1020013,2396.96240234375,1,11,38179.94982553203,37426.66411124632,753.2857142857143,0,1,0.9802701229905241,0.019729877009476073,0,1.0000000000000002
1021001402,1020014,3679.8740234375,1,11,18996.512309025475,17568.975996176312,0,1427.536312849162,1,0.9248527156129116,0,0.07514728438708836,1
1021001403,1020014,1476.97021484375,1,11,769223.0081743209,769223.0081743209,0,0,1,1,0,0,1
1021001405,1020014,3266.748046875,1,11,68061.17532390596,68061.17532390596,0,0,1,1,0,0,1
1021001407,1020014,2253.78100585938,1,11,165274.03621938822,165274.03621938822,0,0,1,1,0,0,1
1021001408,1020014,1476.97021484375,1,11,42754.355945078016,23990.357817737186,0,18763.998127340827,1,0.561120786114871,0,0.4388792138851289,1
1021001501,1020015,1639.23132324219,1,11,1237.719298245614,1237.719298245614,0,0,1,1,0,0,1
1021001504,1020015,2811.91552734375,1,11,163937.57964511923,152785.90537035698,1865.1213282247766,9286.552946537468,1,0.9319760954205702,0.011377021255664886,0.056646883323764795,0.9999999999999999
1021001505,1020015,1302,1,11,204566.96447895118,195900.2978122845,0,8666.666666666666,1,0.9576340848154961,0,0.04236591518450389,1
1021001507,1020015,716.810913085938,1,11,59491.39206107384,59491.39206107384,0,0,1,1,0,0,1
1021001512,1020015,889.289428710938,1,11,73133.50727933238,73133.50727933238,0,0,1,1,0,0,1
1021001701,1020017,1789.46069335938,1,11,65227.410436676546,65227.410436676546,0,0,1,1,0,0,1
1021001704,1020017,894.730346679688,1,11,79662.28933926503,78220.27253254234,0,1442.0168067226891,1,0.981898376023548,0,0.01810162397645191,0.9999999999999999
1021001705,1020017,926.78271484375,1,11,56527.00653556464,56527.00653556464,0,0,1,1,0,0,1
1021001706,1020017,417.357727050781,1,11,49682.63950137292,49682.63950137292,0,0,1,1,0,0,1
1021001709,1020017,926.78271484375,1,11,86771.00924650127,48201.21615851022,0,38569.79308799104,1,0.5554990840498235,0,0.44450091595017643,1
1021001710,1020017,1848.83239746094,1,11,67532.21574005947,64452.7248586005,0,3079.4908814589667,1,0.954399676543824,0,0.04560032345617592,0.9999999999999999
1021001711,1020017,1855.41320800781,1,11,385352.07043820294,385352.0704382029,0,0,1,0.9999999999999999,0,0,0.9999999999999999
1021001713,1020017,1080.55249023438,1,11,115224.45420362755,105701.91043836661,0,9522.543765260936,1,0.917356573037591,0,0.08264342696240902,1
1021001802,1020018,1626.44274902344,1,11,50684.932857783686,8608.239823465161,0,42076.69303431852,1,0.16983824063886854,0,0.8301617593611315,1
1021001804,1020018,1388.17602539063,1,11,92235.11234819246,71102.93516839165,0,21132.177179800805,1,0.7708879336534473,0,0.22911206634655262,1
1021001809,1020018,1585.48095703125,1,11,93544.77022938184,92698.67647938184,0,846.09375,1,0.990955199869268,0,0.009044800130731917,1
1021001810,1020018,1378.92504882813,1,11,149520.5168908365,149520.5168908365,0,0,1,1,0,0,1
1021001902,1020019,2458.62841796875,1,11,88336.22719649074,88336.22719649074,0,0,1,1,0,0,1
1021001907,1020019,431.452209472656,1,11,62560.031049864694,54293.37917359695,0,8266.651876267748,1,0.8678604895563647,0,0.13213951044363537,1
1021001908,1020019,858.003601074219,1,11,98078.87679285232,76061.10350869558,9968.620352250491,12049.152931906232,1,0.7755095286148167,0.10163881029454216,0.12285166109064105,0.9999999999999999
1021001910,1020019,582.716857910156,1,11,84040.55085374767,81008.0077502994,0,3032.543103448276,1,0.963915716012789,0,0.03608428398721097,1
1021002008,1020020,1506.1298828125,1,11,55554.86143050359,55554.86143050359,0,0,1,1,0,0,1
1021002010,1020020,1297.91149902344,1,11,31167.72722772516,31167.72722772516,0,0,1,1,0,0,1
1021002011,1020020,1602.62902832031,1,11,96608.86137482144,96608.86137482144,0,0,1,1,0,0,1
1021002013,1020020,1703.61254882813,1,11,117032.36853875221,117032.36853875221,0,0,1,1,0,0,1
1021002103,1020021,1530.54907226563,1,11,205137.40405981845,205137.40405981845,0,0,1,1,0,0,1
1021002106,1020021,642.610534667969,1,11,104267.1473368466,104267.1473368466,0,0,1,1,0,0,1
1021002107,1020021,1153.81848144531,1,11,348182.2949799182,341842.6384598659,1594.229064039409,4745.427456012952,1,0.9817921341450806,0.00457871950132145,0.013629146353598045,1.0000000000000002
1021002201,1020022,2671.95751953125,1,11,50656.556871229324,49810.463121229324,0,846.09375,1,0.9832974484990995,0,0.016702551500900442,1
1021002203,1020022,596.263061523438,1,11,79020.3494425383,79020.3494425383,0,0,1,1,0,0,1
1021002204,1020022,2671.95751953125,1,11,65261.962479841124,61310.78764199855,0,3951.1748378425755,1,0.9394566959419423,0,0.06054330405805772,1
1021002205,1020022,1215.87658691406,1,11,39544.595349535106,39544.595349535106,0,0,1,1,0,0,1
1021002208,1020022,2671.95751953125,1,11,154600.13959768787,146763.2974924247,0,7836.8421052631575,1,0.9493089584158411,0,0.05069104158415884,0.9999999999999999
1021002210,1020022,1417.61218261719,1,11,512182.2330050634,465609.0459144686,17377.477168949772,29195.709921644982,1,0.9090691084356017,0.03392830920157666,0.05700258236282155,0.9999999999999999
1021002301,1020023,1307.13195800781,1,11,88106.38920680174,88106.38920680174,0,0,1,1,0,0,1
1021002308,1020023,1606.29504394531,1,11,114789.21485761138,114789.21485761138,0,0,1,1,0,0,1
1021002309,1020023,4918.6015625,1,11,56841.63262164917,56841.63262164917,0,0,1,1,0,0,1
1021002312,1020023,2864.48706054688,1,11,288492.6581729711,288492.6581729711,0,0,1,1,0,0,1
1021002405,1020024,1209.69812011719,1,11,45172.794271670566,35002.7921109268,0,10170.002160743763,1,0.774864443860146,0,0.22513555613985398,1
1021002407,1020024,1417.958984375,1,11,76888.93483022276,76888.93483022276,0,0,1,1,0,0,1
1021002501,1020025,516.250305175781,1,11,163483.06105184936,163483.06105184936,0,0,1,1,0,0,1
1021002502,1020025,569.894287109375,1,11,102508.31441658386,102508.31441658386,0,0,1,1,0,0,1
1021002508,1020025,603.928955078125,1,11,66300.10572091963,66300.10572091963,0,0,1,1,0,0,1
1021002509,1020025,450.540863037109,1,11,56223.12591063813,25840.652160763413,10218.216560509554,20164.257189365166,1,0.45960895525152634,0.18174401360661693,0.3586470311418567,1
1021002603,1020026,2296.20849609375,1,11,55891.68736263264,55891.68736263264,0,0,1,1,0,0,1
1021002605,1020026,514.597412109375,1,11,55553.818019061204,55553.818019061204,0,0,1,1,0,0,1
1021002610,1020026,1536.00268554688,1,11,63721.239841441326,24157.851107672166,35592.07725835933,3971.311475409836,1,0.37911771911194087,0.5585590824491757,0.06232319843888348,1
1021002611,1020026,1569.26123046875,1,11,33355.816860057166,32628.64294701369,727.1739130434783,0,1,0.9781994871810724,0.021800512818927618,0,1
1021002702,1020027,618.804260253906,1,11,55661.51419809646,55661.51419809646,0,0,1,1,0,0,1
1021002703,1020027,574.642578125,1,11,40999.17291742058,39233.963493336814,0,1765.2094240837696,1,0.9569452430750444,0,0.04305475692495569,1
1021002711,1020027,827.715759277344,1,11,147729.03974018738,143769.69908084674,0,3959.3406593406594,1,0.9731986299626398,0,0.02680137003736025,1
1021002801,1020028,1993.861328125,1,11,182579.1758484045,182579.1758484045,0,0,1,1,0,0,1
1021002802,1020028,1756.9287109375,1,11,98877.48077059943,97449.94445775027,0,1427.536312849162,1,0.9855625739882966,0,0.014437426011703471,1
1021002805,1020028,2167.75952148438,1,11,72666.06442670024,68888.79169942751,3777.2727272727275,0,1,0.9480187518469101,0.05198124815308996,0,1
1021002810,1020028,1417.28625488281,1,11,70793.63059046904,46699.937632861926,24093.692957607112,0,1,0.6596629844147186,0.34033701558528134,0,1
1021002901,1020029,454.9462890625,1,11,109121.90280971801,109121.90280971801,0,0,1,1,0,0,1
1021002903,1020029,347.923431396484,1,11,77622.02891063235,77622.02891063235,0,0,1,1,0,0,1
1021002905,1020029,347.923431396484,1,11,19374.00526526903,19374.00526526903,0,0,1,1,0,0,1
1021002906,1020029,347.923431396484,1,11,57962.34905430965,57962.34905430965,0,0,1,1,0,0,1
1021002910,1020029,347.923431396484,1,11,96277.58572342928,96277.58572342928,0,0,1,1,0,0,1
1021003103,1020031,2704.66577148438,1,11,159809.32047612924,159079.6908464996,729.6296296296297,0,1,0.9954343737433098,0.00456562625669017,0,1
1021003109,1020031,2115.5908203125,1,11,51522.279219773365,50067.93139368641,1454.3478260869565,0,1,0.9717724478010127,0.0282275521989874,0,1
1021003201,1020032,2472.33911132813,1,11,61729.86418591221,61729.86418591221,0,0,1,1,0,0,1
1021003203,1020032,5468.294921875,1,11,67015.9353886025,67015.9353886025,0,0,1,1,0,0,1
1021003205,1020032,5144.1552734375,1,11,68403.75213468973,68403.75213468973,0,0,1,1,0,0,1
1021003309,1020033,1668.81823730469,1,11,281667.8204216343,281667.8204216343,0,0,1,1,0,0,1
1021003310,1020033,819.41943359375,1,11,0,0,0,0,NA,NA,NA,NA,NA
1021003403,1020034,986.531494140625,1,11,58972.50570250384,58972.50570250384,0,0,1,1,0,0,1
1021003407,1020034,438.839630126953,1,11,15008.387555178015,15008.387555178015,0,0,1,1,0,0,1
1033000301,1030003,1091.03820800781,0,10,50101.90083138596,27516.731787179197,17901.553224997722,4683.61581920904,1,0.5492153257774512,0.35730287529896326,0.09348179892358542,1
1033000302,1030003,894.939208984375,0,10,134867.78371987832,46450.05400639983,88417.7297134785,0,1,0.3444117840838627,0.6555882159161374,0,1
1033000303,1030003,982.549621582031,0,10,43730.2474408305,9642.082199881248,34088.16524094925,0,1,0.22048999866574118,0.7795100013342589,0,1
1033000304,1030003,3319.36767578125,0,10,106768.68995636661,45472.7713030709,61295.9186532957,0,1,0.42589987122305567,0.5741001287769443,0,1
1033000307,1030003,1186.35131835938,0,10,32776.52517131642,6560.01831213851,26216.50685917791,0,1,0.2001438004135762,0.7998561995864238,0,1
1033000308,1030003,1004.04010009766,0,10,46282.42171302628,40165.341405810286,6117.080307215994,0,1,0.8678314556410879,0.1321685443589122,0,1
1033000310,1030003,936.103942871094,0,10,59863.294067308416,21444.114198418705,38419.17986888971,0,1,0.3582180789167334,0.6417819210832666,0,1
1033000504,1030005,1769.48327636719,0,10,84904.99637977293,8453.55858755844,76451.43779221448,0,1,0.09956491311472862,0.9004350868852713,0,0.9999999999999999
1033000505,1030005,973.703491210938,0,10,82060.31690133823,35411.9208961404,46648.396005197836,0,1,0.43153526860877756,0.5684647313912226,0,1
1033000506,1030005,838.908569335938,0,10,64678.28151056258,19551.122541571873,31595.311835232744,13531.847133757963,1,0.3022826532331257,0.4884995565330988,0.2092177902337755,1
1033000507,1030005,408.821380615234,0,10,154060.94047195054,22522.09623086788,131538.84424108267,0,1,0.1461895283896986,0.8538104716103014,0,1
1033000509,1030005,2624.61499023438,0,10,18726.02011487719,10911.54341356978,7814.476701307409,0,1,0.5826942055296057,0.4173057944703943,0,1
1033000511,1030005,1317.91271972656,0,10,53592.88498990543,44523.175516799354,9069.70947310608,0,1,0.8307665378563887,0.1692334621436114,0,1
1041000203,1040002,1287.80810546875,1,11,64243.432640969695,64243.432640969695,0,0,1,1,0,0,1
1041000204,1040002,2773.55419921875,1,11,6188.596491228071,3713.157894736842,2475.438596491228,0,1,0.6,0.39999999999999997,0,1
1041000206,1040002,3468.42333984375,1,11,63238.632919376345,62640.926497358,0,597.7064220183486,1,0.990548397483855,0,0.009451602516145017,1
1041000207,1040002,905.854614257813,1,11,48781.82687970209,28626.64135717707,0,20155.185522525015,1,0.5868300387308475,0,0.4131699612691525,1
1041000209,1040002,957.67724609375,1,11,90132.30040015659,86595.39999995366,0,3536.90040020292,1,0.9607587914155048,0,0.039241208584495146,1
1041000210,1040002,743.039794921875,1,11,111730.45050059979,34586.03032953582,77144.42017106398,0,1,0.3095488309102464,0.6904511690897537,0,1
1041000213,1040002,2121.09545898438,1,11,83483.16042859876,83483.16042859876,0,0,1,1,0,0,1
1043000401,1040004,5221.86962890625,0,10,8423.37075503716,8423.37075503716,0,0,1,1,0,0,1
1043000402,1040004,902.833129882813,0,10,114907.7942591056,57887.61389725805,35873.90581215784,21146.274549689715,1,0.5037744764878809,0.31219732345802204,0.1840282000540971,1
1043000403,1040004,962.227844238281,0,10,81559.76055807732,34261.86240804847,46102.48530599215,1195.4128440366972,1,0.42008292046972334,0.5652601845632363,0.01465689496704032,1
1043000406,1040004,1562.01806640625,0,10,86723.99001771201,1198.5649054142204,12397.127188039967,73128.29792425783,1,0.01382045389250924,0.14294922530095822,0.8432303208065326,1
1043000407,1040004,817.147766113281,0,10,84619.26179484032,41890.92206717075,40839.70336403321,1888.6363636363637,1,0.49505184964547944,0.4826289251145821,0.0223192252399385,1
1043000408,1040004,1253.12048339844,0,10,68825.70695852103,66913.27346098408,0,1912.4334975369459,1,0.9722133838931796,0,0.027786616106820466,1
1043000409,1040004,1375.0244140625,0,10,108675.36439566093,32248.911961883732,76426.4524337772,0,1,0.2967453768498367,0.7032546231501633,0,1
1043000410,1040004,1154.18054199219,0,10,126260.6332368571,61442.19539355641,56908.93784330069,7909.500000000001,1,0.48662986885464665,0.45072590232097964,0.0626442288243737,1
1043000601,1040006,1684.60595703125,0,10,101099.34907017992,66715.0848385726,34384.26423160732,0,1,0.6598962847155537,0.3401037152844463,0,1
1043000603,1040006,1408.58410644531,0,10,122731.43134184835,30609.404027318153,92122.0273145302,0,1,0.24940150776911138,0.7505984922308887,0,1
1043000604,1040006,1978.76477050781,0,10,19094.375309370356,17339.949881497494,0,1754.4254278728606,1,0.9081182076162556,0,0.0918817923837443,0.9999999999999999
1043000605,1040006,915.383422851563,0,10,67046.35047939184,64328.09568855852,2270.983397190294,447.2713936430318,1,0.9594570804913709,0.033871842105534594,0.006671077403094601,1.0000000000000002
1043000606,1040006,1899.23681640625,0,10,14202.600542956341,14202.600542956341,0,0,1,1,0,0,1
1043000607,1040006,1169.10546875,0,10,26860.55212448832,22411.767969518063,1370.5882352941176,3078.195919676139,1,0.8343748060593894,0.05102606338626133,0.11459913055434921,1
1043000609,1040006,1468.6787109375,0,10,7289.328244691645,2180.2199644368675,0,5109.108280254777,1,0.2990975150590294,0,0.7009024849409706,1
1043000610,1040006,1885.87841796875,0,10,46461.40092517209,25431.653124844226,19676.563086952072,1353.1847133757963,1,0.5473716379280706,0.42350343930958834,0.029124922762341007,1
1043000611,1040006,2820.20385742188,0,10,181822.1280460483,178283.61101198016,3538.517034068136,0,1,0.9805385787082418,0.01946142129175812,0,0.9999999999999999
1043000802,1040008,1351.62854003906,0,10,51203.42555608843,51203.42555608843,0,0,1,1,0,0,1
1043000804,1040008,962.849853515625,0,10,95183.93089961495,52899.19603333586,42284.73486627909,0,1,0.5557576319171522,0.4442423680828478,0,1
1043000805,1040008,976.779235839844,0,10,126923.23821682319,88740.19370442088,38183.04451240231,0,1,0.6991642740222704,0.30083572597772956,0,1
1043000806,1040008,1359.35046386719,0,10,130741.4075324197,35530.552914306776,95210.85461811292,0,1,0.2717620498731156,0.7282379501268843,0,0.9999999999999999
1043000807,1040008,2476.64404296875,0,10,54576.40121225868,25088.791437535503,29487.609774723176,0,1,0.4597003627989341,0.5402996372010659,0,1
1043000808,1040008,920.103271484375,0,10,102936.24240583835,56837.317755360345,46098.924650477995,0,1,0.5521604094627087,0.44783959053729117,0,0.9999999999999999
1043000809,1040008,782.781311035156,0,10,66661.37217918919,15568.218984626184,51093.153194563005,0,1,0.23354183203397033,0.7664581679660297,0,1
1043000810,1040008,1103.65270996094,0,10,133494.91988041194,21215.28490357044,112279.63497684151,0,1,0.1589220392998896,0.8410779607001105,0,1.0000000000000002
1043000811,1040008,2403.037109375,0,10,58944.47387016354,58944.47387016354,0,0,1,1,0,0,1
1051000105,1050001,2099.58325195313,1,11,37939.717552571325,37939.717552571325,0,0,1,1,0,0,1
1051000106,1050001,1067.55493164063,1,11,53720.868343071,31325.58671231914,0,22395.281630751862,1,0.5831176538746243,0,0.41688234612537567,1
1051000109,1050001,1288.12976074219,1,11,784.697217675941,784.697217675941,0,0,1,1,0,0,1
1051000110,1050001,1153.67797851563,1,11,1129.9285714285716,0,1129.9285714285716,0,1,0,1,0,1
1051000305,1050003,2626.7998046875,1,11,80196.32917154912,80196.32917154912,0,0,1,1,0,0,1
1051000309,1050003,2072.94116210938,1,11,9901.754385964912,9901.754385964912,0,0,1,1,0,0,1
1053000402,1050004,1228.69543457031,0,10,92291.61162221595,29539.980588847033,24765.44438533545,37986.18664803347,1,0.32007221533594205,0.26833906083154846,0.4115887238325096,1
1053000403,1050004,1372.60571289063,0,10,122388.6197648581,5944.6964262309675,33054.07312382705,83389.85021480008,1,0.048572297307154455,0.27007472743244376,0.6813529752604018,1
1053000404,1050004,1323.12158203125,0,10,43229.95216438291,3323.8198632247427,33053.003672008235,6853.128629149928,1,0.07688696602267427,0.7645857100725768,0.15852732390474886,1
1053000406,1050004,1883.18664550781,0,10,62080.074933461095,62080.074933461095,0,0,1,1,0,0,1
1053000407,1050004,1079.83752441406,0,10,30572.40667593555,30572.40667593555,0,0,1,1,0,0,1
1053000408,1050004,1891.54919433594,0,10,64198.03769095991,10973.46345229654,53224.574238663365,0,1,0.17093144661401038,0.8290685533859896,0,1
1053000409,1050004,1136.27783203125,0,10,95787.5580727395,21121.680094034084,74665.87797870542,0,1,0.2205054656262834,0.7794945343737167,0,1.0000000000000002
1053000410,1050004,1307.72192382813,0,10,109831.14681556952,55003.691722758456,52760.05783253709,2067.3972602739727,1,0.5008023071553798,0.4803742778096704,0.018823415034949824,1
1053000802,1050008,1588.33435058594,0,10,135959.99851273544,28808.853090516528,100331.62896065696,6819.516461561954,1,0.21189212566678564,0.737949617962513,0.050158256370701315,1
1053000804,1050008,1361.11547851563,0,10,134865.05272291327,48411.12226197825,86453.93046093502,0,1,0.35895972518129826,0.6410402748187017,0,1
1053000805,1050008,873.247741699219,0,10,49440.437852534444,13824.251398531744,33411.77697570545,2204.409478297254,1,0.27961425907604653,0.6757985654447977,0.044587175479155874,1
1053000806,1050008,1025.83996582031,0,10,108688.6848466262,108688.6848466262,0,0,1,1,0,0,1
1053000807,1050008,1402.73034667969,0,10,167143.59241924057,31217.993111689168,120547.01281951518,15378.586488036228,1,0.18677349612892213,0.7212182715156152,0.09200823235546263,1
1053000808,1050008,3103.63842773438,0,10,236453.2412748302,0,193682.06274202312,42771.17853280705,1,0,0.8191135875228116,0.18088641247718826,0.9999999999999999
1053000809,1050008,1075.24621582031,0,10,50025.06422944454,2455.2287061333477,47569.835523311194,0,1,0.04907997108953656,0.9509200289104635,0,1
1053001202,1050012,891.60400390625,0,10,53040.23898306984,53040.23898306984,0,0,1,1,0,0,1
1053001203,1050012,959.751403808594,0,10,43618.16330877855,16010.417160591029,27607.746148187525,0,1,0.36705848999764706,0.632941510002353,0,1
1053001204,1050012,815.405578613281,0,10,208527.94270573024,103649.54294174362,96935.77681316694,7942.622950819672,1,0.49705349602960136,0.4648574937027046,0.03808901026769403,1
1053001206,1050012,815.405578613281,0,10,150412.72094641853,73604.73617962928,76807.98476678925,0,1,0.489351802935933,0.5106481970640669,0,1
1053001207,1050012,1564.34423828125,0,10,22424.59492988489,16830.6002074465,5593.994722438392,0,1,0.7505419946300406,0.24945800536995955,0,1
1053001208,1050012,852.020446777344,0,10,71652.02515847384,41409.412190118026,30242.61296835581,0,1,0.5779238213927969,0.42207617860720303,0,0.9999999999999999
1053001210,1050012,1630.81115722656,0,10,41231.32304524878,6956.267150056268,34275.055895192505,0,1,0.16871316844288997,0.8312868315571099,0,0.9999999999999999
1053001503,1050015,1417.63073730469,0,10,77677.68807287702,19092.483473362874,57265.42437973392,1319.7802197802198,1,0.24579108811078867,0.7372184445809926,0.016990467308218613,0.9999999999999999
1053001505,1050015,796.368408203125,0,10,85780.26918484131,19870.697471700725,65909.57171314058,0,1,0.231646480717878,0.768353519282122,0,1
1053001507,1050015,741.4189453125,0,10,158423.03770940774,24704.578191382927,133718.4595180248,0,1,0.1559405661485803,0.8440594338514197,0,1
1053001508,1050015,714.353210449219,0,10,201352.28500516503,118452.52440736412,82899.76059780092,0,1,0.5882849772691957,0.4117150227308044,0,1
1053001509,1050015,770.056762695313,0,10,599.2824527071102,0,599.2824527071102,0,1,0,1,0,1
1053001510,1050015,805.746398925781,0,10,2832.9545454545455,0,2832.9545454545455,0,1,0,1,0,1
1053001512,1050015,1551.5625,0,10,1427.536312849162,0,1427.536312849162,0,1,0,1,0,1
1053001513,1050015,2627.84423828125,0,10,599.2824527071102,599.2824527071102,0,0,1,1,0,0,1
1053001902,1050019,1129.62475585938,0,10,77854.37459699559,501.1501686015448,69778.72020487228,7574.504223521768,1,0.006437020028684223,0.8962723105294208,0.09729066944189503,1
1053001903,1050019,1903.90344238281,0,10,171189.49680615985,54758.22078821541,116431.27601794443,0,1,0.3198690445957609,0.6801309554042391,0,1
1053001904,1050019,1056.9609375,0,10,80059.59639429403,8921.59835093113,67829.1234210064,3308.8746223564954,1,0.11143696387116668,0.8472328924436182,0.04133014368521503,0.9999999999999999
1053001905,1050019,1204.837890625,0,10,119798.16221626675,18607.270569979602,99258.93986332887,1931.9517829582767,1,0.15532183654360784,0.8285514404147598,0.016126723041632332,1
1053001906,1050019,1071.94995117188,0,10,50690.58396934728,9016.777207414401,41673.80676193288,0,1,0.17787874002135917,0.8221212599786408,0,1
1053001907,1050019,917.754821777344,0,10,357270.51121841714,302078.0523613638,55192.45885705338,0,1,0.8455163325155838,0.1544836674844163,0,1
