id_hh,wgt09,comm,urban,regurb,id_ind,ind_sex,ind_position,ind_age,ind_marital_status,n_ind_household,n_child_15,n_child_5,ind_read,ind_write,ind_literacy,ind_any_schooling,ind_education,ind_education_years
1071000209,1011.02423095703,1070002,1,11,107100020906,0,3,3,NA,11,4,2,NA,NA,NA,NA,NA,NA
1071000209,1011.02423095703,1070002,1,11,107100020907,1,3,1,NA,11,4,2,NA,NA,NA,NA,NA,NA
1071000209,1011.02423095703,1070002,1,11,107100020908,0,5,22,3,11,4,2,1,1,1,1,4,NA
1071000209,1011.02423095703,1070002,1,11,107100020909,0,5,20,3,11,4,2,1,1,1,1,NA,12
1071000209,1011.02423095703,1070002,1,11,107100020910,1,3,19,3,11,4,2,1,1,1,1,NA,13
1071000209,1011.02423095703,1070002,1,11,107100020911,0,5,18,3,11,4,2,1,1,1,1,NA,7
1071000210,1095.68078613281,1070002,1,11,107100021001,1,1,37,1,5,2,1,1,1,1,1,2,NA
1071000210,1095.68078613281,1070002,1,11,107100021002,0,2,42,1,5,2,1,1,1,1,1,4,NA
1071000210,1095.68078613281,1070002,1,11,107100021003,1,3,16,3,5,2,1,2,2,2,1,NA,3
1071000210,1095.68078613281,1070002,1,11,107100021004,0,3,14,3,5,2,1,1,1,1,1,NA,8
1071000210,1095.68078613281,1070002,1,11,107100021005,1,5,4,NA,5,2,1,NA,NA,NA,NA,NA,NA
1073000801,256.744812011719,1070008,0,10,107300080101,1,1,90,1,5,2,0,2,2,2,2,NA,NA
1073000801,256.744812011719,1070008,0,10,107300080102,0,2,72,1,5,2,0,2,2,2,2,NA,NA
1073000801,256.744812011719,1070008,0,10,107300080103,1,4,15,3,5,2,0,1,2,2,1,NA,4
1073000801,256.744812011719,1070008,0,10,107300080104,1,4,13,3,5,2,0,2,2,2,2,NA,NA
1073000801,256.744812011719,1070008,0,10,107300080105,0,4,10,3,5,2,0,2,2,2,1,NA,1
1073000803,400.473480224609,1070008,0,10,107300080301,0,1,30,2,4,3,1,2,2,2,2,NA,NA
1073000803,400.473480224609,1070008,0,10,107300080302,0,3,10,3,4,3,1,1,2,2,1,NA,0
1073000803,400.473480224609,1070008,0,10,107300080303,0,3,6,NA,4,3,1,1,2,2,1,NA,0
1073000803,400.473480224609,1070008,0,10,107300080304,0,3,3,NA,4,3,1,NA,NA,NA,NA,NA,NA
1073000807,256.744812011719,1070008,0,10,107300080701,1,1,35,1,5,2,2,2,2,2,1,1,NA
1073000807,256.744812011719,1070008,0,10,107300080702,0,2,24,1,5,2,2,2,2,2,2,NA,NA
1073000807,256.744812011719,1070008,0,10,107300080703,0,3,2,NA,5,2,2,NA,NA,NA,NA,NA,NA
1073000807,256.744812011719,1070008,0,10,107300080704,0,3,2,NA,5,2,2,NA,NA,NA,NA,NA,NA
1073000807,256.744812011719,1070008,0,10,107300080705,0,5,NA,NA,5,2,2,NA,NA,NA,NA,NA,NA
1073000808,313.630157470703,1070008,0,10,107300080801,1,1,29,1,7,5,4,2,2,2,1,1,NA
1073000808,313.630157470703,1070008,0,10,107300080802,0,2,27,1,7,5,4,2,2,2,1,1,NA
1073000808,313.630157470703,1070008,0,10,107300080803,1,3,10,3,7,5,4,2,2,2,1,NA,2
1073000808,313.630157470703,1070008,0,10,107300080804,1,3,4,NA,7,5,4,NA,NA,NA,NA,NA,NA
1073000808,313.630157470703,1070008,0,10,107300080805,1,3,3,NA,7,5,4,NA,NA,NA,NA,NA,NA
1073000808,313.630157470703,1070008,0,10,107300080806,1,3,3,NA,7,5,4,NA,NA,NA,NA,NA,NA
1073000808,313.630157470703,1070008,0,10,107300080807,1,3,1,NA,7,5,4,NA,NA,NA,NA,NA,NA
1073000809,313.630157470703,NA,0,40,107300080901,1,1,87,2,1,0,0,2,2,2,2,NA,NA
1073001202,5654.8173828125,1070012,0,10,107300120201,1,1,33,2,1,0,0,2,2,2,1,1,NA
1073001205,1492.17065429688,1070012,0,10,107300120501,0,1,45,2,5,2,1,1,1,1,1,1,NA
1073001205,1492.17065429688,1070012,0,10,107300120502,0,3,20,2,5,2,1,2,2,2,1,1,NA
1073001205,1492.17065429688,1070012,0,10,107300120503,1,4,4,NA,5,2,1,NA,NA,NA,NA,NA,NA
1073001205,1492.17065429688,1070012,0,10,107300120504,1,4,6,NA,5,2,1,2,2,2,1,NA,NA
1073001205,1492.17065429688,1070012,0,10,107300120505,1,5,42,2,5,2,1,1,1,1,1,1,NA
1073001206,2497.14379882813,1070012,0,10,107300120601,1,1,28,2,3,2,0,1,1,1,1,1,NA
1073001206,2497.14379882813,1070012,0,10,107300120602,1,3,9,NA,3,2,0,2,1,2,1,NA,2
1073001206,2497.14379882813,1070012,0,10,107300120603,0,3,7,NA,3,2,0,2,1,2,1,NA,1
1073001209,1203.8369140625,1070012,0,10,107300120901,0,1,29,2,6,3,0,2,2,2,2,NA,NA
1073001209,1203.8369140625,1070012,0,10,107300120902,0,3,13,3,6,3,0,1,1,1,1,NA,4
1073001209,1203.8369140625,1070012,0,10,107300120903,0,3,11,3,6,3,0,1,1,1,1,NA,4
1073001209,1203.8369140625,1070012,0,10,107300120904,1,3,6,NA,6,3,0,2,2,2,1,NA,0
1073001209,1203.8369140625,1070012,0,10,107300120905,1,5,NA,NA,6,3,0,NA,NA,NA,NA,NA,NA
1073001209,1203.8369140625,1070012,0,10,107300120906,1,2,NA,NA,6,3,0,NA,NA,NA,NA,NA,NA
1073001210,4012.78955078125,1070012,0,10,107300121001,1,1,67,1,11,7,1,1,1,1,1,2,NA
1073001210,4012.78955078125,1070012,0,10,107300121002,0,2,32,1,11,7,1,1,1,1,1,1,NA
1073001210,4012.78955078125,1070012,0,10,107300121003,1,3,14,3,11,7,1,1,1,1,1,NA,8
1073001210,4012.78955078125,1070012,0,10,107300121004,1,5,16,3,11,7,1,1,1,1,1,1,NA
1073001210,4012.78955078125,1070012,0,10,107300121005,0,5,10,3,11,7,1,1,1,1,1,NA,2
1073001210,4012.78955078125,1070012,0,10,107300121006,0,5,9,NA,11,7,1,1,1,1,1,NA,3
1073001210,4012.78955078125,1070012,0,10,107300121007,1,3,8,NA,11,7,1,2,2,2,1,NA,0
1073001210,4012.78955078125,1070012,0,10,107300121008,1,3,6,NA,11,7,1,2,2,2,2,NA,NA
1073001210,4012.78955078125,1070012,0,10,107300121009,1,3,4,NA,11,7,1,NA,NA,NA,NA,NA,NA
1073001210,4012.78955078125,1070012,0,10,107300121010,1,3,15,3,11,7,1,NA,NA,NA,NA,NA,NA
1073001210,4012.78955078125,1070012,0,10,107300121011,1,4,8,NA,11,7,1,2,2,2,1,NA,1
1073001601,3247.103515625,1070016,0,10,107300160101,1,1,30,3,1,0,0,2,2,2,1,1,NA
1073001602,1382.53198242188,1070016,0,10,107300160201,1,1,50,1,1,0,0,2,1,2,1,1,NA
1073001604,928.578369140625,1070016,0,10,107300160401,1,1,32,1,4,2,0,1,1,1,1,1,NA
1073001604,928.578369140625,1070016,0,10,107300160402,0,2,22,1,4,2,0,2,2,2,2,NA,NA
1073001604,928.578369140625,1070016,0,10,107300160403,1,3,8,NA,4,2,0,2,2,2,1,NA,1
1073001604,928.578369140625,1070016,0,10,107300160404,0,5,6,NA,4,2,0,2,2,2,1,NA,0
1073001605,743.723327636719,1070016,0,10,107300160501,1,1,65,1,8,3,0,2,2,2,1,1,NA
1073001605,743.723327636719,1070016,0,10,107300160502,0,2,39,1,8,3,0,2,2,2,1,1,NA
1073001605,743.723327636719,1070016,0,10,107300160503,0,3,19,3,8,3,0,1,1,1,1,NA,10
1073001605,743.723327636719,1070016,0,10,107300160504,1,3,17,3,8,3,0,1,1,1,1,NA,9
1073001605,743.723327636719,1070016,0,10,107300160505,1,3,13,3,8,3,0,1,1,1,1,NA,6
1073001605,743.723327636719,1070016,0,10,107300160506,0,3,10,3,8,3,0,NA,NA,NA,NA,NA,NA
1073001605,743.723327636719,1070016,0,10,107300160507,0,3,6,NA,8,3,0,2,2,2,2,NA,NA
1073001605,743.723327636719,1070016,0,10,107300160508,0,4,NA,NA,8,3,0,NA,NA,NA,NA,NA,NA
1073001606,691.265991210938,1070016,0,10,107300160601,1,1,26,1,4,1,1,1,1,1,1,1,NA
1073001606,691.265991210938,1070016,0,10,107300160602,0,2,22,1,4,1,1,1,1,1,1,1,NA
1073001606,691.265991210938,1070016,0,10,107300160603,1,3,1,NA,4,1,1,NA,NA,NA,NA,NA,NA
1073001606,691.265991210938,1070016,0,10,107300160604,0,3,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA
1073001608,716.953735351563,1070016,0,10,107300160801,0,1,37,1,6,3,0,2,2,2,2,NA,NA
1073001608,716.953735351563,1070016,0,10,107300160802,1,2,39,1,6,3,0,1,1,1,1,1,NA
1073001608,716.953735351563,1070016,0,10,107300160803,1,3,NA,NA,6,3,0,NA,NA,NA,NA,NA,NA
1073001608,716.953735351563,1070016,0,10,107300160804,0,3,14,3,6,3,0,1,1,1,1,NA,5
1073001608,716.953735351563,1070016,0,10,107300160805,1,3,11,3,6,3,0,1,1,1,1,NA,3
1073001608,716.953735351563,1070016,0,10,107300160806,1,5,6,NA,6,3,0,2,2,2,1,NA,NA
1073001609,716.953735351563,1070016,0,10,107300160901,1,1,27,1,9,7,3,1,1,1,1,2,NA
1073001609,716.953735351563,1070016,0,10,107300160902,0,2,26,1,9,7,3,1,1,1,1,1,NA
1073001609,716.953735351563,1070016,0,10,107300160903,1,3,10,3,9,7,3,2,2,2,1,NA,0
1073001609,716.953735351563,1070016,0,10,107300160904,1,3,9,NA,9,7,3,2,2,2,1,NA,0
1073001609,716.953735351563,1070016,0,10,107300160905,0,3,7,NA,9,7,3,2,2,2,1,NA,0
1073001609,716.953735351563,1070016,0,10,107300160906,0,3,5,NA,9,7,3,2,2,2,2,NA,NA
1073001609,716.953735351563,1070016,0,10,107300160907,0,3,3,NA,9,7,3,NA,NA,NA,NA,NA,NA
1073001609,716.953735351563,1070016,0,10,107300160908,1,3,2,NA,9,7,3,NA,NA,NA,NA,NA,NA
1073001609,716.953735351563,1070016,0,10,107300160909,1,3,0,NA,9,7,3,NA,NA,NA,NA,NA,NA
1073001610,2073.79809570313,1070016,0,10,107300161001,1,1,45,1,2,0,0,1,1,1,1,1,NA
1073001610,2073.79809570313,1070016,0,10,107300161002,0,2,18,1,2,0,0,1,1,1,1,1,NA
1073001611,774.424865722656,1070016,0,10,107300161101,1,1,42,1,13,7,3,1,1,1,1,1,NA
1073001611,774.424865722656,1070016,0,10,107300161102,0,2,31,1,13,7,3,2,2,2,1,1,NA
1073001611,774.424865722656,1070016,0,10,107300161103,1,5,21,3,13,7,3,1,1,1,1,1,NA
1073001611,774.424865722656,1070016,0,10,107300161104,1,5,20,3,13,7,3,NA,NA,NA,NA,NA,NA
1073001611,774.424865722656,1070016,0,10,107300161105,0,3,12,3,13,7,3,NA,NA,NA,NA,NA,NA
1073001611,774.424865722656,1070016,0,10,107300161106,0,3,10,3,13,7,3,NA,NA,NA,NA,NA,NA
1073001611,774.424865722656,1070016,0,10,107300161107,0,5,10,3,13,7,3,NA,NA,NA,NA,NA,NA
1073001611,774.424865722656,1070016,0,10,107300161108,1,3,8,NA,13,7,3,2,2,2,2,NA,NA
1073001611,774.424865722656,1070016,0,10,107300161109,1,3,4,NA,13,7,3,NA,NA,NA,NA,NA,NA
1073001611,774.424865722656,1070016,0,10,107300161110,1,3,2,NA,13,7,3,NA,NA,NA,NA,NA,NA
1073001611,774.424865722656,1070016,0,10,107300161111,0,3,0,NA,13,7,3,NA,NA,NA,NA,NA,NA
1073001611,774.424865722656,1070016,0,10,107300161112,0,5,NA,NA,13,7,3,NA,NA,NA,NA,NA,NA
1073001611,774.424865722656,1070016,0,10,107300161113,0,5,NA,NA,13,7,3,NA,NA,NA,NA,NA,NA
1073002002,2220.95166015625,1070020,0,10,107300200201,0,1,29,1,3,2,1,1,1,1,1,3,NA
1073002002,2220.95166015625,1070020,0,10,107300200202,1,3,10,3,3,2,1,1,1,1,1,NA,3
1073002002,2220.95166015625,1070020,0,10,107300200203,1,3,3,NA,3,2,1,NA,NA,NA,NA,NA,NA
1073002003,3211.51586914063,NA,0,10,107300200301,0,1,42,2,6,4,0,2,2,2,2,NA,NA
1073002003,3211.51586914063,NA,0,10,107300200302,0,3,17,3,6,4,0,1,1,1,1,NA,6
1073002003,3211.51586914063,NA,0,10,107300200303,0,3,8,NA,6,4,0,2,2,2,1,NA,0
1073002003,3211.51586914063,NA,0,10,107300200304,1,3,10,3,6,4,0,1,1,1,1,NA,4
1073002003,3211.51586914063,NA,0,10,107300200305,1,3,8,NA,6,4,0,1,1,1,1,NA,5
1073002003,3211.51586914063,NA,0,10,107300200306,0,3,12,3,6,4,0,1,1,1,1,NA,5
1073002004,1279.36291503906,1070020,0,10,107300200401,0,1,61,2,7,4,2,2,2,2,2,NA,NA
1073002004,1279.36291503906,1070020,0,10,107300200402,0,3,31,2,7,4,2,2,2,2,2,NA,NA
1073002004,1279.36291503906,1070020,0,10,107300200403,1,4,5,NA,7,4,2,2,2,2,2,NA,NA
1073002004,1279.36291503906,1070020,0,10,107300200404,1,4,2,NA,7,4,2,NA,NA,NA,NA,NA,NA
1073002004,1279.36291503906,1070020,0,10,107300200405,1,4,9,NA,7,4,2,2,2,2,1,NA,0
1073002004,1279.36291503906,1070020,0,10,107300200406,1,4,0,NA,7,4,2,NA,NA,NA,NA,NA,NA
1073002004,1279.36291503906,1070020,0,10,107300200407,1,4,NA,NA,7,4,2,NA,NA,NA,NA,NA,NA
1073002005,2932.05834960938,1070020,0,10,107300200501,1,1,43,1,12,6,1,1,1,1,1,1,NA
1073002005,2932.05834960938,1070020,0,10,107300200502,0,2,26,1,12,6,1,1,1,1,1,1,NA
1073002005,2932.05834960938,1070020,0,10,107300200503,1,3,17,3,12,6,1,1,1,1,1,NA,8
1073002005,2932.05834960938,1070020,0,10,107300200504,1,3,14,3,12,6,1,1,1,1,1,NA,6
1073002005,2932.05834960938,1070020,0,10,107300200505,0,3,12,3,12,6,1,1,1,1,1,NA,5
1073002005,2932.05834960938,1070020,0,10,107300200506,0,5,13,3,12,6,1,1,1,1,1,NA,6
1073002005,2932.05834960938,1070020,0,10,107300200507,1,5,12,3,12,6,1,1,1,1,1,NA,3
1073002005,2932.05834960938,1070020,0,10,107300200508,0,3,5,NA,12,6,1,2,2,2,2,NA,NA
1073002005,2932.05834960938,1070020,0,10,107300200509,0,4,2,NA,12,6,1,NA,NA,NA,NA,NA,NA
1073002005,2932.05834960938,1070020,0,10,107300200510,0,5,NA,NA,12,6,1,NA,NA,NA,NA,NA,NA
1073002005,2932.05834960938,1070020,0,10,107300200511,1,4,NA,NA,12,6,1,NA,NA,NA,NA,NA,NA
1073002005,2932.05834960938,1070020,0,10,107300200512,0,5,NA,NA,12,6,1,NA,NA,NA,NA,NA,NA
1073002006,3162.58276367188,1070020,0,10,107300200601,1,1,72,1,1,0,0,1,1,1,1,1,NA
1073002007,2220.95166015625,1070020,0,10,107300200701,1,1,45,1,6,4,1,1,1,1,1,1,NA
1073002007,2220.95166015625,1070020,0,10,107300200702,0,2,44,1,6,4,1,1,1,1,1,1,NA
1073002007,2220.95166015625,1070020,0,10,107300200703,1,3,11,3,6,4,1,2,2,2,1,NA,3
1073002007,2220.95166015625,1070020,0,10,107300200704,0,3,9,NA,6,4,1,2,2,2,1,NA,2
1073002007,2220.95166015625,1070020,0,10,107300200705,1,3,7,NA,6,4,1,2,2,2,1,NA,0
1073002007,2220.95166015625,1070020,0,10,107300200706,1,3,2,NA,6,4,1,NA,NA,NA,NA,NA,NA
1073002008,1070.50537109375,1070020,0,10,107300200801,1,1,25,1,7,5,3,1,1,1,1,1,NA
1073002008,1070.50537109375,1070020,0,10,107300200802,0,2,29,1,7,5,3,1,1,1,1,1,NA
1073002008,1070.50537109375,1070020,0,10,107300200803,0,3,8,NA,7,5,3,2,2,2,1,NA,0
1073002008,1070.50537109375,1070020,0,10,107300200804,0,3,6,NA,7,5,3,2,2,2,2,NA,NA
1073002008,1070.50537109375,1070020,0,10,107300200805,0,3,4,NA,7,5,3,NA,NA,NA,NA,NA,NA
1073002008,1070.50537109375,1070020,0,10,107300200806,1,3,1,NA,7,5,3,NA,NA,NA,NA,NA,NA
1073002008,1070.50537109375,1070020,0,10,107300200807,1,3,4,NA,7,5,3,NA,NA,NA,NA,NA,NA
1073002009,1032.15014648438,NA,0,10,107300200901,1,1,30,1,6,4,1,1,1,1,1,1,NA
1073002009,1032.15014648438,NA,0,10,107300200902,0,2,24,1,6,4,1,2,2,2,1,1,NA
1073002009,1032.15014648438,NA,0,10,107300200903,1,3,9,NA,6,4,1,2,2,2,1,NA,2
1073002009,1032.15014648438,NA,0,10,107300200904,0,3,7,NA,6,4,1,2,2,2,1,NA,1
1073002009,1032.15014648438,NA,0,10,107300200905,1,3,5,NA,6,4,1,2,2,2,2,NA,NA
1073002009,1032.15014648438,NA,0,10,107300200906,1,3,2,NA,6,4,1,NA,NA,NA,NA,NA,NA
1073002010,1386.48840332031,1070020,0,10,107300201001,1,1,63,1,8,3,1,1,1,1,1,3,NA
1073002010,1386.48840332031,1070020,0,10,107300201002,0,2,61,1,8,3,1,1,1,1,1,2,NA
1073002010,1386.48840332031,1070020,0,10,107300201003,1,3,19,3,8,3,1,2,2,2,2,NA,NA
1073002010,1386.48840332031,1070020,0,10,107300201004,1,3,17,3,8,3,1,1,1,1,1,NA,11
1073002010,1386.48840332031,1070020,0,10,107300201005,1,4,14,3,8,3,1,1,1,1,1,NA,5
1073002010,1386.48840332031,1070020,0,10,107300201006,1,4,14,3,8,3,1,1,1,1,1,NA,5
1073002010,1386.48840332031,1070020,0,10,107300201007,1,5,43,1,8,3,1,1,1,1,1,1,NA
1073002010,1386.48840332031,1070020,0,10,107300201008,1,4,2,NA,8,3,1,NA,NA,NA,NA,NA,NA
1073002011,1386.48840332031,1070020,0,10,107300201101,0,1,75,2,13,8,3,2,2,2,2,NA,NA
1073002011,1386.48840332031,1070020,0,10,107300201102,0,5,59,2,13,8,3,NA,NA,NA,NA,NA,NA
1073002011,1386.48840332031,1070020,0,10,107300201103,0,3,56,2,13,8,3,2,2,2,1,1,NA
1073002011,1386.48840332031,1070020,0,10,107300201104,0,4,20,3,13,8,3,1,1,1,1,NA,11
1073002011,1386.48840332031,1070020,0,10,107300201105,0,4,14,3,13,8,3,1,1,1,1,NA,6
1073002011,1386.48840332031,1070020,0,10,107300201106,0,4,9,NA,13,8,3,NA,NA,NA,NA,NA,NA
1073002011,1386.48840332031,1070020,0,10,107300201107,0,4,9,NA,13,8,3,NA,NA,NA,NA,NA,NA
1073002011,1386.48840332031,1070020,0,10,107300201108,0,4,6,NA,13,8,3,2,2,2,2,NA,NA
1073002011,1386.48840332031,1070020,0,10,107300201109,1,4,5,NA,13,8,3,2,2,2,2,NA,NA
1073002011,1386.48840332031,1070020,0,10,107300201110,1,4,3,NA,13,8,3,NA,NA,NA,NA,NA,NA
1073002011,1386.48840332031,1070020,0,10,107300201111,1,4,0,NA,13,8,3,NA,NA,NA,NA,NA,NA
1073002011,1386.48840332031,1070020,0,10,107300201112,0,4,19,2,13,8,3,1,1,1,1,2,NA
1073002011,1386.48840332031,1070020,0,10,107300201113,1,4,0,NA,13,8,3,NA,NA,NA,NA,NA,NA
1073002302,2436.65112304688,1070023,0,10,107300230201,0,1,41,2,4,1,0,1,1,1,1,2,NA
1073002302,2436.65112304688,1070023,0,10,107300230202,1,3,17,3,4,1,0,1,1,1,1,NA,10
1073002302,2436.65112304688,1070023,0,10,107300230203,1,3,16,3,4,1,0,1,1,1,1,NA,8
1073002302,2436.65112304688,1070023,0,10,107300230204,0,3,11,3,4,1,0,1,1,1,1,NA,6
1073002303,1116.19104003906,1070023,0,10,107300230301,1,1,35,1,10,4,4,1,1,1,1,1,NA
1073002303,1116.19104003906,1070023,0,10,107300230302,0,2,23,1,10,4,4,1,2,2,1,1,NA
1073002303,1116.19104003906,1070023,0,10,107300230303,0,2,20,1,10,4,4,1,1,1,1,1,NA
1073002303,1116.19104003906,1070023,0,10,107300230304,1,3,4,NA,10,4,4,NA,NA,NA,NA,NA,NA
1073002303,1116.19104003906,1070023,0,10,107300230305,1,3,3,NA,10,4,4,NA,NA,NA,NA,NA,NA
1073002303,1116.19104003906,1070023,0,10,107300230306,1,3,1,NA,10,4,4,NA,NA,NA,NA,NA,NA
1073002303,1116.19104003906,1070023,0,10,107300230307,1,3,0,NA,10,4,4,NA,NA,NA,NA,NA,NA
1073002303,1116.19104003906,1070023,0,10,107300230308,0,3,NA,NA,10,4,4,NA,NA,NA,NA,NA,NA
1073002303,1116.19104003906,1070023,0,10,107300230309,1,3,NA,NA,10,4,4,NA,NA,NA,NA,NA,NA
1073002303,1116.19104003906,1070023,0,10,107300230310,0,3,NA,NA,10,4,4,NA,NA,NA,NA,NA,NA
1073002304,1037.46240234375,1070023,0,10,107300230401,0,1,73,2,4,1,0,2,2,2,1,1,NA
1073002304,1037.46240234375,1070023,0,10,107300230402,1,4,14,3,4,1,0,1,1,1,1,NA,4
1073002304,1037.46240234375,1070023,0,10,107300230403,0,5,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA
1073002304,1037.46240234375,1070023,0,10,107300230404,0,4,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA
1073002305,1037.46240234375,1070023,0,10,107300230501,1,1,80,1,7,1,0,2,2,2,1,1,NA
1073002305,1037.46240234375,1070023,0,10,107300230502,0,2,72,1,7,1,0,2,2,2,1,1,NA
1073002305,1037.46240234375,1070023,0,10,107300230503,0,4,16,3,7,1,0,1,1,1,1,NA,3
1073002305,1037.46240234375,1070023,0,10,107300230504,1,3,50,2,7,1,0,2,2,2,1,1,NA
1073002305,1037.46240234375,1070023,0,10,107300230505,1,4,15,3,7,1,0,1,1,1,1,NA,3
1073002305,1037.46240234375,1070023,0,10,107300230506,1,4,13,3,7,1,0,1,1,1,1,NA,2
1073002305,1037.46240234375,1070023,0,10,107300230507,0,4,NA,NA,7,1,0,NA,NA,NA,NA,NA,NA
1073002306,1162.26843261719,1070023,0,10,107300230601,1,1,34,1,6,3,2,1,1,1,1,2,NA
1073002306,1162.26843261719,1070023,0,10,107300230602,0,2,23,1,6,3,2,1,1,1,1,2,NA
1073002306,1162.26843261719,1070023,0,10,107300230603,1,3,4,NA,6,3,2,NA,NA,NA,NA,NA,NA
1073002306,1162.26843261719,1070023,0,10,107300230604,1,3,1,NA,6,3,2,NA,NA,NA,NA,NA,NA
1073002306,1162.26843261719,1070023,0,10,107300230605,1,5,14,3,6,3,2,1,1,1,1,NA,6
1073002306,1162.26843261719,1070023,0,10,107300230606,1,5,NA,NA,6,3,2,NA,NA,NA,NA,NA,NA
1073002307,1393.62438964844,1070023,0,10,107300230701,0,1,85,1,4,2,1,1,2,2,2,NA,NA
1073002307,1393.62438964844,1070023,0,10,107300230702,0,4,26,2,4,2,1,1,2,2,1,1,NA
1073002307,1393.62438964844,1070023,0,10,107300230703,1,4,10,3,4,2,1,1,2,2,1,NA,1
1073002307,1393.62438964844,1070023,0,10,107300230704,0,4,1,NA,4,2,1,NA,NA,NA,NA,NA,NA
1073002308,1116.19104003906,1070023,0,10,107300230801,1,1,38,1,10,7,2,1,1,1,1,1,NA
1073002308,1116.19104003906,1070023,0,10,107300230802,0,2,33,1,10,7,2,1,1,1,1,1,NA
1073002308,1116.19104003906,1070023,0,10,107300230803,1,3,11,3,10,7,2,2,2,2,1,NA,2
1073002308,1116.19104003906,1070023,0,10,107300230804,1,3,9,NA,10,7,2,2,2,2,1,NA,2
1073002308,1116.19104003906,1070023,0,10,107300230805,1,3,7,NA,10,7,2,2,2,2,2,NA,NA
1073002308,1116.19104003906,1070023,0,10,107300230806,0,3,6,NA,10,7,2,2,2,2,2,NA,NA
1073002308,1116.19104003906,1070023,0,10,107300230807,1,3,5,NA,10,7,2,2,2,2,2,NA,NA
1073002308,1116.19104003906,1070023,0,10,107300230808,0,3,3,NA,10,7,2,NA,NA,NA,NA,NA,NA
1073002308,1116.19104003906,1070023,0,10,107300230809,1,3,2,NA,10,7,2,NA,NA,NA,NA,NA,NA
1073002308,1116.19104003906,1070023,0,10,107300230810,0,5,NA,NA,10,7,2,NA,NA,NA,NA,NA,NA
1073002309,1216.61474609375,1070023,0,10,107300230901,1,1,41,1,7,3,0,1,1,1,1,3,NA
1073002309,1216.61474609375,1070023,0,10,107300230902,0,2,38,1,7,3,0,1,1,1,1,4,NA
1073002309,1216.61474609375,1070023,0,10,107300230903,1,3,12,3,7,3,0,1,1,1,1,NA,5
1073002309,1216.61474609375,1070023,0,10,107300230904,1,3,8,NA,7,3,0,1,1,1,1,NA,1
1073002309,1216.61474609375,1070023,0,10,107300230905,0,3,5,NA,7,3,0,2,2,2,1,NA,0
1073002309,1216.61474609375,1070023,0,10,107300230906,0,5,17,3,7,3,0,NA,NA,NA,NA,NA,NA
1073002309,1216.61474609375,1070023,0,10,107300230907,1,5,20,3,7,3,0,1,1,1,1,NA,11
1081000201,1435.18603515625,1080002,1,11,108100020101,0,1,30,2,5,4,0,2,2,2,1,1,NA
1081000201,1435.18603515625,1080002,1,11,108100020102,0,5,13,3,5,4,0,1,1,1,1,NA,8
1081000201,1435.18603515625,1080002,1,11,108100020103,1,3,9,NA,5,4,0,1,1,1,1,NA,4
1081000201,1435.18603515625,1080002,1,11,108100020104,0,3,7,NA,5,4,0,1,1,1,1,NA,3
1081000201,1435.18603515625,1080002,1,11,108100020105,0,3,6,NA,5,4,0,1,1,1,1,NA,0
1081000202,2845.16625976563,1080002,1,11,108100020201,1,1,55,1,9,3,1,1,1,1,1,2,NA
1081000202,2845.16625976563,1080002,1,11,108100020202,0,2,47,1,9,3,1,1,1,1,1,1,NA
1081000202,2845.16625976563,1080002,1,11,108100020203,1,3,29,1,9,3,1,1,1,1,1,3,NA
1081000202,2845.16625976563,1080002,1,11,108100020204,0,3,23,2,9,3,1,1,1,1,1,3,NA
1081000202,2845.16625976563,1080002,1,11,108100020205,1,3,17,3,9,3,1,1,1,1,1,NA,13
1081000202,2845.16625976563,1080002,1,11,108100020206,1,3,15,3,9,3,1,1,1,1,1,NA,10
1081000202,2845.16625976563,1080002,1,11,108100020208,1,3,10,3,9,3,1,1,1,1,1,NA,5
1081000202,2845.16625976563,1080002,1,11,108100020209,1,4,8,NA,9,3,1,1,1,1,1,NA,2
1081000202,2845.16625976563,1080002,1,11,108100020210,0,4,2,NA,9,3,1,NA,NA,NA,NA,NA,NA
1081000203,503.935974121094,1080002,1,11,108100020301,1,1,40,1,10,6,2,1,1,1,1,2,NA
1081000203,503.935974121094,1080002,1,11,108100020302,0,2,42,1,10,6,2,1,1,1,1,1,NA
1081000203,503.935974121094,1080002,1,11,108100020303,0,3,20,3,10,6,2,1,1,1,1,NA,9
1081000203,503.935974121094,1080002,1,11,108100020304,1,3,14,3,10,6,2,1,1,1,1,NA,6
1081000203,503.935974121094,1080002,1,11,108100020305,0,5,14,3,10,6,2,1,1,1,1,NA,4
1081000203,503.935974121094,1080002,1,11,108100020306,0,3,8,NA,10,6,2,2,2,2,1,NA,1
1081000203,503.935974121094,1080002,1,11,108100020307,0,5,7,NA,10,6,2,2,2,2,1,NA,0
1081000203,503.935974121094,1080002,1,11,108100020308,1,3,2,NA,10,6,2,NA,NA,NA,NA,NA,NA
1081000203,503.935974121094,1080002,1,11,108100020309,1,4,0,NA,10,6,2,NA,NA,NA,NA,NA,NA
1081000203,503.935974121094,1080002,1,11,108100020310,0,3,17,3,10,6,2,1,1,1,1,1,NA
1081000208,3288.35375976563,1080002,1,11,108100020801,0,1,61,2,2,1,0,NA,NA,NA,1,1,NA
