id_hh,wgt11,comm,urban,regurb
1013000201,1329.5159912109375,10130002,0,10
1013000202,7844.5947265625,10130002,0,10
1013000204,2659.031982421875,10130002,0,10
1013000206,891.62249755859375,10130002,0,10
1013000210,1624.854736328125,10130002,0,10
1013000212,4220.396484375,10130002,0,40
101300021302,2158.22900390625,10130002,0,10
1021000102,407.8887939453125,10210001,1,11
1021000108,976.03643798828125,10210001,1,11
1021000111,478.2242736816406,10210001,1,11
1021000113,265.7405700683594,10210001,1,11
1021000201,1604.7392578125,10210002,1,11
1021000203,5807.35888671875,10210002,1,11
1021000204,7185.04345703125,10210002,1,11
1021000207,774.28118896484375,10210002,1,11
1021000209,NA,10210002,1,11
1021000212,3229.330322265625,10210002,1,11
1021000213,1780.902099609375,10210002,1,11
1021000312,815.8468017578125,10210003,1,11
1021000313,3074.760986328125,10210003,1,11
1021000401,2595.420166015625,10210004,1,11
1021000402,648.85504150390625,10210004,1,11
1021000405,4758.2705078125,10210004,1,11
102100040502,2897.25390625,10210004,1,11
1021000406,2273.435302734375,10210004,1,11
1021000503,654.26025390625,10210005,1,11
1021000504,366.49267578125,10210005,1,11
1021000506,732.9853515625,10210005,1,11
1021000604,802.794677734375,10210006,1,11
1021000607,567.7467041015625,10210006,1,11
1021000608,567.7467041015625,10210006,1,11
1021000610,282.7587585449219,10210006,1,11
1021000612,659.78961181640625,10210006,1,11
1021000701,409.25579833984375,10210007,1,11
1021000702,275.33331298828125,10210007,1,11
1021000703,1311.604736328125,10210007,1,11
1021000705,783.30841064453125,10210007,1,11
1021000710,345.830078125,10210007,1,11
1021000711,942.3280029296875,10210007,1,11
1021000805,1905.7391357421875,10210008,1,11
1021000807,385.77349853515625,10210008,1,11
102100080803,4430.970703125,10210008,1,21
1021000810,694.97216796875,10210008,1,11
1021000811,694.97216796875,10210008,1,11
1021000906,586.1514892578125,10210009,1,11
1021001003,296.56842041015625,10210010,1,11
1021001004,914.13720703125,10210010,1,11
1021001007,595.934814453125,10210010,1,11
1021001011,2829.090087890625,10210010,1,11
1021001102,1617.6790771484375,10210011,1,11
1021001105,1062.71044921875,10210011,1,11
1021001107,282.7587585449219,10210011,1,11
1021001109,599.58990478515625,10210011,1,11
102100110901,300.95245361328125,10210011,1,11
102100110904,661.3204345703125,10210011,1,11
1021001110,548.88128662109375,10210011,1,11
1021001202,1044.24560546875,10210012,1,11
1021001205,473.3856201171875,10210012,1,11
1021001206,645.81085205078125,10210012,1,11
1021001208,322.9054260253906,10210012,1,11
1021001210,322.9054260253906,10210012,1,11
1021001211,1271.6572265625,10210012,1,11
1021001301,1241.1309814453125,10210013,1,11
1021001302,1019.178466796875,10210013,1,11
1021001304,858.74114990234375,10210013,1,11
1021001305,2038.35693359375,10210013,1,11
1021001306,1081.70166015625,10210013,1,11
1021001308,1045.75439453125,10210013,1,11
1021001309,803.26751708984375,10210013,1,11
1021001402,2454.37939453125,10210014,1,11
102100140202,4625.029296875,10210014,1,11
102100140204,4625.029296875,10210014,1,11
1021001403,900.6669921875,10210014,1,11
1021001405,1099.3419189453125,10210014,1,11
1021001406,531.40423583984375,10210014,1,11
1021001407,1281.1744384765625,10210014,1,11
1021001408,450.33349609375,10210014,1,11
1021001501,1092.8397216796875,10210015,1,11
1021001504,937.73687744140625,10210015,1,11
102100150406,2185.679443359375,10210015,1,11
1021001505,483.687744140625,10210015,1,11
1021001507,282.7587585449219,10210015,1,11
1021001512,272.8602600097656,10210015,1,11
1021001609,NA,10210016,1,11
1021001701,586.07830810546875,10210017,1,11
1021001704,300.8902282714844,10210017,1,11
1021001705,623.61114501953125,10210017,1,11
1021001706,366.49267578125,10210017,1,11
1021001709,623.61114501953125,10210017,1,11
1021001710,1291.3355712890625,10210017,1,11
102100171003,1925.0372314453125,10210017,1,11
1021001711,587.56597900390625,10210017,1,11
1021001713,363.3785705566406,10210017,1,11
1021001802,666.53558349609375,10210018,1,11
1021001804,455.36395263671875,10210018,1,11
1021001809,1058.2984619140625,10210018,1,11
1021001810,388.39068603515625,10210018,1,11
1021001902,1639.11376953125,10210019,1,11
1021001907,366.49267578125,10210019,1,11
1021001908,300.95245361328125,10210019,1,11
1021001910,531.48114013671875,10210019,1,11
1021001915,1088.2008056640625,10210019,1,11
1021002003,545.72052001953125,10210020,1,11
1021002007,540.17041015625,10210020,1,11
1021002008,1315.6131591796875,10210020,1,11
1021002010,425.7363586425781,10210020,1,11
1021002011,1080.3408203125,10210020,1,11
1021002013,573.3079833984375,10210020,1,11
1021002103,1020.8360595703125,10210021,1,11
1021002105,1484.1558837890625,10210021,1,11
1021002106,429.2583312988281,10210021,1,11
1021002107,632.39910888671875,10210021,1,11
1021002201,900.59039306640625,10210022,1,11
1021002203,377.6291198730469,10210022,1,11
1021002204,900.59039306640625,10210022,1,11
1021002205,422.00201416015625,10210022,1,11
1021002207,433.3082275390625,10210022,1,11
1021002208,900.59039306640625,10210022,1,11
1021002210,953.4136962890625,10210022,1,11
1021002301,413.2899169921875,10210023,1,11
1021002307,7185.04345703125,10210023,1,11
1021002308,1071.3565673828125,10210023,1,11
1021002309,1657.827880859375,10210023,1,11
1021002312,963.297119140625,10210023,1,11
1021002405,403.2396240234375,10210024,1,11
1021002407,955.8133544921875,10210024,1,11
1021002501,225.36215209960938,10210025,1,11
1021002502,190.35101318359375,10210025,1,11
1021002508,204.3258819580078,10210025,1,11
1021002509,211.73817443847656,10210025,1,11
1021002603,766.9237060546875,10210026,1,11
1021002605,211.73817443847656,10210026,1,11
1021002606,766.9237060546875,10210026,1,11
102100260606,2125.518310546875,10210026,1,11
1021002610,1054.99072265625,10210026,1,11
1021002611,527.495361328125,10210026,1,11
1021002702,522.3558349609375,10210027,1,11
1021002703,198.99444580078125,10210027,1,11
1021002711,556.46087646484375,10210027,1,11
1021002801,664.09130859375,10210028,1,11
1021002802,587.88299560546875,10210028,1,11
1021002804,7185.04345703125,10210028,1,11
1021002805,775.901123046875,10210028,1,11
1021002810,944.87371826171875,10210028,1,11
1021002901,274.4406433105469,10210029,1,11
1021002903,423.4763488769531,10210029,1,11
1021002905,225.36215209960938,10210029,1,11
1021002906,204.3258819580078,10210029,1,11
1021002910,423.4763488769531,10210029,1,11
1021003004,918.14923095703125,10210030,1,11
1021003103,903.385009765625,10210031,1,11
1021003109,1732.8028564453125,10210031,1,11
1021003201,1662.8692626953125,10210032,1,11
1021003203,1840.217041015625,10210032,1,11
1021003205,1733.851318359375,10210032,1,11
1021003309,595.0927734375,10210033,1,11
1021003310,570.73016357421875,10210033,1,11
1021003403,706.21380615234375,10210034,1,11
1021003407,601.9049072265625,10210034,1,11
1021003411,535.08245849609375,10210034,1,11
1021003412,331.7602844238281,10210034,1,11
1021003415,732.9853515625,10210034,1,11
1033000301,411.4604187011719,10330003,0,10
1033000302,337.7063903808594,10330003,0,10
1033000303,764.47149658203125,10330003,0,10
1033000304,2540.333984375,10330003,0,10
103300030403,2237.56591796875,10330003,0,10
1033000307,910.017578125,10330003,0,10
1033000308,388.40972900390625,10330003,0,10
1033000310,737.709716796875,10330003,0,10
1033000504,1299.85546875,10330005,0,10
1033000505,761.513671875,10330005,0,10
1033000506,312.50640869140625,10330005,0,10
1033000507,304.7958068847656,10330005,0,10
1033000509,2169.9638671875,10330005,0,10
1033000510,373.75396728515625,10330005,0,10
1033000511,1053.638671875,10330005,0,10
103300051102,955.2874755859375,10330005,0,10
1041000203,618.34796142578125,10410002,1,11
1041000204,3236.358154296875,10410002,1,11
1041000206,4052.859375,10410002,1,11
1041000207,546.0003662109375,10410002,1,11
