id_hh,id_ind,ind_sex,ind_position,ind_age,ind_marital_status,n_ind_household,n_child_15,n_child_5
1053003303,105300330307,0,4,10,3,11,6,1
1053003303,105300330308,0,4,10,3,11,6,1
1053003303,105300330309,0,4,7,NA,11,6,1
1053003303,105300330310,0,4,4,NA,11,6,1
1053003303,105300330311,1,3,NA,NA,11,6,1
1053003304,105300330401,0,1,50,2,5,2,1
1053003304,105300330402,0,3,19,3,5,2,1
1053003304,105300330403,0,3,20,3,5,2,1
1053003304,105300330404,1,3,12,3,5,2,1
1053003304,105300330405,0,4,1,NA,5,2,1
1053003305,105300330501,0,1,72,2,2,0,0
1053003305,105300330502,0,5,16,3,2,0,0
1053003306,105300330601,0,1,36,2,2,1,1
1053003306,105300330602,1,3,2,NA,2,1,1
1053003307,105300330701,0,1,67,2,6,1,1
1053003307,105300330702,1,4,17,3,6,1,1
105300330702,1053003307020,0,1,28,1,3,2,1
105300330702,10530033070202,0,5,13,3,3,2,1
105300330702,10530033070203,0,3,0,NA,3,2,1
1053003307,105300330703,0,4,3,NA,6,1,1
1053003307,105300330704,0,4,NA,NA,6,1,1
1053003307,105300330705,1,4,NA,NA,6,1,1
1053003307,105300330706,0,3,15,3,6,1,1
1053003309,105300330901,1,1,25,3,6,3,2
1053003309,105300330902,0,5,30,2,6,3,2
1053003309,105300330903,0,5,18,3,6,3,2
1053003309,105300330904,1,5,3,NA,6,3,2
1053003309,105300330905,1,5,1,NA,6,3,2
1053003309,105300330906,1,5,14,3,6,3,2
1053003310,105300331001,1,1,78,2,8,3,0
1053003310,105300331002,1,4,15,3,8,3,0
1053003310,105300331003,0,4,14,3,8,3,0
1053003310,105300331004,0,4,10,3,8,3,0
1053003310,105300331005,0,4,8,NA,8,3,0
1053003310,105300331006,1,3,NA,NA,8,3,0
1053003310,105300331007,1,4,NA,NA,8,3,0
1053003310,105300331008,0,2,NA,NA,8,3,0
1053003312,105300331201,0,1,32,1,5,3,2
1053003312,105300331202,0,3,10,3,5,3,2
105300331202,1053003312020,1,1,22,1,5,2,1
105300331202,10530033120202,0,2,26,1,5,2,1
105300331202,10530033120203,1,3,3,NA,5,2,1
105300331202,10530033120204,0,5,7,NA,5,2,1
105300331202,10530033120205,1,5,NA,NA,5,2,1
1053003312,105300331203,0,3,4,NA,5,3,2
1053003312,105300331204,0,3,0,NA,5,3,2
1053003312,105300331205,0,3,NA,NA,5,3,2
1063000301,106300030101,1,1,39,1,9,4,0
1063000301,106300030102,0,2,NA,NA,9,4,0
1063000301,106300030103,0,3,16,3,9,4,0
1063000301,106300030104,0,3,14,3,9,4,0
1063000301,106300030105,1,3,11,3,9,4,0
1063000301,106300030106,0,3,9,NA,9,4,0
1063000301,106300030107,1,3,6,NA,9,4,0
1063000301,106300030108,1,3,NA,NA,9,4,0
1063000301,106300030109,0,3,NA,NA,9,4,0
1063000302,106300030201,1,1,38,1,7,5,1
1063000302,106300030202,0,2,31,1,7,5,1
1063000302,106300030203,0,3,13,3,7,5,1
1063000302,106300030204,0,3,10,3,7,5,1
1063000302,106300030205,1,3,7,NA,7,5,1
1063000302,106300030206,0,3,5,NA,7,5,1
1063000302,106300030207,0,3,0,NA,7,5,1
1063000304,106300030401,0,1,32,1,10,8,4
1063000304,106300030402,1,2,34,1,10,8,4
1063000304,106300030403,1,3,13,3,10,8,4
1063000304,106300030404,1,3,11,3,10,8,4
1063000304,106300030405,1,3,9,NA,10,8,4
1063000304,106300030406,0,3,6,NA,10,8,4
1063000304,106300030407,0,3,2,NA,10,8,4
1063000304,106300030408,1,3,2,NA,10,8,4
1063000304,106300030409,0,3,0,NA,10,8,4
1063000304,106300030410,0,3,0,NA,10,8,4
1063000305,106300030501,1,1,38,1,11,2,0
1063000305,106300030502,0,2,38,1,11,2,0
1063000305,106300030503,0,3,18,3,11,2,0
1063000305,106300030504,1,3,16,3,11,2,0
1063000305,106300030505,0,3,15,3,11,2,0
106300030505,1063000305050,1,5,20,3,7,2,1
106300030505,10630003050501,0,1,37,2,7,2,1
106300030505,10630003050502,1,3,20,3,7,2,1
106300030505,10630003050503,1,3,19,3,7,2,1
106300030505,10630003050505,1,3,15,3,7,2,1
106300030505,10630003050506,0,3,14,3,7,2,1
106300030505,10630003050507,0,3,2,NA,7,2,1
1063000305,106300030506,1,3,11,3,11,2,0
1063000305,106300030507,1,3,11,3,11,2,0
1063000305,106300030508,0,5,29,2,11,2,0
1063000305,106300030509,1,5,15,3,11,2,0
1063000305,106300030510,0,5,NA,NA,11,2,0
1063000305,106300030511,1,5,NA,NA,11,2,0
106300030511,1063000305110,1,3,6,NA,8,6,3
106300030511,10630003051101,1,1,34,1,8,6,3
106300030511,10630003051102,0,2,22,1,8,6,3
106300030511,10630003051103,1,5,11,3,8,6,3
106300030511,10630003051105,0,5,6,NA,8,6,3
106300030511,10630003051106,0,3,4,NA,8,6,3
106300030511,10630003051107,0,3,2,NA,8,6,3
106300030511,10630003051108,1,3,0,NA,8,6,3
106300030512,1063000305120,0,5,8,NA,7,4,2
106300030512,10630003051201,1,1,70,2,7,4,2
106300030512,10630003051202,0,3,53,2,7,4,2
106300030512,10630003051203,0,4,14,3,7,4,2
106300030512,10630003051205,1,4,3,NA,7,4,2
106300030512,10630003051206,0,4,2,NA,7,4,2
106300030512,10630003051207,0,5,NA,NA,7,4,2
1063000307,106300030701,1,1,27,1,3,1,1
1063000307,106300030702,0,2,28,1,3,1,1
1063000307,106300030703,0,3,3,NA,3,1,1
1063000308,106300030801,1,1,40,1,11,8,1
1063000308,106300030802,0,2,30,1,11,8,1
1063000308,106300030803,1,5,14,3,11,8,1
1063000308,106300030804,0,5,12,3,11,8,1
1063000308,106300030805,1,3,14,3,11,8,1
1063000308,106300030806,1,3,10,3,11,8,1
1063000308,106300030807,0,3,8,NA,11,8,1
1063000308,106300030808,1,3,7,NA,11,8,1
1063000308,106300030809,1,3,5,NA,11,8,1
1063000308,106300030810,0,3,2,NA,11,8,1
1063000308,106300030811,0,3,NA,NA,11,8,1
1063000310,106300031001,1,1,36,1,17,10,5
1063000310,106300031002,0,2,34,1,17,10,5
1063000310,106300031003,1,3,19,3,17,10,5
1063000310,106300031004,1,3,19,3,17,10,5
1063000310,106300031005,0,3,16,3,17,10,5
1063000310,106300031006,0,3,15,3,17,10,5
1063000310,106300031007,1,3,12,3,17,10,5
1063000310,106300031008,1,3,10,3,17,10,5
1063000310,106300031009,0,3,9,NA,17,10,5
1063000310,106300031010,0,3,6,NA,17,10,5
1063000310,106300031011,1,3,4,NA,17,10,5
1063000310,106300031012,0,3,4,NA,17,10,5
1063000310,106300031013,0,3,3,NA,17,10,5
1063000310,106300031014,1,5,NA,NA,17,10,5
1063000310,106300031015,0,3,0,NA,17,10,5
1063000310,106300031016,1,3,2,NA,17,10,5
1063000310,106300031017,1,5,14,3,17,10,5
1063000311,106300031101,0,1,51,2,6,2,1
1063000311,106300031102,0,3,19,2,6,2,1
1063000311,106300031103,1,3,16,3,6,2,1
1063000311,106300031104,1,3,20,3,6,2,1
1063000311,106300031105,1,3,10,3,6,2,1
1063000311,106300031106,0,4,1,NA,6,2,1
1063000502,106300050201,1,1,31,1,7,5,3
1063000502,106300050202,0,2,23,1,7,5,3
1063000502,106300050203,1,3,6,NA,7,5,3
1063000502,106300050204,1,3,5,NA,7,5,3
1063000502,106300050205,1,3,4,NA,7,5,3
1063000502,106300050206,0,3,4,NA,7,5,3
1063000502,106300050207,0,3,2,NA,7,5,3
1063000503,106300050301,0,1,42,1,4,2,0
1063000503,106300050302,1,2,46,1,4,2,0
1063000503,106300050303,0,3,12,3,4,2,0
1063000503,106300050304,1,4,9,NA,4,2,0
1063000504,106300050401,1,1,33,1,3,1,1
1063000504,106300050402,0,2,20,1,3,1,1
1063000504,106300050403,1,3,2,NA,3,1,1
1063000505,106300050501,1,1,49,2,1,0,0
1063000506,106300050601,0,1,80,2,4,3,1
1063000506,106300050602,1,4,12,3,4,3,1
106300050602,1063000506020,0,2,22,1,4,2,2
106300050602,10630005060201,1,1,25,1,4,2,2
106300050602,10630005060203,0,3,3,NA,4,2,2
106300050602,10630005060204,0,3,0,NA,4,2,2
1063000506,106300050603,1,4,6,NA,4,3,1
1063000506,106300050604,1,4,4,NA,4,3,1
106300050604,1063000506040,0,2,19,1,7,4,2
106300050604,10630005060401,1,1,22,1,7,4,2
106300050604,10630005060403,0,3,2,NA,7,4,2
106300050604,10630005060404,0,3,1,NA,7,4,2
106300050604,10630005060405,0,5,5,NA,7,4,2
106300050604,10630005060406,1,5,11,3,7,4,2
106300050604,10630005060407,1,5,NA,NA,7,4,2
1063000508,106300050801,1,1,34,1,6,4,2
1063000508,106300050802,0,2,26,1,6,4,2
1063000508,106300050803,0,3,5,NA,6,4,2
1063000508,106300050804,1,3,3,NA,6,4,2
1063000508,106300050805,1,3,1,NA,6,4,2
1063000508,106300050806,0,5,13,3,6,4,2
1063000509,106300050901,1,1,74,1,5,3,1
1063000509,106300050902,0,2,44,1,5,3,1
1063000509,106300050903,0,4,11,3,5,3,1
1063000509,106300050904,1,4,6,NA,5,3,1
1063000509,106300050905,0,4,4,NA,5,3,1
1063000510,106300051001,1,1,42,1,5,2,0
1063000510,106300051002,0,2,41,1,5,2,0
1063000510,106300051003,1,3,13,3,5,2,0
106300051003,1063000510030,1,1,22,1,3,1,1
106300051003,10630005100302,0,2,19,1,3,1,1
106300051003,10630005100303,1,3,0,NA,3,1,1
1063000510,106300051004,0,3,NA,NA,5,2,0
106300051004,1063000510040,0,3,15,3,8,2,0
106300051004,10630005100401,1,1,65,1,8,2,0
106300051004,10630005100402,0,2,45,1,8,2,0
106300051004,10630005100403,1,3,35,3,8,2,0
106300051004,10630005100404,1,3,30,3,8,2,0
106300051004,10630005100405,1,3,18,3,8,2,0
106300051004,10630005100407,0,3,13,3,8,2,0
106300051004,10630005100408,1,3,10,3,8,2,0
1063000510,106300051005,0,3,9,NA,5,2,0
106300051007,1063000510070,0,3,9,NA,5,2,1
106300051007,10630005100701,1,1,38,1,5,2,1
106300051007,10630005100702,0,2,21,1,5,2,1
106300051007,10630005100704,1,3,NA,NA,5,2,1
106300051007,10630005100705,1,3,1,NA,5,2,1
106300051008,1063000510080,0,4,9,NA,8,7,1
106300051008,10630005100801,0,1,70,2,8,7,1
106300051008,10630005100802,0,5,14,3,8,7,1
106300051008,10630005100803,1,5,12,3,8,7,1
106300051008,10630005100804,1,4,10,3,8,7,1
106300051008,10630005100807,0,4,5,NA,8,7,1
106300051008,10630005100808,0,4,3,NA,8,7,1
106300051008,1063000510090,1,4,6,NA,8,7,1
1063000511,106300051101,0,1,50,2,9,3,1
1063000511,106300051102,1,3,NA,NA,9,3,1
1063000511,106300051103,1,3,18,3,9,3,1
1063000511,106300051104,1,3,11,3,9,3,1
1063000511,106300051105,0,3,5,NA,9,3,1
1063000511,106300051106,0,5,NA,NA,9,3,1
1063000511,106300051107,1,4,NA,NA,9,3,1
1063000511,106300051108,0,4,NA,NA,9,3,1
1063000511,106300051109,0,4,3,NA,9,3,1
1063000701,106300070101,0,1,43,2,4,2,0
1063000701,106300070102,0,3,15,3,4,2,0
1063000701,106300070103,1,3,8,NA,4,2,0
1063000701,106300070104,1,5,10,3,4,2,0
1063000702,106300070201,0,1,44,2,6,4,1
1063000702,106300070202,1,3,21,3,6,4,1
1063000702,106300070203,1,3,9,NA,6,4,1
1063000702,106300070204,0,4,4,NA,6,4,1
1063000702,106300070205,0,4,8,NA,6,4,1
1063000702,106300070206,1,4,11,3,6,4,1
1063000703,106300070301,0,1,72,2,10,5,0
1063000703,106300070302,1,3,37,3,10,5,0
1063000703,106300070303,1,3,29,3,10,5,0
1063000703,106300070304,1,4,13,3,10,5,0
1063000703,106300070305,1,4,12,3,10,5,0
1063000703,106300070306,0,4,10,3,10,5,0
1063000703,106300070307,1,4,9,NA,10,5,0
1063000703,106300070308,0,4,5,NA,10,5,0
1063000703,106300070309,1,4,NA,NA,10,5,0
1063000703,106300070310,1,4,NA,NA,10,5,0
1063000704,106300070401,1,1,46,1,7,1,0
1063000704,106300070402,0,2,44,1,7,1,0
1063000704,106300070403,0,3,21,3,7,1,0
1063000704,106300070404,0,3,18,3,7,1,0
1063000704,106300070405,0,3,19,3,7,1,0
1063000704,106300070406,0,3,9,NA,7,1,0
1063000704,106300070407,1,5,15,3,7,1,0
1063000705,106300070501,0,1,57,2,4,0,0
1063000705,106300070502,0,5,NA,NA,4,0,0
1063000705,106300070503,1,5,NA,NA,4,0,0
1063000705,106300070504,0,5,NA,NA,4,0,0
1063000706,106300070601,1,1,33,1,5,3,1
1063000706,106300070602,0,2,26,1,5,3,1
1063000706,106300070603,1,3,9,NA,5,3,1
1063000706,106300070604,0,3,7,NA,5,3,1
1063000706,106300070605,0,3,2,NA,5,3,1
1063000707,106300070701,0,1,72,2,20,12,2
1063000707,106300070702,0,3,56,2,20,12,2
1063000707,106300070703,0,3,50,2,20,12,2
1063000707,106300070704,1,3,46,2,20,12,2
1063000707,106300070705,0,3,34,3,20,12,2
1063000707,106300070706,0,3,NA,NA,20,12,2
1063000707,106300070707,0,4,NA,NA,20,12,2
1063000707,106300070708,1,4,13,3,20,12,2
1063000707,106300070709,1,4,10,3,20,12,2
1063000707,106300070710,0,4,11,3,20,12,2
1063000707,106300070711,0,4,11,3,20,12,2
1063000707,106300070712,0,4,8,NA,20,12,2
1063000707,106300070713,0,4,9,NA,20,12,2
1063000707,106300070714,0,4,8,NA,20,12,2
1063000707,106300070715,1,4,8,NA,20,12,2
1063000707,106300070716,0,4,8,NA,20,12,2
1063000707,106300070717,1,4,6,NA,20,12,2
1063000707,106300070718,0,4,3,NA,20,12,2
1063000707,106300070719,0,3,NA,NA,20,12,2
1063000707,106300070720,1,4,2,NA,20,12,2
1063000709,106300070901,0,1,58,2,3,2,0
1063000709,106300070902,1,3,14,3,3,2,0
1063000709,106300070903,0,4,7,NA,3,2,0
1063000710,106300071001,1,1,48,1,9,7,3
1063000710,106300071002,0,2,31,1,9,7,3
1063000710,106300071003,1,3,12,3,9,7,3
1063000710,106300071004,1,3,9,NA,9,7,3
1063000710,106300071005,1,3,8,NA,9,7,3
1063000710,106300071006,0,3,5,NA,9,7,3
1063000710,106300071007,1,3,2,NA,9,7,3
1063000710,106300071008,0,3,0,NA,9,7,3
1063000710,106300071009,0,3,0,NA,9,7,3
1063000711,106300071101,0,1,42,2,9,6,3
1063000711,106300071102,0,3,15,3,9,6,3
1063000711,106300071103,1,3,10,3,9,6,3
1063000711,106300071104,1,3,6,NA,9,6,3
1063000711,106300071105,0,3,4,NA,9,6,3
1063000711,106300071106,1,3,2,NA,9,6,3
1063000711,106300071107,0,5,84,2,9,6,3
1063000711,106300071108,0,5,6,NA,9,6,3
1063000711,106300071109,0,5,4,NA,9,6,3
1063000902,106300090201,1,1,65,1,5,1,0
1063000902,106300090202,0,2,40,1,5,1,0
1063000902,106300090203,1,4,17,3,5,1,0
1063000902,106300090204,1,3,7,NA,5,1,0
1063000902,106300090205,1,3,NA,NA,5,1,0
1063000903,106300090301,0,1,70,2,2,0,0
1063000903,106300090302,0,5,90,2,2,0,0
1063000905,106300090501,1,1,35,1,9,5,2
1063000905,106300090502,0,2,28,1,9,5,2
1063000905,106300090503,1,3,11,3,9,5,2
1063000905,106300090504,0,3,10,3,9,5,2
1063000905,106300090505,0,3,7,NA,9,5,2
1063000905,106300090506,1,3,4,NA,9,5,2
1063000905,106300090507,0,3,2,NA,9,5,2
1063000905,106300090508,1,5,27,3,9,5,2
1063000905,106300090509,0,5,20,3,9,5,2
1063000907,106300090701,1,1,55,1,6,1,0
1063000907,106300090702,0,2,50,1,6,1,0
1063000907,106300090703,0,4,6,NA,6,1,0
1063000907,106300090704,0,4,NA,NA,6,1,0
1063000907,106300090705,1,4,NA,NA,6,1,0
1063000907,106300090706,0,3,NA,NA,6,1,0
1063000908,106300090801,1,1,47,1,10,7,2
1063000908,106300090802,0,2,44,1,10,7,2
1063000908,106300090803,1,3,17,3,10,7,2
1063000908,106300090804,1,3,13,3,10,7,2
1063000908,106300090805,0,3,13,3,10,7,2
1063000908,106300090806,0,3,10,3,10,7,2
1063000908,106300090807,1,3,9,NA,10,7,2
1063000908,106300090808,1,3,7,NA,10,7,2
1063000908,106300090809,1,3,4,NA,10,7,2
1063000908,106300090810,1,3,2,NA,10,7,2
1063000909,106300090901,1,1,36,1,7,4,1
1063000909,106300090902,0,2,34,1,7,4,1
1063000909,106300090903,1,3,16,3,7,4,1
1063000909,106300090904,0,3,10,3,7,4,1
1063000909,106300090905,0,3,7,NA,7,4,1
1063000909,106300090906,0,3,5,NA,7,4,1
1063000909,106300090907,1,3,2,NA,7,4,1
1063000910,106300091001,1,1,52,2,5,1,0
1063000910,106300091002,1,3,22,3,5,1,0
1063000910,106300091003,1,3,17,3,5,1,0
1063000910,106300091004,0,3,12,3,5,1,0
1063000910,106300091005,1,3,31,1,5,1,0
1063000912,106300091201,0,1,47,2,3,2,0
1063000912,106300091202,1,3,14,3,3,2,0
1063000912,106300091203,1,3,9,NA,3,2,0
1071000101,107100010101,1,1,29,1,4,2,2
1071000101,107100010102,0,2,29,1,4,2,2
1071000101,107100010103,0,3,4,NA,4,2,2
1071000101,107100010104,1,3,1,NA,4,2,2
1071000102,107100010201,1,1,42,1,6,4,2
1071000102,107100010202,0,2,29,1,6,4,2
1071000102,107100010203,1,3,10,3,6,4,2
1071000102,107100010204,0,3,6,NA,6,4,2
1071000102,107100010205,1,3,4,NA,6,4,2
1071000102,107100010206,0,3,2,NA,6,4,2
1071000103,107100010301,1,1,29,3,2,0,0
1071000103,107100010302,1,5,25,3,2,0,0
1071000104,107100010401,1,1,42,1,3,1,0
1071000104,107100010402,0,2,29,1,3,1,0
1071000104,107100010403,0,3,5,NA,3,1,0
1071000106,107100010601,1,1,40,1,16,10,3
1071000106,107100010602,0,2,30,1,16,10,3
1071000106,107100010603,0,3,11,3,16,10,3
1071000106,107100010604,1,3,9,NA,16,10,3
1071000106,107100010605,1,3,6,NA,16,10,3
1071000106,107100010606,0,3,4,NA,16,10,3
1071000106,107100010607,1,3,3,NA,16,10,3
1071000106,107100010608,0,3,1,NA,16,10,3
107100010608,1071000106080,0,3,14,3,3,2,1
107100010608,10710001060801,0,1,45,2,3,2,1
107100010608,10710001060803,1,4,1,NA,3,2,1
1071000106,107100010609,1,4,12,3,16,10,3
1071000106,107100010610,0,5,7,NA,16,10,3
1071000106,107100010611,0,5,6,NA,16,10,3
1071000106,107100010612,1,5,6,NA,16,10,3
1071000106,107100010613,0,5,16,3,16,10,3
1071000106,107100010614,1,5,NA,NA,16,10,3
1071000106,107100010615,0,5,NA,NA,16,10,3
1071000106,107100010616,0,5,NA,NA,16,10,3
1071000109,107100010901,1,1,40,1,13,3,0
1071000109,107100010902,1,3,21,3,13,3,0
1071000109,107100010903,1,3,21,3,13,3,0
1071000109,107100010904,1,5,20,3,13,3,0
1071000109,107100010905,0,3,18,3,13,3,0
1071000109,107100010906,1,3,17,3,13,3,0
1071000109,107100010907,1,3,16,3,13,3,0
1071000109,107100010908,1,3,15,3,13,3,0
1071000109,107100010909,1,3,13,3,13,3,0
1071000109,107100010910,1,3,12,3,13,3,0
1071000109,107100010911,0,3,9,NA,13,3,0
1071000109,107100010912,0,2,NA,NA,13,3,0
1071000109,107100010913,0,3,NA,NA,13,3,0
1071000110,107100011001,0,1,56,2,5,0,0
1071000110,107100011002,1,3,19,3,5,0,0
1071000110,107100011003,0,4,17,3,5,0,0
1071000110,107100011004,0,4,NA,NA,5,0,0
1071000110,107100011005,0,3,NA,NA,5,0,0
1071000111,107100011101,1,1,32,1,3,1,1
1071000111,107100011102,0,2,22,1,3,1,1
1071000111,107100011103,1,3,0,NA,3,1,1
1071000201,107100020101,1,1,32,1,7,4,1
1071000201,107100020102,0,2,33,1,7,4,1
1071000201,107100020103,1,3,13,3,7,4,1
1071000201,107100020104,1,3,8,NA,7,4,1
1071000201,107100020105,1,3,5,NA,7,4,1
1071000201,107100020106,0,3,3,NA,7,4,1
1071000201,107100020107,1,5,20,3,7,4,1
1071000205,107100020501,1,1,45,1,6,1,1
1071000205,107100020502,0,2,40,1,6,1,1
1071000205,107100020503,1,3,20,3,6,1,1
1071000205,107100020504,1,3,19,3,6,1,1
1071000205,107100020505,0,3,17,3,6,1,1
1071000205,107100020506,0,3,2,NA,6,1,1
1071000206,107100020601,1,1,38,1,7,4,2
1071000206,107100020602,0,2,32,1,7,4,2
1071000206,107100020603,0,3,11,3,7,4,2
1071000206,107100020604,0,3,8,NA,7,4,2
1071000206,107100020605,1,3,4,NA,7,4,2
1071000206,107100020606,1,5,NA,NA,7,4,2
1071000206,107100020607,1,3,0,NA,7,4,2
1071000207,107100020701,1,1,40,1,5,3,3
1071000207,107100020702,0,2,22,1,5,3,3
1071000207,107100020703,0,3,3,NA,5,3,3
1071000207,107100020704,1,3,2,NA,5,3,3
1071000207,107100020705,1,3,0,NA,5,3,3
1071000208,107100020801,1,1,41,1,6,3,0
1071000208,107100020802,0,2,30,1,6,3,0
1071000208,107100020803,1,3,8,NA,6,3,0
1071000208,107100020804,0,3,13,3,6,3,0
1071000208,107100020805,0,3,10,3,6,3,0
1071000208,107100020806,1,3,18,3,6,3,0
1071000209,107100020901,1,1,40,1,11,4,2
1071000209,107100020902,0,2,33,1,11,4,2
1071000209,107100020903,0,3,17,3,11,4,2
1071000209,107100020904,1,3,11,3,11,4,2
1071000209,107100020905,1,3,5,NA,11,4,2
1071000209,107100020906,0,3,3,NA,11,4,2
1071000209,107100020907,1,3,1,NA,11,4,2
1071000209,107100020908,0,5,22,3,11,4,2
1071000209,107100020909,0,5,20,3,11,4,2
1071000209,107100020910,1,3,19,3,11,4,2
1071000209,107100020911,0,5,18,3,11,4,2
1071000210,107100021001,1,1,37,1,5,2,1
1071000210,107100021002,0,2,42,1,5,2,1
1071000210,107100021003,1,3,16,3,5,2,1
1071000210,107100021004,0,3,14,3,5,2,1
1071000210,107100021005,1,5,4,NA,5,2,1
1073000801,107300080101,1,1,90,1,5,2,0
1073000801,107300080102,0,2,72,1,5,2,0
1073000801,107300080103,1,4,15,3,5,2,0
1073000801,107300080104,1,4,13,3,5,2,0
1073000801,107300080105,0,4,10,3,5,2,0
1073000803,107300080301,0,1,30,2,4,3,1
1073000803,107300080302,0,3,10,3,4,3,1
1073000803,107300080303,0,3,6,NA,4,3,1
1073000803,107300080304,0,3,3,NA,4,3,1
1073000807,107300080701,1,1,35,1,5,2,2
1073000807,107300080702,0,2,24,1,5,2,2
1073000807,107300080703,0,3,2,NA,5,2,2
1073000807,107300080704,0,3,2,NA,5,2,2
1073000807,107300080705,0,5,NA,NA,5,2,2
1073000808,107300080801,1,1,29,1,7,5,4
1073000808,107300080802,0,2,27,1,7,5,4
1073000808,107300080803,1,3,10,3,7,5,4
1073000808,107300080804,1,3,4,NA,7,5,4
1073000808,107300080805,1,3,3,NA,7,5,4
1073000808,107300080806,1,3,3,NA,7,5,4
1073000808,107300080807,1,3,1,NA,7,5,4
1073000809,107300080901,1,1,87,2,1,0,0
1073001201,107300120101,0,1,36,1,4,2,1
1073001201,107300120102,1,2,46,1,4,2,1
1073001201,107300120103,1,3,13,3,4,2,1
1073001201,107300120104,0,3,4,NA,4,2,1
1073001202,107300120201,1,1,33,2,1,0,0
1073001203,107300120301,0,1,38,2,1,0,0
107300120302,1073001203020,0,4,9,NA,9,5,2
107300120302,10730012030201,0,1,69,2,9,5,2
107300120302,10730012030202,0,3,30,2,9,5,2
107300120302,10730012030203,0,4,20,3,9,5,2
107300120302,10730012030204,1,4,9,NA,9,5,2
107300120302,10730012030207,0,3,24,2,9,5,2
107300120302,10730012030208,1,4,2,NA,9,5,2
107300120302,10730012030209,0,4,0,NA,9,5,2
107300120302,1073001203030,1,4,7,NA,9,5,2
1073001205,107300120501,0,1,45,2,5,2,1
1073001205,107300120502,0,3,20,2,5,2,1
1073001205,107300120503,1,4,4,NA,5,2,1
1073001205,107300120504,1,4,6,NA,5,2,1
1073001205,107300120505,1,5,42,2,5,2,1
1073001206,107300120601,1,1,28,2,3,2,0
1073001206,107300120602,1,3,9,NA,3,2,0
1073001206,107300120603,0,3,7,NA,3,2,0
1073001207,107300120701,0,1,28,1,7,4,1
1073001207,107300120702,1,5,21,3,7,4,1
1073001207,107300120703,0,3,11,3,7,4,1
1073001207,107300120704,0,3,9,NA,7,4,1
1073001207,107300120705,1,3,6,NA,7,4,1
1073001207,107300120706,1,3,1,NA,7,4,1
1073001207,107300120707,1,2,51,1,7,4,1
1073001209,107300120901,0,1,29,2,6,3,0
1073001209,107300120902,0,3,13,3,6,3,0
1073001209,107300120903,0,3,11,3,6,3,0
1073001209,107300120904,1,3,6,NA,6,3,0
1073001209,107300120905,1,5,NA,NA,6,3,0
1073001209,107300120906,1,2,NA,NA,6,3,0
1073001210,107300121001,1,1,67,1,11,7,1
1073001210,107300121002,0,2,32,1,11,7,1
1073001210,107300121003,1,3,14,3,11,7,1
107300121003,1073001210030,1,1,28,1,3,1,1
107300121003,10730012100302,0,2,21,1,3,1,1
107300121003,10730012100303,0,3,0,NA,3,1,1
1073001210,107300121004,1,5,16,3,11,7,1
107300121004,1073001210040,1,1,22,3,1,0,0
1073001210,107300121005,0,5,10,3,11,7,1
1073001210,107300121006,0,5,9,NA,11,7,1
1073001210,107300121007,1,3,8,NA,11,7,1
1073001210,107300121008,1,3,6,NA,11,7,1
1073001210,107300121009,1,3,4,NA,11,7,1
1073001210,107300121010,1,3,15,3,11,7,1
1073001210,107300121011,1,4,8,NA,11,7,1
1073001601,107300160101,1,1,30,3,1,0,0
1073001602,107300160201,1,1,50,1,1,0,0
1073001603,107300160301,0,1,70,2,1,0,0
1073001604,107300160401,1,1,32,1,4,2,0
1073001604,107300160402,0,2,22,1,4,2,0
1073001604,107300160403,1,3,8,NA,4,2,0
1073001604,107300160404,0,5,6,NA,4,2,0
1073001605,107300160501,1,1,65,1,8,3,0
1073001605,107300160502,0,2,39,1,8,3,0
1073001605,107300160503,0,3,19,3,8,3,0
1073001605,107300160504,1,3,17,3,8,3,0
1073001605,107300160505,1,3,13,3,8,3,0
1073001605,107300160506,0,3,10,3,8,3,0
1073001605,107300160507,0,3,6,NA,8,3,0
1073001605,107300160508,0,4,NA,NA,8,3,0
1073001606,107300160601,1,1,26,1,4,1,1
1073001606,107300160602,0,2,22,1,4,1,1
1073001606,107300160603,1,3,1,NA,4,1,1
1073001606,107300160604,0,3,NA,NA,4,1,1
1073001608,107300160801,0,1,37,1,6,3,0
1073001608,107300160802,1,2,39,1,6,3,0
1073001608,107300160803,1,3,NA,NA,6,3,0
1073001608,107300160804,0,3,14,3,6,3,0
1073001608,107300160805,1,3,11,3,6,3,0
1073001608,107300160806,1,5,6,NA,6,3,0
1073001609,107300160901,1,1,27,1,9,7,3
1073001609,107300160902,0,2,26,1,9,7,3
1073001609,107300160903,1,3,10,3,9,7,3
1073001609,107300160904,1,3,9,NA,9,7,3
1073001609,107300160905,0,3,7,NA,9,7,3
1073001609,107300160906,0,3,5,NA,9,7,3
1073001609,107300160907,0,3,3,NA,9,7,3
1073001609,107300160908,1,3,2,NA,9,7,3
1073001609,107300160909,1,3,0,NA,9,7,3
1073001610,107300161001,1,1,45,1,2,0,0
1073001610,107300161002,0,2,18,1,2,0,0
107300161002,1073001610020,0,5,43,2,11,4,1
107300161002,10730016100201,1,1,30,3,11,4,1
107300161002,10730016100203,1,5,36,2,11,4,1
107300161002,10730016100204,1,5,33,2,11,4,1
107300161002,10730016100205,0,5,17,3,11,4,1
107300161002,10730016100206,1,5,15,3,11,4,1
107300161002,10730016100207,0,5,19,3,11,4,1
107300161002,10730016100208,0,5,11,3,11,4,1
