id_hh,id_ind,ind_sex,ind_position,ind_age,ind_marital_status,n_ind_household,n_child_15,n_child_5
1083002708,108300270805,0,5,15,3,8,3,0
1083002708,108300270806,1,5,13,3,8,3,0
1083002708,108300270802,0,1,47,2,8,3,0
1083002708,108300270808,0,5,17,3,8,3,0
1083002709,108300270906,0,5,12,3,11,4,1
1083002709,108300270902,0,2,65,1,11,4,1
1083002709,108300270909,0,4,5,3,11,4,1
1083002709,108300270901,1,1,69,1,11,4,1
1083002709,108300270904,1,4,19,3,11,4,1
1083002709,108300270905,0,3,18,3,11,4,1
1083002709,108300270903,0,3,NA,NA,11,4,1
1083002709,108300270907,0,4,9,3,11,4,1
1083002709,108300270908,0,4,NA,NA,11,4,1
1083002709,108300270911,0,4,NA,NA,11,4,1
1083002709,108300270910,1,4,3,3,11,4,1
108300270903,10830027090302,0,2,38,1,5,2,1
108300270903,10830027090304,0,3,6,3,5,2,1
108300270903,10830027090305,1,3,0,3,5,2,1
108300270903,1083002709030,0,3,19,3,5,2,1
108300270903,10830027090301,1,1,40,1,5,2,1
1083002710,108300271008,0,5,16,3,8,3,0
1083002710,108300271007,0,4,6,3,8,3,0
1083002710,108300271002,0,5,15,3,8,3,0
1083002710,108300271005,1,4,12,3,8,3,0
1083002710,108300271004,0,3,NA,NA,8,3,0
1083002710,108300271003,0,3,NA,NA,8,3,0
1083002710,108300271006,1,4,10,3,8,3,0
1083002710,108300271001,0,1,75,2,8,3,0
1083003002,108300300213,1,4,8,3,15,9,2
1083003002,108300300205,0,3,18,NA,15,9,2
1083003002,108300300203,0,3,NA,NA,15,9,2
1083003002,108300300210,0,5,10,3,15,9,2
1083003002,108300300206,1,3,15,3,15,9,2
1083003002,108300300207,0,4,12,3,15,9,2
1083003002,108300300204,1,3,23,NA,15,9,2
1083003002,108300300201,1,1,51,1,15,9,2
1083003002,108300300211,1,4,7,3,15,9,2
1083003002,108300300209,1,4,11,3,15,9,2
1083003002,108300300208,1,3,12,3,15,9,2
1083003002,108300300212,0,4,9,3,15,9,2
1083003002,108300300215,0,4,4,3,15,9,2
1083003002,108300300202,0,2,44,1,15,9,2
1083003002,108300300214,1,4,4,3,15,9,2
1083003006,108300300608,0,3,NA,NA,9,4,0
1083003006,108300300601,1,1,48,1,9,4,0
1083003006,108300300604,1,3,14,3,9,4,0
1083003006,108300300609,1,4,NA,NA,9,4,0
1083003006,108300300603,0,3,18,3,9,4,0
1083003006,108300300602,0,2,29,1,9,4,0
1083003006,108300300606,1,3,11,3,9,4,0
1083003006,108300300605,0,3,13,3,9,4,0
1083003006,108300300607,0,3,10,3,9,4,0
1083003007,108300300703,1,3,13,3,6,3,0
1083003007,108300300705,0,3,12,3,6,3,0
1083003007,108300300706,0,5,NA,NA,6,3,0
1083003007,108300300704,1,5,14,NA,6,3,0
1083003007,108300300702,0,1,40,1,6,3,0
1083003007,108300300701,1,2,35,1,6,3,0
1083003008,108300300801,1,1,37,1,6,4,1
1083003008,108300300804,1,3,7,3,6,4,1
1083003008,108300300805,0,3,5,3,6,4,1
1083003008,108300300802,0,2,26,1,6,4,1
1083003008,108300300803,0,3,9,3,6,4,1
1083003008,108300300806,1,3,3,3,6,4,1
1083003009,108300300907,0,4,NA,NA,11,4,3
1083003009,108300300901,1,1,71,1,11,4,3
1083003009,108300300902,0,2,46,NA,11,4,3
1083003009,108300300905,1,4,6,NA,11,4,3
1083003009,108300300909,0,2,25,1,11,4,3
1083003009,108300300911,0,3,1,3,11,4,3
1083003009,108300300904,0,4,19,NA,11,4,3
1083003009,108300300906,1,5,NA,NA,11,4,3
1083003009,108300300910,1,3,3,3,11,4,3
1083003009,108300300908,1,4,NA,NA,11,4,3
1083003009,108300300903,1,3,3,NA,11,4,3
1083003010,108300301007,0,4,13,3,8,2,0
1083003010,108300301008,0,5,11,3,8,2,0
1083003010,108300301006,0,4,15,3,8,2,0
1083003010,108300301005,0,3,19,3,8,2,0
1083003010,108300301004,0,3,21,3,8,2,0
1083003010,108300301003,0,3,25,3,8,2,0
1083003010,108300301001,1,2,70,NA,8,2,0
1083003010,108300301002,0,1,46,2,8,2,0
1083003302,108300330203,1,4,NA,NA,8,2,0
1083003302,108300330209,1,4,NA,NA,8,2,0
1083003302,108300330206,1,4,11,3,8,2,0
1083003302,108300330204,1,4,13,3,8,2,0
1083003302,108300330207,0,4,NA,NA,8,2,0
1083003302,108300330202,0,2,55,1,8,2,0
1083003302,108300330201,1,1,60,1,8,2,0
1083003302,108300330208,0,4,NA,NA,8,2,0
1083003303,108300330303,0,3,24,3,10,5,1
1083003303,108300330308,1,4,8,NA,10,5,1
1083003303,108300330302,1,3,30,3,10,5,1
1083003303,108300330304,1,3,19,3,10,5,1
1083003303,108300330307,1,4,14,3,10,5,1
1083003303,108300330310,1,4,14,3,10,5,1
1083003303,108300330306,1,5,61,3,10,5,1
1083003303,108300330305,0,3,14,3,10,5,1
1083003303,108300330301,0,1,51,2,10,5,1
1083003303,108300330309,1,4,1,NA,10,5,1
1083003306,108300330608,1,3,7,3,11,5,2
1083003306,108300330604,0,3,20,3,11,5,2
1083003306,108300330602,0,2,46,1,11,5,2
1083003306,108300330601,1,1,64,1,11,5,2
1083003306,108300330603,1,3,21,3,11,5,2
1083003306,108300330606,1,3,15,3,11,5,2
1083003306,108300330605,1,3,16,3,11,5,2
1083003306,108300330611,1,4,14,3,11,5,2
1083003306,108300330609,0,3,4,3,11,5,2
1083003306,108300330607,1,3,10,3,11,5,2
1083003306,108300330610,0,4,2,3,11,5,2
1083003307,108300330705,0,5,15,3,5,2,2
1083003307,108300330701,1,1,37,1,5,2,2
1083003307,108300330703,0,3,4,3,5,2,2
1083003307,108300330702,0,2,24,1,5,2,2
1083003307,108300330704,1,3,2,3,5,2,2
1083003308,108300330807,0,4,NA,NA,29,11,3
1083003308,108300330814,0,4,12,3,29,11,3
1083003308,108300330808,1,4,22,3,29,11,3
1083003308,108300330825,0,5,42,1,29,11,3
1083003308,108300330803,1,3,53,2,29,11,3
1083003308,108300330818,1,4,8,NA,29,11,3
1083003308,108300330809,1,4,21,3,29,11,3
1083003308,108300330826,0,3,27,2,29,11,3
1083003308,108300330815,1,4,12,3,29,11,3
1083003308,108300330823,0,4,1,NA,29,11,3
1083003308,108300330820,0,4,NA,NA,29,11,3
1083003308,108300330821,0,4,3,NA,29,11,3
1083003308,108300330817,1,4,10,3,29,11,3
1083003308,108300330812,0,4,15,3,29,11,3
1083003308,108300330824,0,4,NA,NA,29,11,3
1083003308,108300330829,0,4,11,3,29,11,3
1083003308,108300330806,1,4,NA,NA,29,11,3
1083003308,108300330811,1,4,16,3,29,11,3
1083003308,108300330819,0,4,7,NA,29,11,3
1083003308,108300330822,0,4,2,NA,29,11,3
1083003308,108300330827,0,5,27,1,29,11,3
1083003308,108300330813,1,4,12,3,29,11,3
1083003308,108300330828,0,5,NA,NA,29,11,3
1083003308,108300330810,1,4,18,3,29,11,3
1083003308,108300330805,1,3,40,1,29,11,3
1083003308,108300330801,1,1,83,2,29,11,3
1083003308,108300330816,0,4,8,NA,29,11,3
1083003308,108300330802,0,5,76,2,29,11,3
1083003308,108300330804,1,3,47,1,29,11,3
108300330801,10830033080102,0,5,10,3,3,1,0
108300330801,10830033080103,0,2,19,1,3,1,0
108300330801,1083003308020,1,1,25,3,3,1,0
1083003309,108300330910,0,4,22,2,11,3,0
1083003309,108300330902,0,2,59,1,11,3,0
1083003309,108300330908,0,4,6,3,11,3,0
1083003309,108300330906,1,5,23,3,11,3,0
1083003309,108300330904,0,3,21,2,11,3,0
1083003309,108300330905,0,4,14,2,11,3,0
1083003309,108300330907,0,5,40,1,11,3,0
1083003309,108300330909,1,5,NA,NA,11,3,0
1083003309,108300330901,1,1,68,1,11,3,0
1083003309,108300330903,1,3,19,2,11,3,0
1083003309,108300330911,0,4,5,3,11,3,0
1083003310,108300331011,1,3,NA,NA,15,4,2
1083003310,108300331002,0,2,40,1,15,4,2
1083003310,108300331007,1,3,7,3,15,4,2
1083003310,108300331005,0,3,17,3,15,4,2
1083003310,108300331014,1,5,19,3,15,4,2
1083003310,108300331006,1,3,15,3,15,4,2
1083003310,108300331008,0,2,NA,NA,15,4,2
1083003310,108300331010,1,3,NA,NA,15,4,2
1083003310,108300331017,0,3,19,3,15,4,2
1083003310,108300331001,1,1,75,1,15,4,2
1083003310,108300331015,0,3,21,2,15,4,2
1083003310,108300331013,0,5,13,3,15,4,2
1083003310,108300331009,0,3,NA,NA,15,4,2
1083003310,108300331012,0,4,1,3,15,4,2
1083003310,108300331016,0,4,2,3,15,4,2
1083003312,108300331201,0,1,51,2,10,6,2
1083003312,108300331208,1,3,6,3,10,6,2
1083003312,108300331205,1,3,14,3,10,6,2
1083003312,108300331202,1,3,26,1,10,6,2
1083003312,108300331203,0,3,21,2,10,6,2
1083003312,108300331206,1,3,11,3,10,6,2
1083003312,108300331207,1,3,7,3,10,6,2
1083003312,108300331209,0,3,3,3,10,6,2
1083003312,108300331204,1,3,15,3,10,6,2
1083003312,108300331210,0,4,0,3,10,6,2
1093000401,109300040104,1,3,24,3,11,5,2
1093000401,109300040107,1,3,7,3,11,5,2
1093000401,109300040103,1,3,26,1,11,5,2
1093000401,109300040110,1,4,1,NA,11,5,2
1093000401,109300040108,0,4,6,3,11,5,2
1093000401,109300040106,0,3,13,3,11,5,2
1093000401,109300040105,0,5,21,1,11,5,2
1093000401,109300040101,1,1,55,1,11,5,2
1093000401,109300040102,0,2,45,1,11,5,2
1093000401,109300040109,1,4,4,3,11,5,2
1093000401,109300040111,0,3,20,3,11,5,2
1093000402,109300040208,1,5,NA,NA,11,5,1
1093000402,109300040210,1,5,37,3,11,5,1
1093000402,109300040201,1,1,36,1,11,5,1
1093000402,109300040209,1,5,NA,NA,11,5,1
1093000402,109300040207,0,3,5,3,11,5,1
1093000402,109300040206,0,3,9,3,11,5,1
1093000402,109300040204,0,3,13,3,11,5,1
1093000402,109300040205,0,3,11,3,11,5,1
1093000402,109300040202,0,2,32,1,11,5,1
1093000402,109300040203,0,3,17,3,11,5,1
1093000402,109300040211,1,3,0,3,11,5,1
1093000403,109300040306,1,5,10,NA,8,3,1
1093000403,109300040303,1,3,6,3,8,3,1
1093000403,109300040304,0,3,4,3,8,3,1
1093000403,109300040302,0,2,28,1,8,3,1
1093000403,109300040307,1,5,24,3,8,3,1
1093000403,109300040308,0,5,NA,NA,8,3,1
1093000403,109300040305,1,5,NA,NA,8,3,1
1093000403,109300040301,1,1,30,1,8,3,1
1093000404,109300040405,0,3,10,3,8,6,2
1093000404,109300040403,0,3,14,NA,8,6,2
1093000404,109300040407,1,3,4,3,8,6,2
1093000404,109300040404,1,3,12,3,8,6,2
1093000404,109300040402,0,2,40,1,8,6,2
1093000404,109300040401,1,1,45,1,8,6,2
1093000404,109300040408,1,3,1,3,8,6,2
1093000404,109300040406,0,3,7,3,8,6,2
1093000405,109300040502,0,2,27,NA,8,6,3
1093000405,109300040506,1,3,1,NA,8,6,3
1093000405,109300040508,1,5,7,NA,8,6,3
1093000405,109300040505,1,3,11,NA,8,6,3
1093000405,109300040507,0,3,1,NA,8,6,3
1093000405,109300040503,1,3,13,3,8,6,3
1093000405,109300040501,1,1,50,1,8,6,3
1093000405,109300040504,0,3,2,NA,8,6,3
1093000406,109300040603,0,3,17,3,5,1,0
1093000406,109300040601,1,1,37,1,5,1,0
1093000406,109300040604,0,3,14,3,5,1,0
1093000406,109300040605,1,3,NA,NA,5,1,0
1093000406,109300040606,1,3,NA,NA,5,1,0
1093000407,109300040702,0,2,28,1,8,6,3
1093000407,109300040704,0,3,9,3,8,6,3
1093000407,109300040706,0,3,4,3,8,6,3
1093000407,109300040703,0,3,11,3,8,6,3
1093000407,109300040705,0,3,8,3,8,6,3
1093000407,109300040708,0,3,0,3,8,6,3
1093000407,109300040707,1,3,3,3,8,6,3
1093000407,109300040701,1,1,40,1,8,6,3
1093000408,109300040806,0,3,10,3,12,4,1
1093000408,109300040809,0,3,NA,NA,12,4,1
1093000408,109300040810,0,4,NA,NA,12,4,1
1093000408,109300040803,1,3,20,3,12,4,1
1093000408,109300040811,1,4,NA,NA,12,4,1
1093000408,109300040805,1,3,15,3,12,4,1
1093000408,109300040801,1,1,49,1,12,4,1
1093000408,109300040807,0,3,8,3,12,4,1
1093000408,109300040812,0,4,4,3,12,4,1
1093000408,109300040808,1,5,10,3,12,4,1
1093000408,109300040804,1,3,18,3,12,4,1
1093000408,109300040802,0,2,42,1,12,4,1
1093000409,109300040916,1,3,1,3,18,9,3
1093000409,109300040910,1,3,2,3,18,9,3
1093000409,109300040901,1,1,34,1,18,9,3
1093000409,109300040911,1,5,18,3,18,9,3
1093000409,109300040909,1,3,4,3,18,9,3
1093000409,109300040917,0,5,55,2,18,9,3
1093000409,109300040908,1,3,6,3,18,9,3
1093000409,109300040906,0,3,8,3,18,9,3
1093000409,109300040904,1,3,11,3,18,9,3
1093000409,109300040912,0,5,NA,3,18,9,3
1093000409,109300040907,1,3,7,3,18,9,3
1093000409,109300040918,0,3,5,3,18,9,3
1093000409,109300040905,1,3,NA,NA,18,9,3
1093000409,109300040903,0,3,12,3,18,9,3
1093000409,109300040915,0,2,19,1,18,9,3
1093000409,109300040902,0,2,29,1,18,9,3
1093000409,109300040913,0,5,NA,NA,18,9,3
1093000409,109300040914,1,5,NA,NA,18,9,3
109300040903,10930004090305,0,3,12,3,6,3,0
109300040903,10930004090301,0,1,42,2,6,3,0
109300040903,10930004090304,0,3,7,3,6,3,0
109300040903,1093000409030,0,3,17,3,6,3,0
109300040903,10930004090306,1,3,15,3,6,3,0
109300040903,10930004090303,0,3,8,3,6,3,0
109300040907,10930004090707,1,5,NA,NA,8,1,0
109300040907,1093000409070,1,5,22,3,8,1,0
109300040907,10930004090704,0,3,5,3,8,1,0
109300040907,10930004090701,0,1,31,2,8,1,0
109300040907,10930004090708,1,2,25,1,8,1,0
109300040907,10930004090705,0,5,NA,NA,8,1,0
109300040907,10930004090703,0,3,16,3,8,1,0
109300040907,10930004090706,1,5,15,3,8,1,0
109300040908,10930004090803,1,5,20,NA,4,0,0
109300040908,1093000409080,1,1,23,3,4,0,0
109300040908,10930004090801,1,5,43,NA,4,0,0
109300040908,10930004090804,1,5,18,NA,4,0,0
1093000410,109300041018,0,5,8,3,19,7,3
1093000410,109300041003,1,5,NA,NA,19,7,3
1093000410,109300041019,0,4,0,3,19,7,3
1093000410,109300041006,1,5,16,3,19,7,3
1093000410,109300041014,0,5,NA,NA,19,7,3
1093000410,109300041008,1,3,13,3,19,7,3
1093000410,109300041010,0,5,13,3,19,7,3
1093000410,109300041007,0,3,16,3,19,7,3
1093000410,109300041004,1,4,19,3,19,7,3
1093000410,109300041002,0,2,41,1,19,7,3
1093000410,109300041001,1,1,82,1,19,7,3
1093000410,109300041005,1,3,19,3,19,7,3
1093000410,109300041011,0,5,NA,NA,19,7,3
1093000410,109300041017,1,3,NA,NA,19,7,3
1093000410,109300041013,0,3,21,2,19,7,3
1093000410,109300041016,0,4,NA,NA,19,7,3
1093000410,109300041012,1,4,4,3,19,7,3
1093000410,109300041009,0,3,12,3,19,7,3
1093000410,109300041015,0,4,3,3,19,7,3
1101000101,110100010101,0,1,26,3,1,0,0
1101000102,110100010201,0,1,45,2,1,0,0
110100010202,11010001020203,0,2,20,1,3,0,0
110100010202,1101000102020,1,1,25,1,3,0,0
110100010202,11010001020202,0,2,26,1,3,0,0
110100010203,11010001020304,0,5,3,3,4,2,1
110100010203,11010001020303,1,5,5,3,4,2,1
110100010203,1101000102030,1,1,25,1,4,2,1
110100010203,11010001020302,0,2,21,1,4,2,1
110100010204,11010001020406,1,3,7,3,11,5,1
110100010204,11010001020407,1,3,2,3,11,5,1
110100010204,11010001020405,0,3,8,3,11,5,1
110100010204,11010001020411,0,5,19,3,11,5,1
110100010204,11010001020403,1,3,11,3,11,5,1
110100010204,11010001020401,1,1,33,1,11,5,1
110100010204,11010001020410,1,5,21,3,11,5,1
110100010204,11010001020404,0,3,9,3,11,5,1
110100010204,11010001020409,0,5,NA,NA,11,5,1
110100010204,1101000102040,0,2,23,1,11,5,1
110100010204,11010001020408,0,5,NA,NA,11,5,1
110100010205,11010001020515,0,NA,NA,NA,15,9,2
110100010205,11010001020507,1,3,7,3,15,9,2
110100010205,11010001020513,0,5,10,3,15,9,2
110100010205,11010001020508,1,3,5,3,15,9,2
110100010205,11010001020514,0,5,6,3,15,9,2
110100010205,11010001020501,1,1,38,1,15,9,2
110100010205,1101000102050,0,5,20,3,15,9,2
110100010205,11010001020509,1,3,4,3,15,9,2
110100010205,11010001020504,1,3,13,3,15,9,2
110100010205,11010001020510,1,3,1,3,15,9,2
110100010205,11010001020505,0,3,10,3,15,9,2
110100010205,11010001020512,0,5,28,2,15,9,2
110100010205,11010001020503,1,3,16,3,15,9,2
110100010205,11010001020506,0,3,9,3,15,9,2
110100010205,11010001020502,0,2,34,1,15,9,2
110100010206,1101000102060,0,2,19,1,3,1,1
110100010206,11010001020603,0,3,2,3,3,1,1
110100010206,11010001020601,1,1,20,1,3,1,1
110100010207,1101000102070,0,2,21,1,2,0,0
110100010207,11010001020701,1,1,26,1,2,0,0
1101000103,110100010301,1,1,39,1,8,5,2
1101000103,110100010308,0,5,14,3,8,5,2
1101000103,110100010306,1,5,16,3,8,5,2
1101000103,110100010302,0,2,32,1,8,5,2
1101000103,110100010307,1,5,12,3,8,5,2
1101000103,110100010303,1,3,8,3,8,5,2
1101000103,110100010305,1,3,2,3,8,5,2
1101000103,110100010304,0,3,4,3,8,5,2
1101000107,110100010703,0,3,2,3,4,2,1
1101000107,110100010704,0,5,7,3,4,2,1
1101000107,110100010702,0,2,20,1,4,2,1
1101000107,110100010701,1,1,24,1,4,2,1
1101000110,110100011001,1,1,48,1,1,0,0
1101000114,110100011401,0,1,35,2,1,0,0
1103000501,110300050102,0,2,42,1,11,4,2
1103000501,110300050101,1,1,47,1,11,4,2
1103000501,110300050106,0,3,5,3,11,4,2
1103000501,110300050109,0,5,NA,NA,11,4,2
1103000501,110300050110,0,5,NA,NA,11,4,2
1103000501,110300050107,1,5,0,NA,11,4,2
1103000501,110300050103,1,3,15,3,11,4,2
1103000501,110300050104,1,5,NA,NA,11,4,2
1103000501,110300050111,1,3,0,3,11,4,2
1103000501,110300050108,0,3,NA,NA,11,4,2
1103000501,110300050105,1,3,7,3,11,4,2
1103000502,110300050208,1,5,10,3,8,4,0
1103000502,110300050206,1,3,7,3,8,4,0
1103000502,110300050203,0,5,18,NA,8,4,0
1103000502,110300050204,0,5,11,NA,8,4,0
1103000502,110300050207,1,5,NA,NA,8,4,0
1103000502,110300050202,0,2,30,1,8,4,0
1103000502,110300050205,1,3,8,3,8,4,0
1103000502,110300050201,1,1,32,1,8,4,0
1103000503,110300050301,1,1,52,1,14,7,3
1103000503,110300050314,0,3,NA,NA,14,7,3
1103000503,110300050309,0,4,5,3,14,7,3
1103000503,110300050310,0,3,3,3,14,7,3
1103000503,110300050302,0,2,NA,NA,14,7,3
1103000503,110300050308,0,3,7,3,14,7,3
1103000503,110300050305,1,3,22,3,14,7,3
1103000503,110300050306,1,3,8,3,14,7,3
1103000503,110300050303,0,2,32,1,14,7,3
1103000503,110300050312,1,3,1,3,14,7,3
1103000503,110300050311,0,4,2,3,14,7,3
1103000503,110300050304,1,5,NA,NA,14,7,3
1103000503,110300050307,0,4,9,3,14,7,3
1103000503,110300050313,0,4,NA,NA,14,7,3
1103000504,110300050407,0,3,1,3,7,5,2
1103000504,110300050403,1,3,11,3,7,5,2
1103000504,110300050402,0,2,28,1,7,5,2
1103000504,110300050405,1,3,6,3,7,5,2
1103000504,110300050406,1,3,3,3,7,5,2
1103000504,110300050401,1,1,37,1,7,5,2
1103000504,110300050404,1,3,8,3,7,5,2
1103000505,110300050501,1,1,76,2,1,0,0
1103000506,110300050603,1,3,8,NA,7,4,0
1103000506,110300050601,0,1,25,1,7,4,0
1103000506,110300050606,1,3,9,NA,7,4,0
1103000506,110300050604,0,3,5,3,7,4,0
1103000506,110300050607,1,2,26,1,7,4,0
1103000506,110300050605,1,5,7,3,7,4,0
1103000506,110300050602,1,2,28,NA,7,4,0
1103000507,110300050706,1,5,NA,NA,7,4,1
1103000507,110300050704,0,3,8,3,7,4,1
1103000507,110300050703,1,3,10,3,7,4,1
1103000507,110300050701,1,1,32,1,7,4,1
1103000507,110300050707,0,3,0,3,7,4,1
1103000507,110300050705,1,3,5,3,7,4,1
1103000507,110300050702,0,2,25,1,7,4,1
1103000508,110300050808,1,3,NA,NA,8,3,1
1103000508,110300050801,0,1,40,1,8,3,1
1103000508,110300050807,1,3,3,3,8,3,1
1103000508,110300050802,1,2,36,1,8,3,1
1103000508,110300050806,0,3,6,3,8,3,1
1103000508,110300050804,1,3,15,3,8,3,1
1103000508,110300050805,1,3,7,3,8,3,1
1103000508,110300050803,0,3,16,3,8,3,1
1103000509,110300050905,1,5,NA,NA,12,2,0
1103000509,110300050912,1,4,11,3,12,2,0
1103000509,110300050907,1,5,NA,NA,12,2,0
1103000509,110300050911,1,5,NA,NA,12,2,0
1103000509,110300050910,1,5,NA,NA,12,2,0
1103000509,110300050909,0,5,NA,2,12,2,0
1103000509,110300050906,0,4,9,3,12,2,0
1103000509,110300050903,1,4,16,3,12,2,0
1103000509,110300050902,1,3,NA,3,12,2,0
1103000509,110300050901,0,1,59,2,12,2,0
1103000509,110300050908,0,2,NA,1,12,2,0
1103000509,110300050904,1,5,NA,3,12,2,0
1103000510,110300051001,1,1,80,1,3,0,0
1103000510,110300051003,1,5,51,3,3,0,0
1103000510,110300051002,0,2,48,1,3,0,0
1103000702,110300070205,1,5,NA,NA,5,1,0
1103000702,110300070201,0,1,41,2,5,1,0
1103000702,110300070203,0,3,NA,NA,5,1,0
1103000702,110300070202,0,3,NA,NA,5,1,0
1103000702,110300070204,1,3,11,3,5,1,0
1103000703,110300070306,0,3,9,NA,7,3,0
1103000703,110300070305,0,3,15,3,7,3,0
1103000703,110300070304,0,3,11,3,7,3,0
1103000703,110300070302,0,1,42,2,7,3,0
1103000703,110300070307,1,3,6,3,7,3,0
1103000703,110300070301,1,2,55,1,7,3,0
1103000703,110300070303,1,3,21,3,7,3,0
1103000704,110300070405,1,3,2,NA,7,4,2
1103000704,110300070408,0,3,5,3,7,4,2
1103000704,110300070402,0,2,27,1,7,4,2
1103000704,110300070401,1,1,35,1,7,4,2
1103000704,110300070406,1,3,1,3,7,4,2
1103000704,110300070403,1,3,7,3,7,4,2
1103000704,110300070407,0,5,15,3,7,4,2
1103000705,110300070505,1,3,6,3,7,4,1
1103000705,110300070506,1,3,5,3,7,4,1
1103000705,110300070504,0,3,10,3,7,4,1
1103000705,110300070503,1,3,NA,NA,7,4,1
1103000705,110300070502,0,2,29,1,7,4,1
1103000705,110300070507,0,3,0,3,7,4,1
1103000705,110300070501,1,1,33,1,7,4,1
1103000706,110300070601,0,1,39,2,8,5,2
1103000706,110300070603,1,5,5,3,8,5,2
1103000706,110300070608,1,2,45,1,8,5,2
1103000706,110300070602,0,5,7,NA,8,5,2
1103000706,110300070606,0,5,11,3,8,5,2
1103000706,110300070605,0,5,3,3,8,5,2
1103000706,110300070604,0,5,4,3,8,5,2
1103000706,110300070607,1,5,20,3,8,5,2
110300070603,11030007060309,0,3,47,2,10,4,2
110300070603,11030007060302,1,3,28,1,10,4,2
110300070603,11030007060306,1,3,17,3,10,4,2
110300070603,1103000706030,0,4,7,3,10,4,2
110300070603,11030007060305,1,4,2,3,10,4,2
110300070603,11030007060301,1,1,73,2,10,4,2
110300070603,11030007060307,0,3,16,3,10,4,2
110300070603,11030007060310,0,3,10,3,10,4,2
110300070603,11030007060308,0,4,0,3,10,4,2
110300070603,11030007060303,0,5,26,1,10,4,2
1103000708,110300070805,1,3,3,3,5,3,1
1103000708,110300070802,0,2,29,1,5,3,1
1103000708,110300070803,1,3,7,3,5,3,1
1103000708,110300070801,1,1,35,1,5,3,1
1103000708,110300070804,0,3,6,3,5,3,1
1103000709,110300070904,0,3,13,3,6,2,0
1103000709,110300070903,1,3,18,3,6,2,0
1103000709,110300070901,1,1,51,1,6,2,0
1103000709,110300070905,0,3,10,3,6,2,0
1103000709,110300070906,0,5,90,2,6,2,0
1103000709,110300070902,0,2,49,1,6,2,0
110300070907,1103000709070,1,3,6,3,7,4,2
110300070907,11030007090702,0,2,25,1,7,4,2
110300070907,11030007090707,0,5,18,3,7,4,2
110300070907,11030007090701,1,1,27,1,7,4,2
110300070907,11030007090705,0,3,3,3,7,4,2
110300070907,11030007090706,1,3,1,3,7,4,2
110300070907,11030007090704,0,3,5,3,7,4,2
1103000710,110300071013,1,3,0,3,13,8,2
1103000710,110300071007,1,3,6,3,13,8,2
1103000710,110300071005,0,3,10,3,13,8,2
1103000710,110300071012,1,5,NA,NA,13,8,2
1103000710,110300071008,1,3,5,3,13,8,2
1103000710,110300071004,0,3,13,3,13,8,2
1103000710,110300071011,1,5,14,3,13,8,2
1103000710,110300071003,1,3,15,3,13,8,2
1103000710,110300071009,1,3,2,3,13,8,2
1103000710,110300071010,0,5,71,2,13,8,2
1103000710,110300071001,1,1,40,1,13,8,2
1103000710,110300071006,1,3,8,3,13,8,2
1103000710,110300071002,0,2,33,1,13,8,2
1103000901,110300090103,0,5,13,3,4,2,1
1103000901,110300090102,0,2,40,1,4,2,1
1103000901,110300090104,1,3,2,3,4,2,1
1103000901,110300090101,1,1,51,1,4,2,1
1103000902,110300090203,0,3,15,3,9,5,0
1103000902,110300090209,1,3,16,3,9,5,0
1103000902,110300090206,1,3,10,3,9,5,0
1103000902,110300090202,0,2,40,1,9,5,0
1103000902,110300090205,0,5,10,3,9,5,0
1103000902,110300090201,1,1,57,1,9,5,0
1103000902,110300090207,1,3,10,3,9,5,0
1103000902,110300090204,0,3,13,3,9,5,0
1103000902,110300090208,1,3,5,3,9,5,0
1103000903,110300090302,0,3,10,NA,2,1,0
1103000903,110300090301,1,1,55,2,2,1,0
110300090302,1103000903020,0,1,42,2,3,2,0
110300090302,11030009030203,1,3,7,3,3,2,0
110300090302,11030009030202,0,3,11,3,3,2,0
110300090303,11030009030304,1,5,23,3,4,1,1
110300090303,11030009030301,1,1,25,1,4,1,1
110300090303,1103000903030,0,2,21,1,4,1,1
110300090303,11030009030303,1,3,2,3,4,1,1
1103000904,110300090404,1,4,3,3,6,3,2
1103000904,110300090405,0,4,NA,NA,6,3,2
1103000904,110300090401,0,1,51,2,6,3,2
1103000904,110300090406,0,3,NA,NA,6,3,2
1103000904,110300090402,1,4,6,3,6,3,2
1103000904,110300090403,1,4,4,3,6,3,2
1103000905,110300090503,0,3,9,NA,6,4,2
1103000905,110300090506,1,3,1,3,6,4,2
1103000905,110300090505,1,3,4,3,6,4,2
1103000905,110300090504,0,3,5,3,6,4,2
1103000905,110300090502,0,1,26,1,6,4,2
1103000905,110300090501,1,2,39,1,6,4,2
1103000906,110300090603,0,5,12,3,3,1,0
1103000906,110300090601,1,1,72,1,3,1,0
1103000906,110300090602,0,2,51,1,3,1,0
1103000907,110300090701,0,1,37,2,3,1,0
1103000907,110300090702,1,3,16,3,3,1,0
1103000907,110300090703,1,3,13,3,3,1,0
1103000908,110300090803,1,4,13,3,5,3,0
1103000908,110300090802,0,3,16,3,5,3,0
1103000908,110300090801,0,1,66,2,5,3,0
1103000908,110300090805,1,4,8,3,5,3,0
1103000908,110300090804,1,4,11,3,5,3,0
1103000909,110300090905,1,3,19,NA,7,1,0
1103000909,110300090903,0,3,15,3,7,1,0
1103000909,110300090901,1,1,73,1,7,1,0
1103000909,110300090907,0,4,8,3,7,1,0
1103000909,110300090906,0,5,99,2,7,1,0
1103000909,110300090904,1,3,27,NA,7,1,0
