id_hh,id_ind,ind_sex,ind_position,ind_age,ind_marital_status,n_ind_household,n_child_15,n_child_5
1021000808,102100080803,0,5,17,3,3,0,0
102100080803,10210008080304,0,3,16,3,8,2,1
102100080803,10210008080306,0,3,35,1,8,2,1
102100080803,10210008080307,0,3,18,3,8,2,1
102100080803,10210008080301,0,1,58,2,8,2,1
102100080803,10210008080308,0,4,6,NA,8,2,1
102100080803,1021000808030,1,3,20,3,8,2,1
102100080803,10210008080305,1,4,4,NA,8,2,1
102100080803,10210008080303,0,3,16,3,8,2,1
1021000809,102100080905,0,3,0,3,5,2,2
1021000809,102100080902,0,2,26,1,5,2,2
1021000809,102100080903,1,3,3,3,5,2,2
1021000809,102100080901,1,1,29,1,5,2,2
1021000809,102100080904,0,3,NA,NA,5,2,2
1021000810,102100081002,1,2,62,1,2,0,0
1021000810,102100081001,0,1,53,1,2,0,0
1021000811,102100081104,1,3,9,3,6,4,2
1021000811,102100081103,0,3,10,3,6,4,2
1021000811,102100081102,0,2,38,1,6,4,2
1021000811,102100081105,0,3,3,3,6,4,2
1021000811,102100081106,1,3,0,3,6,4,2
1021000811,102100081101,1,1,34,1,6,4,2
1021000904,102100090404,1,3,10,3,7,3,1
1021000904,102100090403,0,3,14,3,7,3,1
1021000904,102100090407,1,3,NA,NA,7,3,1
1021000904,102100090401,1,1,50,1,7,3,1
1021000904,102100090406,0,5,16,3,7,3,1
1021000904,102100090402,0,2,38,1,7,3,1
1021000904,102100090405,1,3,3,3,7,3,1
1021000906,102100090602,0,2,47,1,3,0,0
1021000906,102100090601,1,1,49,1,3,0,0
1021000906,102100090603,0,3,18,3,3,0,0
1021000909,102100090903,0,3,1,3,3,1,1
1021000909,102100090901,1,1,35,1,3,1,1
1021000909,102100090902,0,2,29,1,3,1,1
1021001003,102100100310,0,2,35,1,15,7,2
1021001003,102100100305,0,3,10,3,15,7,2
1021001003,102100100301,1,1,65,1,15,7,2
1021001003,102100100312,0,5,19,2,15,7,2
1021001003,102100100307,1,4,9,3,15,7,2
1021001003,102100100315,0,4,0,3,15,7,2
1021001003,102100100314,0,5,20,3,15,7,2
1021001003,102100100303,0,3,15,3,15,7,2
1021001003,102100100308,1,5,13,3,15,7,2
1021001003,102100100311,0,5,17,3,15,7,2
1021001003,102100100313,0,3,2,3,15,7,2
1021001003,102100100304,1,3,13,3,15,7,2
1021001003,102100100309,1,5,NA,NA,15,7,2
1021001003,102100100306,0,3,9,3,15,7,2
1021001003,102100100302,1,4,15,3,15,7,2
1021001004,102100100404,1,3,6,3,5,2,0
1021001004,102100100402,0,2,31,1,5,2,0
1021001004,102100100403,0,3,9,3,5,2,0
1021001004,102100100401,1,1,32,1,5,2,0
1021001004,102100100405,0,5,16,3,5,2,0
1021001007,102100100705,0,3,7,3,7,5,2
1021001007,102100100702,0,2,29,1,7,5,2
1021001007,102100100706,0,3,2,3,7,5,2
1021001007,102100100704,1,3,10,3,7,5,2
1021001007,102100100707,0,3,0,3,7,5,2
1021001007,102100100701,1,1,37,1,7,5,2
1021001007,102100100703,1,3,12,3,7,5,2
1021001011,102100101101,0,1,38,2,3,0,0
1021001011,102100101103,1,3,15,3,3,0,0
1021001011,102100101102,0,3,17,3,3,0,0
1021001102,102100110201,0,1,21,3,1,0,0
1021001105,102100110501,1,1,31,2,1,0,0
1021001107,102100110704,0,3,23,3,11,4,2
1021001107,102100110707,0,3,16,3,11,4,2
1021001107,102100110706,0,3,18,3,11,4,2
1021001107,102100110708,1,3,14,3,11,4,2
1021001107,102100110701,1,1,50,1,11,4,2
1021001107,102100110702,0,2,48,1,11,4,2
1021001107,102100110709,0,3,8,3,11,4,2
1021001107,102100110710,0,4,4,3,11,4,2
1021001107,102100110705,0,3,21,3,11,4,2
1021001107,102100110703,1,3,27,3,11,4,2
1021001107,102100110711,0,4,0,3,11,4,2
1021001109,102100110901,0,1,40,1,12,3,0
1021001109,102100110912,0,5,55,2,12,3,0
1021001109,102100110903,1,3,21,3,12,3,0
1021001109,102100110905,1,3,17,3,12,3,0
1021001109,102100110909,1,5,27,3,12,3,0
1021001109,102100110908,0,3,7,3,12,3,0
1021001109,102100110910,0,5,15,3,12,3,0
1021001109,102100110907,1,3,10,3,12,3,0
1021001109,102100110902,1,3,22,NA,12,3,0
1021001109,102100110911,0,5,50,2,12,3,0
1021001109,102100110906,0,3,14,3,12,3,0
1021001109,102100110904,1,3,19,3,12,3,0
102100110901,10210011090105,1,3,10,3,10,4,2
102100110901,10210011090107,1,5,39,NA,10,4,2
102100110901,10210011090108,1,5,25,NA,10,4,2
102100110901,10210011090106,0,5,17,NA,10,4,2
102100110901,10210011090109,0,5,14,3,10,4,2
102100110901,1021001109010,1,1,42,1,10,4,2
102100110901,10210011090104,1,3,3,3,10,4,2
102100110901,10210011090110,1,5,22,3,10,4,2
102100110901,10210011090102,0,2,30,1,10,4,2
102100110901,10210011090103,1,3,4,3,10,4,2
102100110904,10210011090403,0,3,2,3,4,2,2
102100110904,10210011090402,0,2,19,1,4,2,2
102100110904,10210011090404,0,3,0,3,4,2,2
102100110904,1021001109040,1,1,22,1,4,2,2
1021001110,102100111001,1,1,38,1,9,0,0
1021001110,102100111005,0,3,NA,NA,9,0,0
1021001110,102100111006,1,3,NA,NA,9,0,0
1021001110,102100111009,1,5,NA,NA,9,0,0
1021001110,102100111002,0,2,NA,NA,9,0,0
1021001110,102100111008,1,5,NA,NA,9,0,0
1021001110,102100111004,1,3,NA,NA,9,0,0
1021001110,102100111003,0,3,NA,NA,9,0,0
1021001110,102100111007,1,5,NA,NA,9,0,0
1021001202,102100120203,0,5,20,3,5,2,2
1021001202,102100120205,0,5,0,3,5,2,2
1021001202,102100120202,0,3,17,3,5,2,2
1021001202,102100120201,0,1,42,2,5,2,2
1021001202,102100120204,1,5,4,3,5,2,2
1021001205,102100120507,0,5,8,3,22,13,6
1021001205,102100120510,1,5,5,3,22,13,6
1021001205,102100120514,1,5,1,NA,22,13,6
1021001205,102100120506,0,5,9,3,22,13,6
1021001205,102100120509,1,5,19,NA,22,13,6
1021001205,102100120511,0,5,18,3,22,13,6
1021001205,102100120513,0,3,3,3,22,13,6
1021001205,102100120502,1,3,18,3,22,13,6
1021001205,102100120517,0,5,19,3,22,13,6
1021001205,102100120508,0,5,23,NA,22,13,6
1021001205,102100120505,1,5,9,3,22,13,6
1021001205,102100120520,0,5,1,NA,22,13,6
1021001205,102100120504,1,3,10,3,22,13,6
1021001205,102100120516,1,4,NA,NA,22,13,6
1021001205,102100120503,1,3,15,3,22,13,6
1021001205,102100120512,1,5,14,3,22,13,6
1021001205,102100120501,0,1,40,2,22,13,6
1021001205,102100120515,1,5,1,NA,22,13,6
1021001205,102100120522,0,5,40,2,22,13,6
1021001205,102100120518,1,5,4,NA,22,13,6
1021001205,102100120519,1,5,0,NA,22,13,6
1021001205,102100120521,1,3,13,3,22,13,6
1021001206,102100120602,1,3,11,3,4,2,0
1021001206,102100120603,0,3,8,3,4,2,0
1021001206,102100120601,0,1,41,1,4,2,0
1021001206,102100120604,1,2,42,1,4,2,0
1021001208,102100120807,1,5,0,NA,8,4,2
1021001208,102100120806,0,4,4,NA,8,4,2
1021001208,102100120808,1,5,20,3,8,4,2
1021001208,102100120804,0,4,8,3,8,4,2
1021001208,102100120802,0,2,43,1,8,4,2
1021001208,102100120803,0,5,17,2,8,4,2
1021001208,102100120801,1,1,45,1,8,4,2
1021001208,102100120805,1,4,6,NA,8,4,2
1021001210,102100121002,0,2,31,1,6,4,2
1021001210,102100121005,0,3,12,3,6,4,2
1021001210,102100121001,1,1,35,1,6,4,2
1021001210,102100121003,1,3,12,3,6,4,2
1021001210,102100121004,0,3,2,3,6,4,2
1021001210,102100121006,0,3,1,3,6,4,2
1021001211,102100121102,0,2,22,1,2,0,0
1021001211,102100121101,1,1,27,1,2,0,0
1021001301,102100130104,0,5,38,2,6,0,0
1021001301,102100130102,1,5,29,3,6,0,0
1021001301,102100130103,1,5,27,3,6,0,0
1021001301,102100130101,1,3,27,3,6,0,0
1021001301,102100130105,1,1,55,1,6,0,0
1021001301,102100130106,0,5,24,3,6,0,0
1021001302,102100130207,0,5,26,2,7,0,0
1021001302,102100130201,0,1,44,2,7,0,0
1021001302,102100130204,0,3,23,3,7,0,0
1021001302,102100130203,1,3,25,3,7,0,0
1021001302,102100130202,0,5,21,3,7,0,0
1021001302,102100130206,0,5,26,2,7,0,0
1021001302,102100130205,0,3,17,3,7,0,0
1021001304,102100130401,1,1,37,1,9,6,2
1021001304,102100130404,1,3,14,3,9,6,2
1021001304,102100130406,0,3,9,3,9,6,2
1021001304,102100130402,0,2,28,1,9,6,2
1021001304,102100130407,1,3,5,3,9,6,2
1021001304,102100130403,0,3,16,3,9,6,2
1021001304,102100130405,1,3,12,3,9,6,2
1021001304,102100130408,0,3,2,3,9,6,2
1021001304,102100130409,1,3,1,3,9,6,2
1021001305,102100130502,1,5,25,3,3,0,0
1021001305,102100130501,1,1,27,3,3,0,0
1021001305,102100130503,1,5,31,1,3,0,0
1021001306,102100130605,0,3,8,3,5,1,0
1021001306,102100130602,0,3,23,3,5,1,0
1021001306,102100130604,1,3,17,3,5,1,0
1021001306,102100130601,1,1,47,1,5,1,0
1021001306,102100130603,0,3,21,3,5,1,0
1021001307,102100130706,0,3,5,3,8,2,0
1021001307,102100130705,1,3,8,3,8,2,0
1021001307,102100130708,0,5,18,3,8,2,0
1021001307,102100130707,0,5,20,3,8,2,0
1021001307,102100130701,0,1,39,2,8,2,0
1021001307,102100130704,0,3,16,3,8,2,0
1021001307,102100130702,0,3,21,3,8,2,0
1021001307,102100130703,0,3,17,3,8,2,0
1021001308,102100130803,0,3,10,3,4,2,0
1021001308,102100130802,0,2,31,1,4,2,0
1021001308,102100130804,0,3,8,3,4,2,0
1021001308,102100130801,1,1,36,1,4,2,0
1021001309,102100130901,0,1,56,3,1,0,0
1021001402,102100140206,0,3,55,1,6,1,0
1021001402,102100140205,1,4,12,3,6,1,0
1021001402,102100140203,1,2,16,3,6,1,0
1021001402,102100140201,0,1,80,2,6,1,0
1021001402,102100140204,1,4,20,3,6,1,0
1021001402,102100140202,0,4,25,3,6,1,0
102100140202,1021001402020,0,2,25,1,3,1,1
102100140202,10210014020201,1,1,28,1,3,1,1
102100140202,10210014020203,1,3,0,3,3,1,1
102100140204,10210014020405,1,3,1,3,5,3,2
102100140204,10210014020404,0,5,5,3,5,3,2
102100140204,10210014020401,1,1,32,1,5,3,2
102100140204,1021001402040,0,2,22,1,5,3,2
102100140204,10210014020403,0,3,3,3,5,3,2
1021001403,102100140301,1,1,43,1,3,1,1
1021001403,102100140303,0,3,1,3,3,1,1
1021001403,102100140302,0,2,21,1,3,1,1
1021001405,102100140504,0,3,8,3,7,4,1
1021001405,102100140503,0,3,10,3,7,4,1
1021001405,102100140505,1,3,5,NA,7,4,1
1021001405,102100140506,1,3,0,NA,7,4,1
1021001405,102100140501,1,1,33,1,7,4,1
1021001405,102100140507,0,2,35,1,7,4,1
1021001405,102100140502,0,2,25,1,7,4,1
1021001406,102100140601,1,1,45,1,6,3,1
1021001406,102100140606,1,5,35,1,6,3,1
1021001406,102100140603,0,3,5,3,6,3,1
1021001406,102100140605,1,3,4,3,6,3,1
1021001406,102100140604,0,2,30,1,6,3,1
1021001406,102100140602,1,3,14,NA,6,3,1
1021001407,102100140705,1,3,8,3,5,3,0
1021001407,102100140701,1,1,35,1,5,3,0
1021001407,102100140704,0,3,10,3,5,3,0
1021001407,102100140703,1,3,11,3,5,3,0
1021001407,102100140702,0,2,31,1,5,3,0
1021001408,102100140804,1,3,9,3,8,3,0
1021001408,102100140803,0,3,11,3,8,3,0
1021001408,102100140806,1,2,NA,NA,8,3,0
1021001408,102100140801,0,1,36,1,8,3,0
1021001408,102100140805,1,3,13,3,8,3,0
1021001408,102100140807,0,5,NA,NA,8,3,0
1021001408,102100140802,1,5,21,NA,8,3,0
1021001408,102100140808,0,5,25,NA,8,3,0
1021001501,102100150103,1,5,24,1,4,0,0
1021001501,102100150101,1,1,29,2,4,0,0
1021001501,102100150102,1,5,25,3,4,0,0
1021001501,102100150104,1,5,NA,NA,4,0,0
102100150102,1021001501020,1,1,27,3,1,0,0
1021001504,102100150407,1,5,13,3,8,3,1
1021001504,102100150404,0,5,NA,NA,8,3,1
1021001504,102100150402,0,2,53,1,8,3,1
1021001504,102100150406,1,5,10,3,8,3,1
1021001504,102100150403,1,3,33,3,8,3,1
1021001504,102100150405,0,5,21,3,8,3,1
1021001504,102100150408,1,5,1,3,8,3,1
1021001504,102100150401,1,1,72,1,8,3,1
102100150406,1021001504060,0,1,23,1,2,0,0
102100150406,10210015040602,1,2,NA,NA,2,0,0
1021001505,102100150501,0,1,49,2,14,2,2
1021001505,102100150507,0,5,NA,NA,14,2,2
1021001505,102100150503,0,5,21,NA,14,2,2
1021001505,102100150509,1,5,NA,NA,14,2,2
1021001505,102100150506,1,5,NA,NA,14,2,2
1021001505,102100150505,0,5,1,NA,14,2,2
1021001505,102100150502,1,3,27,3,14,2,2
1021001505,102100150511,1,5,20,3,14,2,2
1021001505,102100150510,1,5,45,NA,14,2,2
1021001505,102100150513,0,5,1,3,14,2,2
1021001505,102100150512,0,5,20,1,14,2,2
1021001505,102100150504,1,5,26,NA,14,2,2
1021001505,102100150508,1,5,39,3,14,2,2
1021001505,102100150514,0,5,16,3,14,2,2
1021001507,102100150705,0,3,11,3,9,4,0
1021001507,102100150703,1,3,20,3,9,4,0
1021001507,102100150701,0,1,50,2,9,4,0
1021001507,102100150704,1,3,14,3,9,4,0
1021001507,102100150706,0,3,8,3,9,4,0
1021001507,102100150708,0,3,NA,NA,9,4,0
1021001507,102100150702,0,3,32,2,9,4,0
1021001507,102100150709,0,4,NA,NA,9,4,0
1021001507,102100150707,1,4,8,3,9,4,0
1021001512,102100151206,1,3,NA,NA,6,0,0
1021001512,102100151202,0,3,20,3,6,0,0
1021001512,102100151205,1,3,NA,NA,6,0,0
1021001512,102100151201,0,1,36,2,6,0,0
1021001512,102100151203,0,5,26,2,6,0,0
1021001512,102100151204,0,5,24,3,6,0,0
1021001607,102100160706,0,3,26,3,9,2,1
1021001607,102100160707,1,3,26,3,9,2,1
1021001607,102100160709,0,5,12,3,9,2,1
1021001607,102100160703,1,3,34,3,9,2,1
1021001607,102100160701,1,1,60,1,9,2,1
1021001607,102100160705,0,3,29,3,9,2,1
1021001607,102100160708,0,4,3,3,9,2,1
1021001607,102100160702,0,2,53,1,9,2,1
1021001607,102100160704,0,3,31,3,9,2,1
102100160707,1021001607070,0,1,29,1,4,2,1
102100160707,10210016070704,0,5,14,3,4,2,1
102100160707,10210016070701,1,2,40,1,4,2,1
102100160707,10210016070703,1,3,0,3,4,2,1
1021001701,102100170107,0,5,7,3,7,3,1
1021001701,102100170105,0,3,NA,NA,7,3,1
1021001701,102100170103,1,3,25,3,7,3,1
1021001701,102100170104,1,3,14,3,7,3,1
1021001701,102100170101,1,1,45,1,7,3,1
1021001701,102100170106,0,3,4,3,7,3,1
1021001701,102100170102,0,2,26,1,7,3,1
1021001704,102100170403,0,3,14,3,5,3,1
1021001704,102100170402,1,3,16,3,5,3,1
1021001704,102100170401,0,1,34,1,5,3,1
1021001704,102100170404,1,3,6,3,5,3,1
1021001704,102100170405,0,3,3,3,5,3,1
1021001705,102100170507,1,3,11,3,7,5,1
1021001705,102100170506,0,3,3,3,7,5,1
