case_id,ea_id,wgt11,urban,regionXurban,total_consumption_monthly,total_consumption_weekly
1013000201,10130002,1329.5159912109375,0,10,108902.02887417196,25062.38527651925
1013000204,10130002,2659.031982421875,0,10,128146.91778982285,29491.346110344897
1013000206,10130002,891.62249755859375,0,10,261058.49630421732,60079.21690462463
1021000108,10210001,976.03643798828125,1,11,368620.9361527901,84833.31319315308
1021000111,10210001,478.2242736816406,1,11,308954.9436190591,71101.96118579905
1021000113,10210001,265.7405700683594,1,11,108698.4653031694,25015.537768741182
1021000201,10210002,1604.7392578125,1,11,205059.3313032655,47191.73755344713
1021000203,10210002,5807.35888671875,1,11,99379.52187447189,22870.904165542113
1021000207,10210002,774.28118896484375,1,11,151816.64168031391,34938.62515248046
1021000212,10210002,3229.330322265625,1,11,217266.17158898796,50000.98305063795
1021000213,10210002,1780.902099609375,1,11,245303.0083521355,56453.29631015275
1021000312,10210003,815.8468017578125,1,11,130229.06096376249,29970.52427594587
1021000313,10210003,3074.760986328125,1,11,162645.21589212542,37430.68064214789
1021000401,10210004,2595.420166015625,1,11,118289.14606922273,27222.708185195545
1021000402,10210004,648.85504150390625,1,11,202474.31544407958,46596.82978103376
1021000405,10210004,4758.2705078125,1,11,201587.51392056327,46392.74394649114
1021000503,10210005,654.26025390625,1,11,255134.34169674557,58715.849786995685
1021000504,10210005,366.49267578125,1,11,191580.29438161544,44089.712550064105
1021000506,10210005,732.9853515625,1,11,139611.54938907694,32129.78193348142
1021000604,10210006,802.794677734375,1,11,152818.7397452273,35169.244986172744
1021000607,10210006,567.7467041015625,1,11,435970.55412369064,100332.9516412428
1021000610,10210006,282.7587585449219,1,11,231738.20157251213,53331.53248970761
1021000612,10210006,659.78961181640625,1,11,274915.4445607748,63268.21328561859
1021000701,10210007,409.25579833984375,1,11,405007.47429555265,93207.20160680557
1021000702,10210007,275.33331298828125,1,11,116729.29247492788,26863.728172065115
1021000703,10210007,1311.604736328125,1,11,202854.13593119386,46684.24052518961
1021000705,10210007,783.30841064453125,1,11,214937.77102935288,49465.13195119643
1021000710,10210007,345.830078125,1,11,504589.7909754528,116124.77635872943
1021000711,10210007,942.3280029296875,1,11,389591.32762293227,89659.37599342827
1021000805,10210008,1905.7391357421875,1,11,202585.0339614367,46622.31020750456
1021000811,10210008,694.97216796875,1,11,205308.1365481461,47248.996843934925
1021000906,10210009,586.1514892578125,1,11,224680.31846324186,51707.25250567215
1021001003,10210010,296.56842041015625,1,11,228748.67547891597,52643.53194897862
1021001004,10210010,914.13720703125,1,11,130025.23782589551,29923.617032230573
1021001007,10210010,595.934814453125,1,11,159966.41431678593,36814.18930718776
1021001011,10210010,2829.090087890625,1,11,260018.14804109404,59839.794285397955
1021001102,10210011,1617.6790771484375,1,11,165053.73614998496,37984.9702478863
1021001105,10210011,1062.71044921875,1,11,208293.04710394755,47935.9351786824
1021001107,10210011,282.7587585449219,1,11,302216.53263349744,69551.20355513264
1021001109,10210011,599.58990478515625,1,11,255974.90862258838,58909.29533033366
1021001110,10210011,548.88128662109375,1,11,157346.92306991684,36211.34747277752
1021001202,10210012,1044.24560546875,1,11,244903.4575212377,56361.34488404034
1021001205,10210012,473.3856201171875,1,11,228646.59792753085,52620.040128418936
1021001206,10210012,645.81085205078125,1,11,146598.6371248553,33737.76928326027
1021001208,10210012,322.9054260253906,1,11,169174.58720882636,38933.33051235084
1021001210,10210012,322.9054260253906,1,11,242136.0544527923,55724.463068028104
1021001211,10210012,1271.6572265625,1,11,190689.37425209655,43884.67887192751
1021001301,10210013,1241.1309814453125,1,11,437850.6905671298,100765.64058565487
1021001302,10210013,1019.178466796875,1,11,223444.8497390989,51422.925450596464
1021001304,10210013,858.74114990234375,1,11,286231.51855790935,65872.46050916183
1021001305,10210013,2038.35693359375,1,11,136812.71003986057,31485.665466393457
1021001306,10210013,1081.70166015625,1,11,197961.65587884453,45558.29988572421
1021001308,10210013,1045.75439453125,1,11,183667.1558834679,42268.60666400043
1021001309,10210013,803.26751708984375,1,11,76825.93740110408,17680.490090785377
1021001402,10210014,2454.37939453125,1,11,224156.24669478936,51586.6442056314
1021001403,10210014,900.6669921875,1,11,235284.92600900974,54147.764980654625
1021001405,10210014,1099.3419189453125,1,11,201759.0450473155,46432.21960392399
1021001407,10210014,1281.1744384765625,1,11,234948.0391642426,54070.23485577604
1021001408,10210014,450.33349609375,1,11,165702.66489080348,38134.31275589587
1021001501,10210015,1092.8397216796875,1,11,134588.55799707823,30973.80580697265
1021001504,10210015,937.73687744140625,1,11,225261.8443709643,51841.08312846484
1021001505,10210015,483.687744140625,1,11,404527.8412070839,93096.82029087564
1021001507,10210015,282.7587585449219,1,11,237515.6267736847,54661.13174322895
1021001512,10210015,272.8602600097656,1,11,154687.09868366236,35599.223491017605
1021001701,10210017,586.07830810546875,1,11,255134.34169674557,58715.849786995685
1021001704,10210017,300.8902282714844,1,11,172982.95597779469,39809.77704277526
1021001705,10210017,623.61114501953125,1,11,150092.2650935344,34541.78231285246
