case_id,wgt11,ea_id,urban,regionXurban,total_consumption_annual,total_consumption_weekly
1021002107,632.39910888671875,10210021,1,11,292673.6859976071,5612.9196978763175
1021002201,900.59039306640625,10210022,1,11,267549.7426605329,5131.090673977854
1021002203,377.6291198730469,10210022,1,11,412867.01383905165,7917.997091817589
1021002204,900.59039306640625,10210022,1,11,106599.22546315982,2044.3685954924572
1021002205,422.00201416015625,10210022,1,11,364840.1972347689,6996.93490604023
1021002208,900.59039306640625,10210022,1,11,380307.7348680482,7293.572597821604
1021002210,953.4136962890625,10210022,1,11,345597.1912286557,6627.890975459645
1021002301,413.2899169921875,10210023,1,11,339206.40175622265,6505.327896402741
1021002308,1071.3565673828125,10210023,1,11,84477.16539500498,1620.109932500921
1021002309,1657.827880859375,10210023,1,11,45623.577062552344,874.9726628449675
1021002312,963.297119140625,10210023,1,11,337210.9150429699,6467.058290300339
1021002405,403.2396240234375,10210024,1,11,253086.67558189036,4853.716799996977
1021002407,955.8133544921875,10210024,1,11,269015.36022392864,5159.198406530226
1021002501,225.36215209960938,10210025,1,11,315341.3005818904,6047.6410496449635
1021002502,190.35101318359375,10210025,1,11,324798.1167453691,6229.004637362989
1021002508,204.3258819580078,10210025,1,11,27520.810416894667,527.7963352392766
1021002509,211.73817443847656,10210025,1,11,49343.44899507015,946.31266860065125
1021002603,766.9237060546875,10210026,1,11,312435.08407599543,5991.905393681809
1021002605,211.73817443847656,10210026,1,11,639781.8060945605,12269.787389770345
1021002610,1054.99072265625,10210026,1,11,33162.10715266029,635.9855817778367
1021002611,527.495361328125,10210026,1,11,635388.5949106484,12185.53402921605
1021002702,522.3558349609375,10210027,1,11,447552.4085057461,8583.196405140534
1021002703,198.99444580078125,10210027,1,11,130858.97580102964,2509.624055930757
1021002711,556.46087646484375,10210027,1,11,634875.3382836826,12175.690751977982
1021002801,664.09130859375,10210028,1,11,397982.4429361192,7632.539583293268
1021002802,587.88299560546875,10210028,1,11,326208.87126984075,6256.060202103236
1021002805,775.901123046875,10210028,1,11,702417.1425295168,13471.012954209202
1021002810,944.87371826171875,10210028,1,11,385460.91651026206,7392.400733489917
1021002901,274.4406433105469,10210029,1,11,561192.8985328462,10762.602943774973
1021002903,423.4763488769531,10210029,1,11,3317316.9100921275,63619.77287191626
1021002905,225.36215209960938,10210029,1,11,275296.3506811589,5279.655751164376
1021002906,204.3258819580078,10210029,1,11,329682.6033688559,6322.679718159991
1021002910,423.4763488769531,10210029,1,11,295532.9736864884,5667.755349178937
1021003103,903.385009765625,10210031,1,11,644440.8942653434,12359.139760752354
1021003109,1732.8028564453125,10210031,1,11,660504.4865158119,12667.208636346604
1021003201,1662.8692626953125,10210032,1,11,343826.2301528615,6593.927340250641
1021003203,1840.217041015625,10210032,1,11,25904.761904761905,496.80362574592004
1021003205,1733.851318359375,10210032,1,11,416673.6007994575,7991.000125414247
1021003309,595.0927734375,10210033,1,11,332418.17098062887,6375.1426557850655
1021003310,570.73016357421875,10210033,1,11,580307.4025845235,11129.18245344662
1021003403,706.21380615234375,10210034,1,11,595250.6631401645,11415.765516892714
1021003407,601.9049072265625,10210034,1,11,17006.90984578885,326.1598969789699
1033000301,411.4604187011719,10330003,0,10,338382.96437004016,6489.535947396061
1033000302,337.7063903808594,10330003,0,10,379861.7592736567,7285.019641685491
1033000303,764.47149658203125,10330003,0,10,135363.94324995455,2596.020687203474
1033000304,2540.333984375,10330003,0,10,213531.25439565044,4095.1197229237223
1033000307,910.017578125,10330003,0,10,1095894.2328892834,21017.148520224695
1033000308,388.40972900390625,10330003,0,10,34420.38237872448,660.116886160914
1033000310,737.709716796875,10330003,0,10,387146.9163721566,7424.734975644922
1033000504,1299.85546875,10330005,0,10,18083.669998566733,346.81009055826115
1033000505,761.513671875,10330005,0,10,376173.58336446376,7214.287504836976
1033000506,312.50640869140625,10330005,0,10,415589.13552694774,7970.202162423537
1033000507,304.7958068847656,10330005,0,10,365168.99812942167,7003.240676277091
1033000509,2169.9638671875,10330005,0,10,373718.23855823185,7167.198702914106
1033000511,1053.638671875,10330005,0,10,413006.3115675528,7920.66855495753
1041000203,618.34796142578125,10410002,1,11,343935.7760071572,6596.028219532976
1041000204,3236.358154296875,10410002,1,11,647701.3542902332,12421.669127666439
1041000206,4052.859375,10410002,1,11,388463.49626984075,7449.984451751223
1041000207,546.0003662109375,10410002,1,11,275456.7511645756,5282.731924650385
1041000209,568.6572265625,10410002,1,11,554108.8890451101,10626.745235016071
1041000210,440.4359130859375,10410002,1,11,50912.52058868189,976.4044509388608
1041000213,2657.59716796875,10410002,1,11,361349.24854009284,6929.98520871492
1043000401,4174.53125,10430004,0,10,21980.955647315568,421.5525509593369
1043000402,675.1427001953125,10430004,0,10,15748.634619724668,302.0285925958927
1043000403,368.9245910644531,10430004,0,10,390813.4319484917,7495.051708872351
1043000406,606.41314697265625,10430004,0,10,298251.3247026004,5719.888105535454
1043000407,316.6014404296875,10430004,0,10,491588.47262692306,9427.723615983532
1043000408,978.0587158203125,10430004,0,10,355012.1647534333,6808.45210165751
1043000409,1037.2183837890625,10430004,0,10,408830.57497138367,7840.58593969306
1043000410,441.8999328613281,10430004,0,10,202161.59934766364,3877.0715558690804
1043000601,1269.59814453125,10430006,0,10,376632.04611411603,7223.0799406499
1043000603,1120.746826171875,10430006,0,10,327955.75176818925,6289.562018044067
1043000604,816.72021484375,10430006,0,10,304688.4760553694,5843.340316495287
1043000605,346.8793029785156,10430006,0,10,389048.22845862183,7461.198493113378
1043000606,1424.6912841796875,10430006,0,10,0,0
1043000607,879.6702880859375,10430006,0,10,267593.93160893105,5131.938133215766
1043000609,1213.7274169921875,10430006,0,10,23976.442360568297,459.8221570617396
1043000610,1327.24951171875,10430006,0,10,451067.7806936374,8650.61449820047
1043000611,2254.671875,10430006,0,10,316686.2655746628,6073.4348974080585
1043000802,506.8117370605469,10430008,0,10,345597.1912286557,6627.890975459645
1043000804,706.317138671875,10430008,0,10,328183.7186957201,6293.933986277701
1043000805,743.2789306640625,10430008,0,10,300349.47607444454,5760.126622790628
1043000806,1031.1600341796875,10430008,0,10,61217.06675842668,1174.0258735026555
1043000807,1899.7657470703125,10430008,0,10,439731.31659955095,8433.202869952875
1043000808,348.2992858886719,10430008,0,10,636057.7378147607,12198.36690612599
1043000809,582.90643310546875,10430008,0,10,1227012.561803315,23531.746471200757
1043000810,834.3895263671875,10430008,0,10,377323.6496418433,7236.343569222005
1043000811,1910.070556640625,10430008,0,10,76028.41219384536,1458.0790580694147
1051000105,1263.8602294921875,10510001,1,11,3553419.955505898,68147.77623448154
1051000106,1245.990478515625,10510001,1,11,366323.2943416196,7025.377862695287
1051000109,775.23223876953125,10510001,1,11,355027.36582850793,6808.743629108721
1051000110,688.4927978515625,10510001,1,11,310709.6580359338,5958.8150330828385
1051000305,1454.02099609375,10510003,1,11,319404.61659077485,6125.567653764578
1051000309,1180.0152587890625,10510003,1,11,712869.318471054,13671.465632515246
1053000402,478.46673583984375,10530004,0,10,337550.9756811589,6473.580000812362
1053000403,514.1004638671875,10530004,0,10,354557.88552694774,6799.739897791333
1053000404,1028.200927734375,10530004,0,10,23872.617832080923,457.8310018299902
1053000406,7844.5947265625,10530004,0,10,65194.72262973499,1250.3096805532914
1053000407,810.34637451171875,10530004,0,10,23798.272858933993,456.40520790255835
1053000408,1473.3194580078125,10530004,0,10,250180.4590759954,4797.981144033822
1053000409,864.64923095703125,10530004,0,10,289727.3665546541,5556.414944532274
1053000410,1028.200927734375,10530004,0,10,332941.43627103156,6385.17787998264
1053000802,1121.1219482421875,10530008,0,10,231569.25043096484,4441.053874508702
1053000804,514.64300537109375,10530008,0,10,0,0
1053000805,649.68719482421875,10530008,0,10,388463.49626984075,7449.984451751223
1053000806,376.56549072265625,10530008,0,10,307618.58168803924,5899.534120070116
1053000807,521.822998046875,10530008,0,10,133934.56823871224,2568.6080172570555
1053000808,1204.6171875,10530008,0,10,363347.6046646773,6968.309844620669
1053000809,823.35693359375,10530008,0,10,336818.08912371047,6459.5246429465215
1053001202,752.60150146484375,10530012,0,10,62630.4869083412,1201.1325598239375
1053001203,735.4210205078125,10530012,0,10,17413.472532935622,333.95698918194404
1053001204,618.4844970703125,10530012,0,10,455582.3613522886,8737.195492389343
1053001206,309.24224853515625,10530012,0,10,328183.7186957201,6293.933986277701
1053001207,1242.4503173828125,10530012,0,10,6969.532514779446,133.66226008276965
1053001208,635.6810302734375,10530012,0,10,301092.9796646773,5774.385594972683
1053001210,1270.109619140625,10530012,0,10,67757.01200827539,1299.4494741614747
1053001503,1098.281494140625,10530015,0,10,132234.5294443525,2536.004535316101
1053001505,610.66595458984375,10530015,0,10,330695.03684718284,6342.096249557137
1053001507,552.10272216796875,10530015,0,10,475494.75596204714,9119.077011925452
1053001508,264.04473876953125,10530015,0,10,403579.2868832249,7739.876310643967
1053001509,599.79083251953125,10530015,0,10,459453.8568961512,8811.443348066277
1053001510,295.9614562988281,10530015,0,10,315258.2345483893,6046.048002514424
1053001512,577.17327880859375,10530015,0,10,395433.0287846202,7583.646711833993
1053001513,2176.157958984375,10530015,0,10,298251.3247026004,5719.888105535454
1053001902,866.9093017578125,10530019,0,10,60369.862556218955,1157.7781225697815
1053001903,699.29998779296875,10530019,0,10,414275.8763287981,7945.016370962355
1053001904,402.1465148925781,10530019,0,10,154169.36843577895,2956.672657306848
1053001905,457.7395935058594,10530019,0,10,337798.2321812591,6478.321906033905
1053001906,981.2786865234375,10530019,0,10,111109.088544754,2130.859115605742
1053001907,699.29998779296875,10530019,0,10,272313.8940217185,5222.457955350329
1053001908,355.7582092285156,10530019,0,10,361933.9807288739,6941.199250077076
1053001909,1461.15869140625,10530019,0,10,347347.4944187167,6661.458432059859
1053001910,365.5492248535156,10530019,0,10,341538.0515364979,6550.044465081085
1053002302,238.35153198242188,10530023,0,10,395329.4672339715,7581.660600012572
1053002303,944.877685546875,10530023,0,10,313999.9593223251,6021.916698131348
1053002304,570.1165771484375,10530023,0,10,24383.00504771507,467.6192492647137
1053002305,729.7392578125,10530023,0,10,352619.47403922695,6762.564884995318
1053002306,419.3686828613281,10530023,0,10,301302.25047748454,5778.399007601128
1053002307,329.70587158203125,10530023,0,10,292243.986168393,5604.678879685406
1053002308,993.53814697265625,10530023,0,10,534717.3602092133,10254.852921554617
1053002309,1127.6856689453125,10530023,0,10,351625.1892002581,6743.49640967638
1053002602,412.9885559082031,10530026,0,10,346855.4664547199,6652.022279842722
1053002603,1480.4027099609375,10530026,0,10,23466.05514493415,450.0339096270161
1053002605,914.0689697265625,10530026,0,10,633129.3292062036,12142.205648217294
1053002606,952.8321533203125,10530026,0,10,325616.7891884868,6244.705203904941
1053002607,1303.5076904296875,10530026,0,10,328261.4863605795,6295.425420864515
1053002608,1390.7880859375,10530026,0,10,20238.222888779223,388.1302807091752
1053002610,338.8673400878906,10530026,0,10,267187.3689217843,5124.141041012792
1053003002,1250.8197021484375,10530030,0,10,177556.7052538565,3405.19690047413
1053003003,1235.89892578125,10530030,0,10,325461.44047874765,6241.725913744425
1053003006,847.61273193359375,10530030,0,10,267593.93160893105,5131.938133215766
1053003008,751.9713134765625,10530030,0,10,446425.1243802331,8561.577258712567
1053003010,625.40985107421875,10530030,0,10,261294.5965597827,5011.128974509314
1053003303,364.33868408203125,10530033,0,10,374346.77902647475,7179.252903014425
1053003304,348.396240234375,10530033,0,10,265932.5163874326,5100.075377289098
1053003305,728.6773681640625,10530033,0,10,0,0
1053003307,1015.04248046875,10530033,0,10,149781.64552609506,2872.5245513210257
1053003309,421.5043640136719,10530033,0,10,53818.73709457685,1032.140106902016
1053003310,828.53466796875,10530033,0,10,342210.06385194184,6562.932371794372
1053003312,2160.7080078125,10530033,0,10,359282.5747026004,6890.350370167659
1063000301,300.5726013183594,10630003,0,10,981530.9465560568,18823.880135383002
1063000302,649.8642578125,10630003,0,10,144980.28095197445,2780.443591931368
1063000304,636.79608154296875,10630003,0,10,313999.9593223251,6021.916698131348
1063000305,1710.6273193359375,10630003,0,10,1037789.2408539318,19902.8062682778
1063000307,1636.8646240234375,10630003,0,10,270982.9616781343,5196.933226871987
1063000308,1358.82958984375,10630003,0,10,1021537.7461010738,19591.13378324614
1063000310,586.165771484375,10630003,0,10,333474.55419172294,6395.402058723341
1063000311,691.28472900390625,10630003,0,10,353402.7543685241,6777.586698706671
1063000502,243.7930450439453,10630005,0,10,333178.4037846202,6389.722462186007
1063000503,507.0226745605469,10630005,0,10,355389.874215829,6815.695844375031
1063000505,951.1112060546875,10630005,0,10,17006.90984578885,326.1598969789699
1063000508,483.8633117675781,10630005,0,10,356304.76602529624,6833.241713732163
1063000509,530.07806396484375,10630005,0,10,143139.096345392,2745.133204150904
1063000510,984.92559814453125,10630005,0,10,140904.1007534917,2702.2702773398255
1063000511,250.02317810058594,10630005,0,10,127883.28612408735,2452.556037856139
1063000701,1455.7850341796875,10630007,0,10,513975.87791637913,9857.07109115954
1063000702,308.88958740234375,10630007,0,10,293043.341425468,5620.008979666018
1063000703,761.30413818359375,10630007,0,10,329441.9939217843,6318.065290660778
1063000704,625.19915771484375,10630007,0,10,651525.4457750755,12495.007864453071
1063000706,332.0491638183594,10630007,0,10,389358.20215901086,7467.143193890993
1063000707,793.3499755859375,10630007,0,10,62254.625,1193.9242496479862
1063000709,518.7264404296875,10630007,0,10,178145.81079634724,3416.4948143685874
1063000710,1121.8544921875,10630007,0,10,459044.89496565546,8803.60024297968
1063000711,316.78326416015625,10630007,0,10,345692.96248619916,6629.727684407782
1063000902,400.9245910644531,10630009,0,10,384384.1563574842,7371.750539910626
1063000903,1041.61572265625,10630009,0,10,0,0
1063000905,859.51806640625,10630009,0,10,318571.013741431,6109.580750680553
1063000907,1027.2432861328125,10630009,0,10,298251.3247026004,5719.888105535454
1063000908,1797.0960693359375,10630009,0,10,362138.264028743,6945.117011777701
1063000909,780.41986083984375,10630009,0,10,356445.7810406499,6835.9461111387045
1063000912,1686.28759765625,10630009,0,10,124567.31125327344,2388.9620027223946
1071000101,2907.10986328125,10710001,1,11,384528.4618835807,7374.51804299919
1071000103,1490.74755859375,10710001,1,11,89025.94268022724,1707.3467523689194
1071000104,1122.72705078125,10710001,1,11,548023.022014589,10510.029983291846
1071000106,1542.0020751953125,10710001,1,11,505237.3380786297,9689.482665097958
1071000110,1434.5106201171875,10710001,1,11,317409.1298775221,6087.298047662175
1071000111,1582.199951171875,10710001,1,11,56982.42319007743,1092.8135355459488
1071000201,1356.210693359375,10710002,1,11,3484968.0660253144,66835.00034377314
1071000205,1251.886962890625,10710002,1,11,605170.5404559554,11606.009728962996
1071000208,1341.284912109375,10710002,1,11,392382.50354210346,7525.14349121056
1071000209,1458.95361328125,10710002,1,11,403620.04880821146,7740.65804614882
1071000210,710.44268798828125,10710002,1,11,1063531.3973821008,20396.491434917472
1073000801,180.1912384033203,10730008,0,10,423386.21837792726,8119.735250002153
1073000803,319.9549255371094,10730008,0,10,295912.90793982707,5675.041759117683
1073000807,180.1912384033203,10730008,0,10,15748.634619724668,302.0285925958927
1073000808,180.1912384033203,10730008,0,10,188925.16099575025,3623.2220671392065
1073000809,124.21895599365234,10730008,0,40,17006.90984578885,326.1598969789699
1073001202,2475.281982421875,10730012,0,10,27114.247729747894,519.9992430363025
1073001205,665.74908447265625,10730012,0,10,15748.634619724668,302.0285925958927
1073001206,922.1424560546875,10730012,0,10,102987.53783064766,1975.1033570204563
1073001209,448.1441955566406,10730012,0,10,368318.7810548723,7063.647468797691
1073001210,1441.52001953125,10730012,0,10,412140.27406655316,7904.059617492274
1073001601,1852.9036865234375,10730016,0,10,0,0
1073001602,584.02740478515625,10730016,0,10,82405.86262727085,1580.3863199538891
1073001604,654.39447021484375,10730016,0,10,181209.28225886755,3475.2463186497166
1073001605,515.7269287109375,10730016,0,10,385822.88544226566,7399.342603038377
1073001606,246.64791870117188,10730016,0,10,205156.91179481227,3934.515901022926
1073001608,506.8410949707031,10730016,0,10,328361.87392034155,6297.3506616311715
1073001609,493.29583740234375,10730016,0,10,331494.89316252444,6357.435958873841
1073001610,771.99871826171875,10730016,0,10,133274.7618868884,2555.954197504479
1073001611,553.5897216796875,10730016,0,10,328183.7186957201,6293.933986277701
1073002002,1928.5020751953125,10730020,0,10,380247.2940123165,7292.4134581861545
1073002003,1592.904052734375,10730020,0,10,235996.69970260042,4525.9638558874685
1073002004,495.3640441894531,10730020,0,10,318486.12489966716,6107.952745585248
1073002005,1064.7181396484375,10730020,0,10,1072651.4672020238,20571.396873934875
1073002006,2162.6103515625,10730020,0,10,11455.698092121493,219.69830753666932
1073002007,770.04742431640625,10730020,0,10,368405.02848913276,7065.301529090134
1073002008,760.86175537109375,10730020,0,10,413535.7954302779,7930.823039439683
1073002009,363.88433837890625,10730020,0,10,365510.3175803395,7009.78652840177
1073002010,533.5450439453125,10730020,0,10,321802.3410614342,6171.551408216469
1073002011,977.09619140625,10730020,0,10,36068.32365855525,691.7212377409918
1073002302,670.8790283203125,10730023,0,10,166112.94675208512,3185.7275713699846
1073002303,900.07208251953125,10730023,0,10,297729.0978788979,5709.872797136519
1073002304,397.3496398925781,10730023,0,10,124233.55175094682,2382.561135905219
1073002305,399.7528076171875,10730023,0,10,30767.80537371344,590.067467985328
1073002306,809.15692138671875,10730023,0,10,385735.4349885673,7397.6654711415395
1073002307,539.0556640625,10730023,0,10,291728.6424311695,5594.795575677466
1073002308,399.7528076171875,10730023,0,10,422145.74214238726,8095.945296103575
1073002309,969.2138671875,10730023,0,10,405786.18441558623,7782.200370589305
1081000201,1203.0909423828125,10810002,1,11,391054.81505113293,7499.680973600853
1081000202,4111.080078125,10810002,1,11,0,0
1081000203,828.91021728515625,10810002,1,11,393437.5420713675,7545.37710573159
1081000208,2055.5400390625,10810002,1,11,315577.94121885253,6052.179362981864
1081000209,1559.3646240234375,10810002,1,11,358527.67958500865,6875.872930349595
1081000211,395.43212890625,10810002,1,11,390095.3844955524,7481.280936556844
1081000214,940.42938232421875,10810002,1,11,135499.44348504193,2598.6193217065947
1081000301,885.41925048828125,10810003,1,11,283342.5662286557,5433.966725811659
1081000302,808.64013671875,10810003,1,11,78668.09624026234,1508.7031328980102
1081000303,524.41796875,10810003,1,11,383085.49554367067,7346.844717448768
1081000308,279.0804138183594,10810003,1,11,286850.90016791143,5501.2498387681735
1081000310,300.2465515136719,10810003,1,11,677119.5809259254,12985.854265107924
1083000601,850.07586669921875,10830006,0,10,86585.27902094448,1660.539506673483
1083000603,1158.156005859375,10830006,0,10,376283.1356132089,7216.388506752582
1083000604,400.35845947265625,10830006,0,10,365651.8204716337,7012.500282332686
1083000605,359.9192199707031,10830006,0,10,0,0
1083000609,1196.31640625,10830006,0,10,3481216.443839563,66763.05142908469
1083000610,386.3431701660156,10830006,0,10,367316.7197332972,7044.429855464337
1083000901,1148.55712890625,10830009,0,10,68739.3934200194,1318.28966458724
1083000902,1230.0667724609375,10830009,0,10,404326.0818584096,7754.198405273697
1083000903,391.2027587890625,10830009,0,10,311552.6707582724,5974.982399474682
1083000904,352.4738464355469,10830009,0,10,208582.17801607473,4000.2059345435737
1083000906,1057.4217529296875,10830009,0,10,364172.39901248674,6984.127817547536
1083000907,737.0030517578125,10830009,0,10,40879.52767786977,783.9908988089601
1083000908,369.3013610839844,10830009,0,10,300349.47607444454,5760.126622790628
1083000909,671.3863525390625,10830009,0,10,50986.86556182882,977.8302448662927
1083000910,426.218505859375,10830009,0,10,555861.9310370337,10660.365216580634
1083001302,350.8387145996094,10830013,0,10,341702.1030624691,6553.190658557453
1083001303,724.833251953125,10830013,0,10,174329.76235405062,3343.3103277045143
1083001304,2244.01904296875,10830013,0,10,139660.5125252886,2678.420641393445
1083001306,459.29583740234375,10830013,0,10,95952.53600638328,1840.1855212081439
1083001307,522.2373046875,10830013,0,10,351625.1892002581,6743.49640967638
1083001309,408.8890686035156,10830013,0,10,535562.7773138472,10271.066399385212
1083001310,493.0156555175781,10830013,0,10,504358.54793680017,9672.629156452105
1083001311,1815.26806640625,10830013,0,10,50839.21446408025,974.9985801331237
1083001603,571.06109619140625,10830016,0,10,262638.79240932874,5036.908071581205
1083001604,973.31292724609375,10830016,0,10,283012.2294180416,5427.631499653866
1083001606,1274.034423828125,10830016,0,10,374421.12399962166,7180.678696941857
1083001608,947.87957763671875,10830016,0,10,708460.7104364734,13586.916989909518
1083001610,714.375,10830016,0,10,553862.1452459707,10622.013162415155
1083001612,1068.4378662109375,10830016,0,10,76938.35124376236,1475.529943002021
1083001613,571.06109619140625,10830016,0,10,404893.24016348895,7765.075413268259
1083002001,1769.386962890625,10830020,0,10,48932.78495086811,938.4369202392833
1083002004,411.2164611816406,10830020,0,10,149683.2028584369,2870.6366098529484
1083002006,366.3139343261719,10830020,0,10,377727.4392928683,7244.087479913229
1083002008,656.7919921875,10830020,0,10,167885.69088002268,3219.7254020976734
1083002009,2440.101806640625,10830020,0,10,104238.51672346209,1999.0947317324383
1083002010,530.3431396484375,10830020,0,10,486270.37767966907,9325.73275956994
1083002301,582.18023681640625,10830023,0,10,441630.77139659657,8469.630768174138
1083002302,2007.7431640625,10830023,0,10,384089.4588530801,7366.098807259136
1083002304,4153.51708984375,10830023,0,10,547206.3986603597,10494.36871434286
1083002305,953.8675537109375,10830023,0,10,0,0
1083002307,473.4889221191406,10830023,0,10,328183.7186957201,6293.933986277701
