case_id,ea_id,wgt09,urban,regionXurban,total_consumption_food,purchases,home_prod,gifts_and_other,perc_tot,perc_purch,perc_home_prod,perc_gift_and_other,test
1021001301,1020013,2270.90014648438,1,1,45034.91337658591,45034.91337658591,0,0,1,1,0,0,1
1021001302,1020013,2270.90014648438,1,1,101484.34874513165,101484.34874513165,0,0,1,1,0,0,1
1021001304,1020013,1133.85571289063,1,1,74880.41365723923,72025.3410315409,2855.072625698324,0,1,0.9618715697970465,0.038128430202953395,0,0.9999999999999999
1021001305,1020013,2270.90014648438,1,1,77014.77972587619,34822.47191011236,0,42192.30781576383,1,0.4521531066382102,0,0.5478468933617899,1
1021001306,1020013,2962.62133789063,1,1,59817.531771296184,59817.531771296184,0,0,1,1,0,0,1
1021001308,1020013,2267.71142578125,1,1,37866.681476596,37866.681476596,0,0,1,1,0,0,1
1021001309,1020013,2396.9443359375,1,1,30248.438480604767,30248.438480604767,0,0,1,1,0,0,1
1021001402,1020014,5520.04833984375,1,1,94436.75922862734,87487.10122589135,0,6949.658002735978,1,0.9264093975746122,0,0.0735906024253877,0.9999999999999999
1021001403,1020014,1320.00573730469,1,1,53061.651328106884,53061.651328106884,0,0,1,1,0,0,1
1021001405,1020014,3010.93530273438,1,1,111686.75903547672,111686.75903547672,0,0,1,1,0,0,1
1021001407,NA,1505.46765136719,1,11,110426.49559097401,110426.49559097401,0,0,1,1,0,0,1
1021001408,1020014,1218.01684570313,1,1,71850.67276264304,71850.67276264304,0,0,1,1,0,0,1
1021001501,1020015,2109.02758789063,1,1,32238.50922170034,32238.50922170034,0,0,1,1,0,0,1
1021001504,1020015,2109.02758789063,1,1,0,0,0,0,NA,NA,NA,NA,NA
1021001505,1020015,1077.73718261719,1,1,297369.3321746931,285003.47851615655,0,12365.853658536585,1,0.9584158407724704,0,0.04158415922752962,1
1021001507,1020015,703.009155273438,1,1,59332.42932288044,59332.42932288044,0,0,1,1,0,0,1
1021001512,NA,1077.73718261719,1,1,55376.40985931421,55376.40985931421,0,0,1,1,0,0,1
1021001701,1020017,1817.87609863281,1,1,88526.28027812592,71067.08064048745,0,17459.199637638478,1,0.8027794731373967,0,0.19722052686260325,1
1021001704,1020017,735.387329101563,1,1,51693.97147523584,30985.98774918207,15507.983726053773,5200,1,0.599412017782886,0.2999959818038535,0.1005920004132605,1
1021001705,1020017,908.938049316406,1,1,92786.65951118316,92786.65951118316,0,0,1,1,0,0,1
1021001706,1020017,593.28759765625,1,1,124729.141243144,124729.141243144,0,0,1,1,0,0,1
1021001709,1020017,908.938049316406,1,1,78713.02988613985,49480.57197263324,0,29232.45791350661,1,0.6286198364388715,0,0.37138016356112846,1
1021001710,1020017,1846.00317382813,1,1,128407.12343137038,125862.0147357182,2545.108695652174,0,1,0.9801793808034921,0.01982061919650786,0,1
1021001711,1020017,1393.43347167969,1,1,36668.91409542503,34318.29190651949,0,2350.6221889055473,1,0.935896051276882,0,0.06410394872311806,1
1021001713,1020017,1393.43347167969,1,1,58709.18046318989,58709.18046318989,0,0,1,1,0,0,1
1021001802,1020018,1499.0791015625,1,1,135300.7631002999,135300.7631002999,0,0,1,1,0,0,1
1021001804,1020018,749.53955078125,1,1,375943.52360958495,161924.8961586046,0,214018.62745098036,1,0.4307160144797776,0,0.5692839855202224,1
1021001809,1020018,1212.84802246094,1,1,193187.37091320995,193187.37091320995,0,0,1,1,0,0,1
1021001810,1020018,1149.06994628906,1,1,230381.77979019217,230381.77979019217,0,0,1,1,0,0,1
1021001902,1020019,1581.6298828125,1,1,105981.7306270479,98844.04906280209,0,7137.68156424581,1,0.9326517738291756,0,0.06734822617082441,1
1021001907,NA,693.392639160156,1,11,68402.85597632655,68402.85597632655,0,0,1,1,0,0,1
1021001908,1020019,790.81494140625,1,1,172477.04968095478,172477.04968095478,0,0,1,1,0,0,1
1021001910,1020019,605.322143554688,1,1,61510.379206784426,57315.402037834654,0,4194.977168949772,1,0.9318004989881923,0,0.06819950101180773,1
1021002008,1020020,1203.58996582031,1,1,103401.85760174345,103401.85760174345,0,0,1,1,0,0,1
1021002010,1020020,1148.2109375,1,1,111747.22573388585,111747.22573388585,0,0,1,1,0,0,1
1021002011,1020020,1203.58996582031,1,1,212998.57613050728,212998.57613050728,0,0,1,1,0,0,1
1021002013,1020020,1570.2060546875,1,1,6160.5688908137145,6160.5688908137145,0,0,1,1,0,0,1
1021002103,NA,1147.96118164063,1,1,193309.1420006774,187395.56448578017,0,5913.577514897236,1,0.9694087022802237,0,0.0305912977197763,1
1021002106,1020021,928.771850585938,1,1,108739.95676361377,108739.95676361377,0,0,1,1,0,0,1
1021002107,1020021,839.444946289063,1,1,44008.27859674306,44008.27859674306,0,0,1,1,0,0,1
1021002201,1020022,2006.66589355469,1,1,43534.917046689494,36232.61704668949,0,7302.3,1,0.8322656732716736,0,0.16773432672832636,0.9999999999999999
1021002203,1020022,1059.02209472656,1,1,140987.59389157535,140102.96463305832,0,884.629258517034,1,0.9937254815540909,0,0.006274518445909124,1
1021002204,1020022,2006.66589355469,1,1,51174.561855414315,51174.561855414315,0,0,1,1,0,0,1
1021002205,1020022,1308.95031738281,1,1,71614.69568927691,71614.69568927691,0,0,1,1,0,0,1
1021002208,1020022,2006.66589355469,1,1,133774.78988190988,133774.78988190988,0,0,1,1,0,0,1
1021002210,1020022,1308.95031738281,1,1,144508.51207181948,143547.2186932794,0,961.2933785400877,1,0.9933478425266581,0,0.006652157473342008,1
1021002301,1020023,974.736267089844,1,1,126978.75170425235,120026.90482925235,6951.846875,0,1,0.9452518883537961,0.05474811164620381,0,1
1021002308,1020023,1204.77319335938,1,1,58104.38883172973,58104.38883172973,0,0,1,1,0,0,1
1021002309,1020023,3693.91748046875,1,1,35253.70650436553,35253.70650436553,0,0,1,1,0,0,1
1021002312,1020023,2409.54638671875,1,1,114186.1688670362,114186.1688670362,0,0,1,1,0,0,1
1021002405,1020024,778.195922851563,1,1,21310.241879268688,21310.241879268688,0,0,1,1,0,0,1
1021002407,1020024,1259.21765136719,1,1,68880.98467839557,68880.98467839557,0,0,1,1,0,0,1
1021002501,1020025,461.385955810547,1,1,139626.8812814056,139626.8812814056,0,0,1,1,0,0,1
1021002502,1020025,806.699768066406,1,1,291882.7530310499,291882.7530310499,0,0,1,1,0,0,1
1021002508,1020025,526.211120605469,1,1,154983.69090308857,154983.69090308857,0,0,1,1,0,0,1
1021002509,1020025,425.737457275391,1,1,61270.87750889336,61270.87750889336,0,0,1,1,0,0,1
1021002603,1020026,1659.3671875,1,1,49246.39248867934,49246.39248867934,0,0,1,1,0,0,1
1021002605,1020026,499.924530029297,1,1,96917.39993256461,84551.54627402802,0,12365.853658536585,1,0.8724083222709154,0,0.12759167772908456,0.9999999999999999
1021002610,1020026,1367.31750488281,1,1,58232.655253090445,32932.02752250164,11401.311725116853,13899.316005471956,1,0.565525088618622,0.19578897227963477,0.23868593910174327,1
1021002611,1020026,1367.31750488281,1,1,60663.42116385184,60663.42116385184,0,0,1,1,0,0,1
1021002702,1020027,583.495178222656,1,1,62208.13978143899,62208.13978143899,0,0,1,1,0,0,1
1021002703,1020027,552.03564453125,1,1,50955.75249291522,50955.75249291522,0,0,1,1,0,0,1
1021002711,1020027,1105.62365722656,1,1,99099.16512729507,99099.16512729507,0,0,1,1,0,0,1
1021002801,1020028,2795.44848632813,1,1,95182.31367635334,88248.98034302001,0,6933.333333333333,1,0.9271573355853839,0,0.07284266441461612,1
1021002802,1020028,1823.47387695313,1,1,100980.48368749322,100980.48368749322,0,0,1,1,0,0,1
1021002805,1020028,1823.47387695313,1,1,101030.60613358351,54862.703293710634,39102.882201516855,7065.020638356023,1,0.5430305270184236,0.38703996440261573,0.06992950857896064,1
1021002810,1020028,2795.44848632813,1,1,73565.8934349813,48769.113471259385,23443.595250346123,1353.1847133757963,1,0.662931029504349,0.31867478468219707,0.018394185813453923,1
1021002901,1020029,302.079223632813,1,1,158932.3444595255,158932.3444595255,0,0,1,1,0,0,1
1021002903,1020029,302.079223632813,1,1,61077.45703927839,61077.457039278386,0,0,1,0.9999999999999999,0,0,0.9999999999999999
1021002905,1020029,302.079223632813,1,1,19551.139542723446,9908.627590315053,0,9642.511952408391,1,0.5068056298540845,0,0.49319437014591544,1
1021002906,1020029,302.079223632813,1,1,52442.07666819286,52442.07666819286,0,0,1,1,0,0,1
1021002910,1020029,302.079223632813,1,1,82753.17313408147,82753.17313408147,0,0,1,1,0,0,1
1021003103,1020031,1652.92565917969,1,1,92489.8993347114,92489.8993347114,0,0,1,1,0,0,1
1021003109,1020031,1890.75708007813,1,1,87694.8892418331,84853.85475907447,2841.034482758621,0,1,0.9676031920751504,0.03239680792484954,0,1
1021003201,1020032,2209.591796875,1,1,136106.7351259764,123740.88146743982,0,12365.853658536585,1,0.9091459092961776,0,0.09085409070382236,0.9999999999999999
1021003203,1020032,5040.08349609375,1,1,55084.1168214998,55084.1168214998,0,0,1,1,0,0,1
1021003205,1020032,3863.31103515625,1,1,85675.46464622911,85675.46464622911,0,0,1,1,0,0,1
1021003309,1020033,1411.28344726563,1,1,148391.60175308952,99514.27722941767,0,48877.32452367185,1,0.670619334610328,0,0.32938066538967203,1
1021003310,NA,744.807739257813,1,1,205133.5857355463,205133.5857355463,0,0,1,1,0,0,1
1021003403,1020034,1272.18798828125,1,1,155542.69938423095,155542.69938423095,0,0,1,1,0,0,1
1021003407,1020034,635.200805664063,1,1,44704.1976247163,44704.1976247163,0,0,1,1,0,0,1
1033000301,1030003,1237.41711425781,0,10,17300.117624843144,6997.455855106855,10302.661769736289,0,1,0.4044744669861919,0.5955255330138081,0,1
1033000302,1030003,921.17626953125,0,10,47632.993193160495,10121.420607800726,37511.57258535977,0,1,0.21248760426951369,0.7875123957304863,0,1
1033000303,1030003,991.080383300781,0,10,37173.25744324698,19757.014112752626,17416.24333049435,0,1,0.5314846067207315,0.46851539327926844,0,1
1033000304,1030003,3402.89672851563,0,10,173049.10336653862,92388.72124317434,78110.45575584394,2549.926367520331,1,0.533887315483421,0.4513774081244252,0.014735276392153752,1
1033000307,1030003,2398.74389648438,0,10,210101.05732687443,90584.85620226941,119516.20112460504,0,1,0.4311489782811413,0.5688510217188588,0,1
1033000308,1030003,991.080383300781,0,10,34543.78058272701,31001.30936503339,3542.4712176936255,0,1,0.8974498112848432,0.10255018871515684,0,1
1033000310,1030003,955.407409667969,0,10,17271.297019965874,3829.78725777422,13441.509762191654,0,1,0.22174288667185385,0.7782571133281462,0,1
1033000504,1030005,1838.71496582031,0,10,31778.394507611603,8419.963380437335,14354.114580411679,9004.31654676259,1,0.2649587403926455,0.45169414008544584,0.2833471195219086,1
1033000505,1030005,1039.4873046875,0,10,71800.85466324673,18790.924018884725,53009.93064436201,0,1,0.2617089184664453,0.7382910815335547,0,1
1033000506,1030005,886.417846679688,0,10,59041.05753324205,16302.779540894257,42738.277992347794,0,1,0.2761261437723275,0.7238738562276725,0,1
1033000507,1030005,839.357482910156,0,10,76059.73678708936,66028.24643690368,10031.490350185686,0,1,0.8681103725317063,0.13188962746829364,0,1
1033000509,1030005,2381.4521484375,0,10,18557.975769787136,5164.118886719155,12041.172672541663,1352.6842105263158,1,0.2782695133769101,0.648840844600358,0.07288964202273185,0.9999999999999999
1033000511,1030005,2518.072265625,0,10,62224.82673611517,45606.36492008309,16618.461816032075,0,1,0.7329287570938827,0.2670712429061173,0,1
1041000203,1040002,842.069458007813,1,11,179531.02779998057,179531.02779998057,0,0,1,1,0,0,1
1041000204,1040002,1554.01574707031,1,11,0,0,0,0,NA,NA,NA,NA,NA
1041000206,NA,2205.34497070313,1,11,51509.21070638092,51509.21070638092,0,0,1,1,0,0,1
1041000207,1040002,777.007873535156,1,11,22572.02689839568,10471.658607355934,12100.368291039747,0,1,0.46392194438241663,0.5360780556175834,0,1
1041000209,1040002,777.007873535156,1,11,53297.45924904998,53297.459249049985,0,0,1,1.0000000000000002,0,0,1.0000000000000002
1041000210,1040002,650.160400390625,1,11,73531.8529118913,56859.47469904161,15476.965368812984,1195.4128440366972,1,0.7732631838772351,0.2104797411722792,0.016257074950485565,0.9999999999999999
1041000213,1040002,1684.13891601563,1,11,61375.614372528835,61375.614372528835,0,0,1,1,0,0,1
1043000401,1040004,4250.81201171875,0,10,30705.307506935074,30705.307506935074,0,0,1,1,0,0,1
1043000402,1040004,938.570495605469,0,10,77951.07846405292,56355.91841653257,2067.3972602739727,19527.762787246367,1,0.7229652177618179,0.026521727486135443,0.2505130547520466,1
1043000403,NA,1061.21081542969,0,10,116012.07021285586,80152.33476492701,32598.800753265004,3260.934694663841,1,0.6908965129047835,0.2809949059046493,0.028108581190567195,1
1043000406,1040004,1215.61010742188,0,10,50999.643598663744,15489.5430841542,11616.202465806202,23893.89804870334,1,0.3037186535272189,0.22777026751831186,0.46851107895446925,1
1043000407,1040004,856.898559570313,0,10,73290.91517103907,26634.5788980507,45964.887250642,691.4490223463687,1,0.3634090096418302,0.6271566829718759,0.009434307386293833,0.9999999999999999
1043000408,NA,1121.68737792969,0,10,72831.89507893742,71614.30887204087,0,1217.5862068965519,1,0.983282239112728,0,0.016717760887271914,1
1043000409,1040004,2856.32861328125,0,10,56944.2993903139,17271.61630147528,39672.683088838625,0,1,0.30330720522330534,0.6966927947766948,0,1
1043000410,1040004,1215.61010742188,0,10,43192.22549224376,8910.89218167022,30223.28067899459,4058.0526315789475,1,0.20630778062756672,0.6997389075129258,0.0939533118595075,1
1043000601,1040006,1906.45166015625,0,10,93043.02060621198,35762.1843193021,57280.83628690989,0,1,0.38436181549456755,0.6156381845054325,0,1
1043000603,1040006,3119.84594726563,0,10,108705.46968902647,64887.13639055615,43818.333298470316,0,1,0.5969077414060089,0.40309225859399106,0,1
1043000604,1040006,2285.94140625,0,10,25221.844882294656,18305.813394183155,6916.0314881115,0,1,0.725792006080949,0.274207993919051,0,1
1043000605,1040006,997.797485351563,0,10,65733.56234520207,59417.24608552368,6316.31625967838,0,1,0.903910330821445,0.09608966917855491,0,0.9999999999999999
1043000606,1040006,1830.87158203125,0,10,20196.658647174554,20196.658647174554,0,0,1,1,0,0,1
1043000607,1040006,1142.970703125,0,10,48523.7159874777,30608.596081323067,12617.40016289285,5297.71974326178,1,0.6307966209599877,0.2600254309902598,0.10917794804975241,0.9999999999999999
1043000609,NA,1998.40112304688,0,10,6380.839625153709,6380.839625153709,0,0,1,1,0,0,1
1043000610,1040006,1995.59497070313,0,10,48991.26940385762,5324.391962833035,43666.87744102459,0,1,0.108680424647535,0.8913195753524651,0,1
1043000611,1040006,2859.67724609375,0,10,55730.50806700052,40127.003690196776,15603.504376803741,0,1,0.7200186232279662,0.2799813767720338,0,1
1043000802,NA,1350.34106445313,0,10,38480.71889094859,38480.71889094859,0,0,1,1,0,0,1
1043000804,1040008,948.288879394531,0,10,91073.84872581185,68784.5730507553,22289.275675056557,0,1,0.7552615159357001,0.24473848406429982,0,1
1043000805,1040008,1092.509765625,0,10,137049.47817650632,102941.19892141182,34108.279255094494,0,1,0.7511243405745305,0.24887565942546944,0,0.9999999999999999
1043000806,1040008,2844.86645507813,0,10,59363.99637946991,44278.10740110856,15085.888978361349,0,1,0.7458747743004283,0.25412522569957174,0,1
1043000807,1040008,2503.826171875,0,10,48972.20597303919,40460.78688453317,8511.419088506023,0,1,0.8261989853348277,0.1738010146651723,0,1
1043000808,1040008,948.288879394531,0,10,122668.8050682403,88516.95865494062,34151.846413299674,0,1,0.7215930619500116,0.27840693804998834,0,1
1043000809,1040008,881.402893066406,0,10,91469.17363177323,51586.54268528578,39882.63094648745,0,1,0.5639773558352822,0.43602264416471787,0,1
1043000810,1040008,1183.98937988281,0,10,106057.9272148179,103398.91082137528,2659.0163934426228,0,1,0.9749286407600929,0.02507135923990713,0,1
1043000811,1040008,2070.11938476563,0,10,66476.42437128669,62401.34707483096,2647.5409836065573,1427.536312849162,1,0.938698909651105,0.03982676578420358,0.02147432456469125,0.9999999999999999
1051000105,1050001,1677.14379882813,1,11,49134.613244653825,43424.46799325718,0,5710.145251396648,1,0.8837856884521637,0,0.11621431154783639,1
1051000106,1050001,1758.03356933594,1,11,68035.7480695698,0,0,68035.7480695698,1,0,0,1,1
1051000109,1050001,838.571899414063,1,11,124453.63175875093,124453.63175875093,0,0,1,1,0,0,1
1051000110,1050001,877.782531738281,1,11,229047.5500808311,137867.948984933,91179.6010958981,0,1,0.6019184616306931,0.3980815383693069,0,1
1051000305,1050003,1772.39392089844,1,11,56738.9385173554,44373.08485881881,0,12365.853658536585,1,0.7820570144301501,0,0.21794298556984987,1
1051000309,1050003,1635.45166015625,1,11,68027.89438539339,37929.03041043855,30098.86397495484,0,1,0.5575511450576733,0.44244885494232666,0,1
1053000402,1050004,1202.38427734375,0,10,79860.27615903401,54570.03404483379,0,25290.242114200217,1,0.6833188747827875,0,0.3166811252172125,1
1053000403,1050004,1270.90600585938,0,10,22697.9952874081,5987.037036247781,16710.95825116032,0,1,0.2637694193006172,0.7362305806993827,0,1
1053000404,1050004,1202.38427734375,0,10,36871.77910837902,19969.84912749968,16901.929980879344,0,1,0.5416025375071088,0.45839746249289126,0,1
1053000406,NA,NA,0,10,0,0,0,0,NA,NA,NA,NA,NA
1053000407,1050004,1063.42907714844,0,10,32141.70650802797,32141.70650802797,0,0,1,1,0,0,1
1053000408,1050004,1941.78454589844,0,10,52965.08082919389,25036.48444246491,27928.59638672898,0,1,0.472697937027692,0.527302062972308,0,1
1053000409,1050004,1270.90600585938,0,10,30748.482589703934,586.0286295330462,30162.453960170886,0,1,0.019058782098381553,0.9809412179016184,0,0.9999999999999999
1053000410,1050004,1202.38427734375,0,10,63515.880758814645,58197.8479719294,5318.0327868852455,0,1,0.9162723916703742,0.08372760832962575,0,1
1053000802,1050008,2873.68212890625,0,10,57699.52177079347,9574.451243178168,48125.07052761531,0,1,0.1659364055253677,0.8340635944746324,0,1
1053000804,1050008,1980.04992675781,0,10,29491.148861215923,8332.923369772398,21158.225491443525,0,1,0.2825567565708198,0.7174432434291802,0,1
1053000805,1050008,944.472351074219,0,10,35893.02180009607,20390.19323103278,15502.82856906329,0,1,0.5680823794829726,0.43191762051702753,0,1
1053000806,1050008,988.634826660156,0,10,57837.148569646466,6913.796861184184,50923.35170846228,0,1,0.11953903385915911,0.8804609661408409,0,1
1053000807,1050008,1291.58850097656,0,10,69879.44796115873,16099.414804317586,28342.60796825914,25437.425188582005,1,0.23038840852415096,0.40559290027609957,0.3640186911997495,1
1053000808,1050008,3114.3056640625,0,10,170448.35991001764,24273.211266184473,140879.52037158186,5295.628272251309,1,0.1424080072052244,0.826523179489403,0.03106881330537269,1
1053000809,1050008,1132.47485351563,0,10,22403.058754332273,5490.679098430726,16912.379655901546,0,1,0.2450861357210406,0.7549138642789593,0,1
1053001202,1050012,914.040588378906,0,10,40212.329302391445,36241.01782698161,3971.311475409836,0,1,0.9012414464840847,0.09875855351591534,0,1
1053001203,1050012,1042.46398925781,0,10,43182.05963445189,19247.05235566991,23935.00727878198,0,1,0.44571872019541325,0.5542812798045867,0,1
1053001204,1050012,797.944702148438,0,10,51146.54678028257,3392.4401798747585,47754.10660040782,0,1,0.06632784407612388,0.9336721559238762,0,1
1053001206,1050012,732.079528808594,0,10,31995.05717203299,17833.56960195194,14161.487570081052,0,1,0.5573851456511956,0.44261485434880443,0,1
1053001207,1050012,1595.88940429688,0,10,21757.042797928643,13587.87331721324,6845.398988912126,1323.7704918032787,1,0.6245275814094946,0.3146291089505893,0.060843309639916084,1
1053001208,1050012,762.300354003906,0,10,58395.2239948712,32730.082997647827,25665.140997223378,0,1,0.5604924642556809,0.43950753574431917,0,1
1053001210,1050012,1686.83630371094,0,10,8742.634255201654,8742.634255201654,0,0,1,1,0,0,1
1053001503,1050015,1497.91442871094,0,10,126787.92633577318,23316.69688255053,102118.54524269633,1352.6842105263158,1,0.18390313302230993,0.8054279945572673,0.010668872420422703,1
1053001505,1050015,776.788818359375,0,10,79274.14389777956,47376.917275325584,20051.914122453974,11845.3125,1,0.5976339187770477,0.25294393779023355,0.1494221434327187,1
1053001507,1050015,776.788818359375,0,10,144391.10687088742,11098.92238138455,133292.18448950286,0,1,0.07686707735614948,0.9231329226438505,0,1
1053001508,1050015,748.957214355469,0,10,122428.76281047626,94141.6540666425,28287.108743833756,0,1,0.7689504647888737,0.23104953521112623,0,1
1053001509,1050015,805.79248046875,0,10,44611.68015282501,34618.92596288087,9992.754189944133,0,1,0.7760058765840643,0.2239941234159357,0,1
1053001510,1050015,805.79248046875,0,10,81947.36170706933,42873.2533231844,39074.10838388492,0,1,0.5231803981248351,0.4768196018751648,0,0.9999999999999999
1053001512,1050015,1678.11254882813,0,10,52729.141247654894,18917.824030444575,33811.317217210315,0,1,0.35877360379514883,0.6412263962048511,0,1
1053001513,1050015,2600.38061523438,0,10,65860.24735384008,24212.483841542347,13174.387394729692,28473.37611756805,1,0.3676342682325289,0.20003549825662081,0.43233023351085037,1
1053001902,1050019,1182.19128417969,0,10,29783.65399206607,14511.363434612362,13702.896122101825,1569.394435351882,1,0.4872257594208547,0.4600810943396024,0.05269314623954287,1
1053001903,1050019,1978.39404296875,0,10,45742.3309189825,39324.97613250203,6417.35478648047,0,1,0.85970643258546,0.14029356741454002,0,1
1053001904,1050019,1118.45263671875,0,10,78711.609060838,13944.521909029656,64767.087151808344,0,1,0.17715966012398013,0.8228403398760198,0,0.9999999999999999
1053001905,1050019,1281.18041992188,0,10,54762.8314373165,23782.91613123982,21882.285995731847,9097.629310344828,1,0.4342893803521208,0.3995828086569829,0.16612781099089627,0.9999999999999999
1053001906,1050019,953.755187988281,0,10,10955.583902054588,1138.7204159894004,9816.863486065187,0,1,0.10393972846813278,0.8960602715318672,0,1
1053001907,1050019,953.755187988281,0,10,50823.98082103147,8418.191348602944,42405.78947242853,0,1,0.16563423825942047,0.8343657617405795,0,1
1053001908,1050019,989.197021484375,0,10,52778.752223382966,30859.953558317397,21319.516212358463,599.2824527071102,1,0.5847041140287754,0.4039412701938247,0.011354615777400013,1.0000000000000002
1053001909,1050019,1907.51037597656,0,10,31791.782683817175,18626.20318041016,13165.57950340701,0,1,0.5858810550404074,0.4141189449595925,0,1
