case_id,ea_id,wgt10,urban,regionXurban,total_consumption_annual,total_consumption_weekly
1021002106,1020021,642.610534667969,1,11,407306.3438140187,7811.354110879585
1021002107,1020021,1153.81848144531,1,11,638882.5580351666,12252.541537521467
1021002201,1020022,2671.95751953125,1,11,393041.3522409679,7537.778945016977
1021002203,1020022,596.263061523438,1,11,261856.09489799666,5021.897435200077
1021002204,1020022,2671.95751953125,1,11,113172.73120095948,2170.4358219123287
1021002205,1020022,1215.87658691406,1,11,358782.74003541673,6880.7645003633625
1021002208,1020022,2671.95751953125,1,11,84370.5445899888,1618.0651500510098
1021002210,1020022,1417.61218261719,1,11,62822.42474312158,1204.8135591933694
1021002301,1020023,1307.13195800781,1,11,159312.28964686746,3055.3040175944984
1021002308,1020023,1606.29504394531,1,11,88486.45941202491,1697.0004984771629
1021002309,1020023,4918.6015625,1,11,57370.15220797193,1100.2494341118215
1021002312,1020023,2864.48706054688,1,11,276961.18859436986,5311.584147750427
1021002405,1020024,1209.69812011719,1,11,346608.19567760685,6647.280100815468
1021002407,1020024,1417.958984375,1,11,379737.2412961666,7282.631625809681
1021002501,1020025,516.250305175781,1,11,426549.3498201319,8180.398041460171
1021002502,1020025,569.894287109375,1,11,60276.35488240818,1155.984824814139
1021002508,1020025,603.928955078125,1,11,240970.74550412715,4621.3565098678355
1021002509,1020025,450.540863037109,1,11,45217.014375405575,867.1755706419934
1021002603,1020026,2296.20849609375,1,11,304823.9905183817,5845.939223862705
1021002605,1020026,514.597412109375,1,11,423056.81330361916,8113.417892758839
1021002610,1020026,1536.00268554688,1,11,18654.85112561963,357.76424855904776
1021002611,1020026,1569.26123046875,1,11,319162.1054295993,6120.9167550379725
1021002702,1020027,618.804260253906,1,11,629671.045518889,12075.882403053629
1021002703,1020027,574.642578125,1,11,351981.9915546541,6750.339194180259
1021002711,1020027,827.715759277344,1,11,373292.826856399,7159.040122778057
1021002801,1020028,1993.861328125,1,11,411052.4284928405,7883.196826810814
1021002802,1020028,1756.9287109375,1,11,437551.3935932611,8391.396129657274
1021002805,1020028,2167.75952148438,1,11,553140.3351110274,10608.170229078869
1021002810,1020028,1417.28625488281,1,11,513526.39991411346,9848.450965561027
1021002901,1020029,454.9462890625,1,11,340003.6275627779,6520.617157608499
1021002903,1020029,347.923431396484,1,11,334925.28428296867,6423.224278126836
1021002905,1020029,347.923431396484,1,11,250180.4590759954,4797.981144033822
1021002906,1020029,347.923431396484,1,11,364246.74398563366,6985.553611474968
1021002910,1020029,347.923431396484,1,11,323071.06590066117,6195.8831161286735
1021003103,1020031,2704.66577148438,1,11,4095712.160348854,78547.90014105198
1021003109,1020031,2115.5908203125,1,11,662014.1770482761,12696.161603875891
1021003201,1020032,2472.33911132813,1,11,88804.99907011069,1703.109477886535
1021003203,1020032,5468.294921875,1,11,124286.86868474676,2383.58365238782
1021003205,1020032,5144.1552734375,1,11,366908.0265304007,7036.591904057443
1021003309,1020033,1668.81823730469,1,11,395372.52921691525,7582.486446215556
1021003310,1020033,819.41943359375,1,11,408907.9658812937,7842.070148842885
1021003403,1020034,986.531494140625,1,11,324721.87659182365,6227.542497512098
1021003407,1020034,438.839630126953,1,11,17006.90984578885,326.1598969789699
1033000301,1030003,1091.03820800781,0,10,63523.349839226954,1218.2559575601906
1033000302,1030003,894.939208984375,0,10,303856.4873664881,5827.384369911587
1033000303,1030003,982.549621582031,0,10,378922.53132302547,7267.007051838458
1033000304,1030003,3319.36767578125,0,10,171508.50706205526,3289.2040647953577
1033000307,1030003,1186.35131835938,0,10,380177.3838573771,7291.072715562152
1033000308,1030003,1004.04010009766,0,10,75975.34190214881,1457.0612717090855
1033000310,1030003,936.103942871094,0,10,312435.08407599543,5991.905393681809
1033000504,1030005,1769.48327636719,0,10,17006.90984578885,326.1598969789699
1033000505,1030005,973.703491210938,0,10,656370.2333534744,12587.921593742161
1033000506,1030005,838.908569335938,0,10,395196.06127103156,7579.102129630625
1033000507,1030005,408.821380615234,0,10,386140.1167723283,7405.426491226763
1033000509,1030005,2624.61499023438,0,10,378033.7037674343,7249.961044857038
1033000511,1030005,1317.91271972656,0,10,981679.0218668878,18826.719935709087
1041000203,1040002,1287.80810546875,1,11,394922.64156898606,7573.858464399269
1041000204,1040002,2773.55419921875,1,11,19913.12635168381,381.895552942125
1041000206,1040002,3468.42333984375,1,11,314176.00722557865,6025.292959104634
1041000207,1040002,905.854614257813,1,11,129114.64315904357,2476.1711029859807
1041000209,1040002,957.67724609375,1,11,384207.83641579904,7368.369061762225
1041000210,1040002,743.039794921875,1,11,398860.58361400565,7649.380636466923
1041000213,1040002,2121.09545898438,1,11,365711.23997367726,7013.63983436423
1043000401,1040004,5221.86962890625,0,10,36984.61810011826,709.2940068902677
1043000402,1040004,902.833129882813,0,10,479349.2016904917,9192.997884858862
1043000403,1040004,962.227844238281,0,10,565713.7030918573,10849.303300429958
1043000406,1040004,1562.01806640625,0,10,33162.10715266029,635.9855817778367
1043000407,1040004,817.147766113281,0,10,331862.94992410816,6364.49458131196
1043000408,1040004,1253.12048339844,0,10,23628.896927146347,453.1569025394147
1043000409,1040004,1375.0244140625,0,10,396122.32289734227,7596.8660502577395
1043000410,1040004,1154.18054199219,0,10,426029.64782058424,8170.431154343744
1043000601,1040006,1684.60595703125,0,10,401892.17408376554,7707.520724482039
1043000603,1040006,1408.58410644531,0,10,459365.11664021114,8809.741480237393
1043000604,1040006,1978.76477050781,0,10,408397.6120794438,7832.282542220427
1043000605,1040006,915.383422851563,0,10,180716.45786044752,3465.7948923485887
1043000606,1040006,1899.23681640625,0,10,17006.90984578885,326.1598969789699
1043000607,1040006,1169.10546875,0,10,48914.16446409746,938.0798150331121
1043000609,1040006,1468.6787109375,0,10,17006.90984578885,326.1598969789699
1043000610,1040006,1885.87841796875,0,10,592835.4637162171,11369.446626368732
1043000611,1040006,2820.20385742188,0,10,376776.282478602,7225.846117351484
1043000802,1040008,1351.62854003906,0,10,29177.312433649415,559.5648653267085
1043000804,1040008,962.849853515625,0,10,357702.21330842975,6860.042071118265
1043000805,1040008,976.779235839844,0,10,367416.50628583936,7046.343570065765
1043000806,1040008,1359.35046386719,0,10,388463.49626984075,7449.984451751223
1043000807,1040008,2476.64404296875,0,10,76028.41219384536,1458.0790580694147
1043000808,1040008,920.103271484375,0,10,430102.27861338225,8248.536398145063
1043000809,1040008,782.781311035156,0,10,375679.39922568586,7204.810001324934
1043000810,1040008,1103.65270996094,0,10,437530.1210913623,8390.98816388979
1043000811,1040008,2403.037109375,0,10,76923.11808301546,1475.2378002091843
1051000105,1050001,2099.58325195313,1,11,387549.5776785256,7432.457246850779
1051000106,1050001,1067.55493164063,1,11,388490.15600789874,7450.495734370895
1051000109,1050001,1288.12976074219,1,11,443324.6560466194,8502.116225435648
1051000110,1050001,1153.67797851563,1,11,3257303.612922942,62468.83298927105
1051000305,1050003,2626.7998046875,1,11,639530.3304683246,12264.964569805426
1051000309,1050003,2072.94116210938,1,11,52186.54689018502,1000.8378307247631
1053000402,1050004,1228.69543457031,0,10,389559.3530697096,7471.000882377944
1053000403,1050004,1372.60571289063,0,10,434555.05116055656,8333.932031356864
1053000404,1050004,1323.12158203125,0,10,28869.170625057115,553.6552967186134
1053000406,1050004,1883.18664550781,0,10,28121.04732957614,539.3077274544614
1053000407,1050004,1079.83752441406,0,10,346855.4664547199,6652.022279842722
1053000408,1050004,1891.54919433594,0,10,159413.18879534298,3057.2390696510124
1053000409,1050004,1136.27783203125,0,10,285167.2143918636,5468.9599763393035
1053000410,1050004,1307.72192382813,0,10,429678.8771202048,8240.416369953715
1053000802,1050008,1588.33435058594,0,10,438409.58107949444,8407.854518902386
1053000804,1050008,1361.11547851563,0,10,394922.64156898606,7573.858464399269
1053000805,1050008,873.247741699219,0,10,29932.393993119636,574.0458807422461
1053000806,1050008,1025.83996582031,0,10,344010.1209803042,6597.4540134604085
1053000807,1050008,1402.73034667969,0,10,385325.69090066117,7389.80736577666
1053000808,1050008,3103.63842773438,0,10,170979.30730080412,3279.0550288343243
1053000809,1050008,1075.24621582031,0,10,357035.8595370683,6847.262684422532
1053001202,1050012,891.60400390625,0,10,346008.4771048886,6635.778649366157
1053001203,1050012,959.751403808594,0,10,27114.247729747894,519.9992430363025
1053001204,1050012,815.405578613281,0,10,334259.5483575954,6410.4567405315975
1053001206,1050012,815.405578613281,0,10,533069.4189293826,10223.24856997454
1053001207,1050012,1564.34423828125,0,10,34083.78024452734,653.6615031190721
1053001208,1050012,852.020446777344,0,10,235996.69970260042,4525.9638558874685
1053001210,1050012,1630.81115722656,0,10,16336.789500218249,313.3082746174308
1053001503,1050015,1417.63073730469,0,10,174230.9420835087,3341.4151445376933
1053001505,1050015,796.368408203125,0,10,180786.41841339716,3467.136601509721
1053001507,1050015,741.4189453125,0,10,345597.1912286557,6627.890975459645
1053001508,1050015,714.353210449219,0,10,345473.04561908706,6625.510100886047
1053001509,1050015,770.056762695313,0,10,489160.548891579,9381.16069758312
1053001510,1050015,805.746398925781,0,10,347499.0073780714,6664.364159888264
1053001512,1050015,1551.5625,0,10,382371.56220775656,7333.152846003395
1053001513,1050015,2627.84423828125,0,10,393012.435257794,7537.224372767317
1053001902,1050019,1129.62475585938,0,10,110383.55187987848,2116.9447145760414
1053001903,1050019,1903.90344238281,0,10,259654.61414545032,4979.677258697554
1053001904,1050019,1056.9609375,0,10,140315.9458729981,2690.990595318287
1053001905,1050019,1204.837890625,0,10,148928.1212989667,2856.155594437411
1053001906,1050019,1071.94995117188,0,10,331413.43185526074,6355.873687313292
1053001907,1050019,917.754821777344,0,10,321402.12483489094,6163.876028949907
1053001908,1050019,926.59033203125,0,10,383601.57862889546,7356.7422007326695
1053001909,1050019,1875.00366210938,0,10,377778.9924337411,7245.076170231957
1053001910,1050019,969.210815429688,0,10,362437.0941138055,6950.84799939638
1053002302,1050023,650.161376953125,0,10,435741.55482108815,8356.686894832546
1053002303,1050023,1267.36047363281,0,10,332671.7070813249,6380.004991696368
1053002304,1050023,1465.50354003906,0,10,33843.21642658384,649.0479506989803
1053002305,1050023,1887.84826660156,0,10,366101.394991495,7021.122258953479
1053002306,1050023,1118.97058105469,0,10,395743.42843427276,7589.599581501145
1053002307,1050023,876.189147949219,0,10,312435.08407599543,5991.905393681809
1053002308,1050023,1300.32275390625,0,10,398222.57825931505,7637.144918006321
1053002309,1050023,1497.55737304688,0,10,267593.93160893105,5131.938133215766
1053002602,1050026,1098.49694824219,0,10,343935.7760071572,6596.028219532976
1053002603,1050026,1902.357421875,0,10,17006.90984578885,326.1598969789699
1053002605,1050026,1224.31359863281,0,10,342261.3549065318,6563.916035801101
1053002606,1050026,1269.06311035156,0,10,28950.488162095015,555.2148110421066
1053002607,1050026,1764.1572265625,0,10,338294.47927139164,6487.8389729944165
1053002608,1050026,1834.97302246094,0,10,314325.5210516105,6028.160347391964
1053002610,1050026,889.899719238281,0,10,31597.23190633059,605.9742773282975
1053003002,1050030,1671.81591796875,0,10,368988.90140044293,7076.4990911592295
1053003003,1050030,1658.85571289063,0,10,303914.3073288084,5828.493245840532
1053003006,1050030,971.235412597656,0,10,135616.44665824817,2600.86321805609
1053003008,1050030,992.133056640625,0,10,281755.4959803042,5403.529763812422
1053003010,1050030,1686.63940429688,0,10,369063.24637358985,7077.924885086661
1053003303,1050033,976.666015625,0,10,601563.3296359559,11536.830347164614
1053003304,1050033,923.815734863281,0,10,302737.49027994246,5805.924152989354
1053003305,1050033,1989.62341308594,0,10,379861.7592736567,7285.019641685491
1053003307,1050033,1305.77014160156,0,10,348238.06182354427,6678.537806011106
1053003309,1050033,1089.66687011719,0,10,119393.17451322859,2289.731988487563
1053003310,1050033,1100.15734863281,0,10,375636.82923145,7203.99359052131
1053003312,1050033,2878.41284179688,0,10,154598.1479140512,2964.8958249327175
1063000301,1060003,817.562805175781,0,10,144638.72034364025,2773.8931148701904
1063000302,1060003,1705.75158691406,0,10,328361.87392034155,6297.3506616311715
1063000304,1060003,808.047302246094,0,10,298251.3247026004,5719.888105535454
1063000305,1060003,1869.62097167969,0,10,680054.2502380947,13042.135591298496
1063000307,1060003,2049.27026367188,0,10,76383.71193487365,1464.8930253322055
1063000308,1060003,1801.38879394531,0,10,379111.7719685817,7270.636324294097
1063000310,1060003,787.158264160156,0,10,345157.02754380985,6619.449480596382
1063000311,1060003,925.248046875,0,10,357618.69654545083,6858.440379861228
1063000502,1060005,654.450622558594,0,10,554890.2140106403,10641.729548602441
1063000503,1060005,1343.63598632813,0,10,169583.2237295693,3252.2808248256674
1063000505,1060005,1295.38452148438,0,10,27114.247729747894,519.9992430363025
1063000508,1060005,637.860778808594,0,10,300527.631299066,5763.543298144099
1063000509,1060005,702.719665527344,0,10,316101.53338588175,6062.220856045905
1063000510,1060005,1299.76831054688,0,10,72934.79577306392,1398.7494313327638
1063000511,1060005,654.450622558594,0,10,60647.84834006248,1163.109356488357
1063000701,1060007,1594.38000488281,0,10,400673.4905534969,7684.148712853435
1063000702,1060007,836.097412109375,0,10,447334.0265575548,8579.008258418406
1063000703,1060007,1049.36926269531,0,10,300349.47607444454,5760.126622790628
1063000704,1060007,1598.66088867188,0,10,1210442.7909550709,23213.97006138656
1063000706,1060007,883.889343261719,0,10,1066739.4660381882,20458.01603590958
1063000707,1060007,1049.36926269531,0,10,312435.08407599543,5991.905393681809
1063000709,1060007,1415.89880371094,0,10,43000.57897168149,824.6685926257495
1063000710,1060007,1528.0625,0,10,323697.7790844696,6207.90227241984
1063000711,1060007,829.615783691406,0,10,420952.7652293734,8073.066288066543
1063000902,1060009,531.49951171875,0,10,261294.5965597827,5011.128974509314
1063000903,1060009,1280.79724121094,0,10,4486.165577342048,86.0360474538997
1063000905,1060009,1154.2470703125,0,10,325702.251686606,6246.344210628377
1063000907,1060009,1292.15356445313,0,10,279222.63763688045,5354.954400983767
1063000908,1060009,2434.35717773438,0,10,365072.0490758922,7001.381379461966
1063000909,1060009,2087.21899414063,0,10,345597.1912286557,6627.890975459645
1063000912,1060009,2265.54663085938,0,10,298251.3247026004,5719.888105535454
1071000101,1070001,2024.53918457031,1,11,374399.34783215536,7180.26107183525
1071000103,1070001,2209.50830078125,1,11,70248.48098822506,1347.2310684190522
1071000104,1070001,1923.88757324219,1,11,401413.8741859752,7698.347850232519
1071000106,1070001,1262.82312011719,1,11,660028.4116244338,12658.078433450597
1071000110,1070001,1218.28674316406,1,11,613050.836908937,11757.138693752835
1071000111,1070001,1650.10571289063,1,11,50343.53947533976,965.4924849795306
1071000201,1070002,1038.97692871094,1,11,347594.8754244707,6666.202725060933
1071000205,1070002,1985.70104980469,1,11,620511.8315810277,11900.226254966215
1071000208,1070002,1102.857421875,1,11,371141.9315272662,7117.790077630307
1071000209,1070002,1167.43725585938,1,11,450676.6274760383,8643.11293005482
1071000210,1070002,1178.67651367188,1,11,365071.78609805356,7001.376336051639
1073000801,1070008,308.118103027344,0,10,295532.9736864884,5667.755349178937
1073000803,1070008,400.855346679688,0,10,141249.4798387312,2708.893985460928
1073000807,1070008,308.118103027344,0,10,94131.17883950305,1805.2553856751058
1073000808,1070008,315.567047119141,0,10,307945.77198408917,5905.809002116285
1073000809,1070008,627.136108398438,0,40,17006.90984578885,326.1598969789699
1073001202,1070012,5716.1318359375,0,10,37729.590267040236,723.5811435552296
1073001205,1070012,1496.56408691406,0,10,197785.54601939363,3793.1472500624945
1073001206,1070012,2455.15478515625,0,10,61031.25,1170.4622646322048
1073001209,1070012,1193.23107910156,0,10,152589.41936433187,2926.3722658161037
1073001210,1070012,1879.24877929688,0,10,487321.85964371014,9345.898165994542
1073001601,1070016,2471.87231445313,0,10,17006.90984578885,326.1598969789699
1073001602,1070016,1294.92053222656,0,10,47196.9692549898,905.1473059780343
1073001604,1070016,858.861755371094,0,10,354225.6535359351,6793.36832571008
1073001605,1070016,654.216186523438,0,10,702084.4422704845,13464.632401645873
1073001606,1070016,654.216186523438,0,10,249518.75838828977,4785.290994553996
1073001608,1070016,679.485778808594,0,10,86585.27902094448,1660.539506673483
1073001609,1070016,654.216186523438,0,10,403843.3828106753,7744.941163769599
1073001610,1070016,992.21923828125,0,10,719209.9999090375,13793.067735621666
1073001611,1070016,702.468017578125,0,10,105454.18660373021,2022.4089473368015
1073002002,1070020,2584.82299804688,0,10,134907.361403688,2587.2643235083
1073002003,1070020,2138.34423828125,0,10,302737.49027994246,5805.924152989354
1073002004,1070020,1331.92578125,0,10,240482.8652799425,4611.999903341368
1073002005,1070020,1398.02136230469,0,10,502737.1523585026,9641.533900489974
1073002006,1070020,2858.54321289063,0,10,67238.36031468675,1289.5027298979526
1073002007,1070020,2059.48852539063,0,10,362604.10107444454,6954.0508724386145
1073002008,1070020,993.190673828125,0,10,1001225.1892848157,19201.57792044425
1073002009,1070020,976.830078125,0,10,316921.24965333747,6077.941441135708
1073002010,1070020,1282.39245605469,0,10,362604.10107444454,6954.0508724386145
1073002011,1070020,1316.42358398438,0,10,42529.364138099096,815.6315963124979
1073002302,1070023,1726.201171875,0,10,393437.5420713675,7545.37710573159
1073002303,1070023,1157.86999511719,0,10,98154.49724699552,1882.414912549782
1073002304,1070023,514.161193847656,0,10,25624.383640399075,491.4265086418174
1073002305,1070023,1092.61767578125,0,10,462830.756695043,8876.205806414206
1073002306,1070023,533.344848632813,0,10,328187.1413874326,6293.999626937084
1073002307,1070023,1388.85083007813,0,10,134925.87383725613,2587.619356461386
1073002308,1070023,1074.61926269531,0,10,430266.302663031,8251.682064678289
1073002309,1070023,1206.35412597656,0,10,3543138.3100317107,67950.59400331533
1081000201,1080002,1931.02392578125,1,11,66349.68017551625,1272.4595500806101
1081000202,1080002,3422.35522460938,1,11,487480.84047828283,9348.94711333983
1081000203,1080002,624.28076171875,1,11,318974.0051238518,6117.309352111714
1081000208,1080002,1900.27856445313,1,11,235996.69970260042,4525.9638558874685
1081000209,1080002,1021.75482177734,1,11,59536.27398388794,1141.7914932914678
1081000211,1080002,646.939025878906,1,11,417411.0461796856,8005.142912753264
1081000214,1080002,798.364929199219,1,11,603930.5954261019,11582.229962570176
1081000301,1080003,751.964294433594,1,11,407554.89216598345,7816.120791341009
1081000302,1080003,644.954772949219,1,11,385325.69090066117,7389.80736577666
1081000303,1080003,444.235656738281,1,11,353999.52144638996,6789.031546148216
1081000308,1080003,384.168365478516,1,11,343935.7760071572,6596.028219532976
1081000310,1080003,503.997039794922,1,11,376527.1829233634,7221.06886586895
1083000601,1080006,2290.03173828125,0,10,530058.0249719729,10165.49581231204
1083000603,1080006,1558.08044433594,0,10,250180.4590759954,4797.981144033822
1083000604,1080006,1008.95233154297,0,10,346588.5114784687,6646.902595647203
1083000605,1080006,982.072448730469,0,10,48755.40556509417,935.0351239861827
1083000609,1080006,1606.68005371094,0,10,369639.2692124335,7088.971897829031
1083000610,1080006,964.158996582031,0,10,650280.8958183876,12471.139784399775
1083000901,1080009,1820.91528320313,1,11,317426.346473183,6087.62822893073
1083000902,1080009,3079.96044921875,0,10,452948.4728896511,8686.68256573673
1083000903,1080009,1026.65356445313,0,10,282936.0035415089,5426.169633608684
1083000904,1080009,938.032043457031,0,10,361423.5935132398,6931.411002642352
1083000906,1080009,1407.04821777344,0,10,66661.15520840656,1278.4330435347536
1083000907,1080009,947.245361328125,0,10,77608.2857315548,1488.37800096801
1083000908,1080009,975.526184082031,0,10,198923.53564133498,3814.9717073696183
1083000909,1080009,893.862915039063,0,10,58614.93966090974,1124.1220688874707
1083000910,1080009,1146.00842285156,0,10,395433.0287846202,7583.646711833993
1083001302,1080013,930.574951171875,0,10,79122.62511829862,1517.4201246018845
1083001303,1080013,980.983703613281,0,10,50779.94010552551,973.8618116751844
1083001304,1080013,1442.08142089844,0,10,300523.9985513352,5763.473629013352
1083001306,1080013,1231.21301269531,0,10,286248.78273455065,5489.702381774814
1083001307,1080013,1361.59240722656,0,10,44864.39951694116,860.4130942748664
1083001309,1080013,1089.67565917969,0,10,326461.42923221714,6260.903779198478
1083001310,1080013,1361.59240722656,0,10,112441.2515246282,2156.407445326708
1083001311,1080013,2462.42602539063,0,10,15775.088070335001,302.53591901815514
1083001603,1080016,1529.77026367188,0,10,333178.4037846202,6389.722462186007
1083001604,1080016,1295.95690917969,0,10,250180.4590759954,4797.981144033822
1083001606,1080016,3011.89892578125,0,10,137968.13946924254,2645.9641736038748
1083001608,1080016,1911.47375488281,0,20,499769.4818339213,9584.619674370015
1083001610,1080016,1816.72436523438,0,10,315816.2170327828,6056.749035875339
1083001612,1080016,2845.10205078125,0,10,84833.88240701388,1626.951080301577
1083001613,1080016,1529.77026367188,0,10,312435.08407599543,5991.905393681809
1083002001,1080020,2332.64868164063,0,10,173727.82869857713,3331.766395218389
1083002004,1080020,1108.04870605469,0,10,312435.08407599543,5991.905393681809
1083002006,1080020,972.051147460938,0,10,313120.9686963146,6005.059344583604
1083002008,1080020,1748.86511230469,0,10,347343.6586683322,6661.384869727748
1083002009,1080020,1589.73779296875,0,10,69040.96059519524,1324.073144342202
1083002010,1080020,1428.69897460938,0,10,46006.05277780396,882.3078131464972
1083002301,1080023,1753.24584960938,1,11,581066.9037667696,11143.748228746363
1083002302,1080023,2738.26977539063,1,11,280270.3964826856,5375.048405144743
1083002304,1080023,6903.826171875,1,11,490834.86121341743,9413.270795146593
