id_hh,wgt10,comm,urban,regurb,id_ind,ind_sex,ind_position,ind_age,ind_marital_status,n_ind_household,n_child_15,n_child_5,ind_read,ind_write,ind_literacy,ind_any_schooling,ind_education,ind_education_years
1021000201,4510.3125,1020002,1,11,102100020106,1,5,0,3,6,2,1,NA,NA,NA,NA,NA,NA
1021000203,6022.107421875,1020002,1,11,102100020301,0,1,59,2,11,4,1,1,1,1,1,1,NA
1021000203,6022.107421875,1020002,1,11,102100020302,1,3,38,3,11,4,1,1,1,1,1,1,NA
1021000203,6022.107421875,1020002,1,11,102100020303,0,3,27,3,11,4,1,NA,NA,NA,NA,NA,NA
1021000203,6022.107421875,1020002,1,11,102100020304,1,3,21,3,11,4,1,1,1,1,1,1,NA
1021000203,6022.107421875,1020002,1,11,102100020305,0,3,18,3,11,4,1,1,1,1,1,NA,11
1021000203,6022.107421875,1020002,1,11,102100020306,1,4,13,3,11,4,1,1,1,1,1,NA,6
1021000203,6022.107421875,1020002,1,11,102100020307,1,4,15,3,11,4,1,1,1,1,1,NA,6
1021000203,6022.107421875,1020002,1,11,102100020308,0,4,6,3,11,4,1,2,2,2,2,NA,NA
1021000203,6022.107421875,1020002,1,11,102100020309,1,4,8,3,11,4,1,1,1,1,1,NA,0
1021000203,6022.107421875,1020002,1,11,102100020310,1,4,2,NA,11,4,1,NA,NA,NA,NA,NA,NA
1021000203,6022.107421875,1020002,1,11,102100020311,1,2,NA,NA,11,4,1,NA,NA,NA,NA,NA,NA
1021000207,2386.52319335938,1020002,1,11,102100020701,1,1,45,1,4,1,0,1,1,1,1,1,NA
1021000207,2386.52319335938,1020002,1,11,102100020702,0,2,39,1,4,1,0,2,2,2,2,NA,NA
1021000207,2386.52319335938,1020002,1,11,102100020703,1,3,14,3,4,1,0,1,1,1,1,NA,4
1021000207,2386.52319335938,1020002,1,11,102100020704,0,3,18,3,4,1,0,1,1,1,1,NA,6
1021000212,6022.107421875,1020002,1,11,102100021201,0,1,49,2,7,1,0,NA,NA,NA,NA,NA,NA
1021000212,6022.107421875,1020002,1,11,102100021202,0,3,18,3,7,1,0,NA,NA,NA,NA,NA,NA
1021000212,6022.107421875,1020002,1,11,102100021203,1,3,17,3,7,1,0,NA,NA,NA,NA,NA,NA
1021000212,6022.107421875,1020002,1,11,102100021204,1,3,5,3,7,1,0,2,2,2,2,NA,NA
1021000212,6022.107421875,1020002,1,11,102100021205,0,5,NA,NA,7,1,0,NA,NA,NA,NA,NA,NA
1021000212,6022.107421875,1020002,1,11,102100021206,1,5,17,3,7,1,0,NA,NA,NA,NA,NA,NA
1021000212,6022.107421875,1020002,1,11,102100021207,1,5,16,3,7,1,0,NA,NA,NA,NA,NA,NA
1021000213,4965.599609375,1020002,1,11,102100021301,1,1,50,1,12,3,1,1,1,1,1,3,NA
1021000213,4965.599609375,1020002,1,11,102100021302,0,2,42,1,12,3,1,1,1,1,1,2,NA
1021000213,4965.599609375,1020002,1,11,102100021303,1,3,25,3,12,3,1,NA,NA,NA,NA,NA,NA
1021000213,4965.599609375,1020002,1,11,102100021304,1,3,23,3,12,3,1,NA,NA,NA,NA,NA,NA
1021000213,4965.599609375,1020002,1,11,102100021305,0,3,21,3,12,3,1,NA,NA,NA,NA,NA,NA
1021000213,4965.599609375,1020002,1,11,102100021306,0,5,18,3,12,3,1,1,1,1,1,NA,10
1021000213,4965.599609375,1020002,1,11,102100021307,0,5,20,3,12,3,1,NA,NA,NA,NA,NA,NA
1021000213,4965.599609375,1020002,1,11,102100021308,0,5,25,2,12,3,1,NA,NA,NA,NA,NA,NA
1021000213,4965.599609375,1020002,1,11,102100021309,0,5,5,3,12,3,1,2,2,2,2,NA,NA
1021000213,4965.599609375,1020002,1,11,102100021310,0,5,3,3,12,3,1,NA,NA,NA,NA,NA,NA
1021000213,4965.599609375,1020002,1,11,102100021311,0,5,14,3,12,3,1,1,1,1,1,NA,5
1021000213,4965.599609375,1020002,1,11,102100021312,1,5,NA,NA,12,3,1,NA,NA,NA,NA,NA,NA
1021000312,1870.91235351563,1020003,1,11,102100031201,0,1,31,1,4,3,1,1,1,1,1,3,NA
1021000312,1870.91235351563,1020003,1,11,102100031202,0,5,10,3,4,3,1,1,1,1,1,NA,3
1021000312,1870.91235351563,1020003,1,11,102100031203,1,3,5,3,4,3,1,1,1,1,2,NA,NA
1021000312,1870.91235351563,1020003,1,11,102100031204,0,3,1,3,4,3,1,NA,NA,NA,NA,NA,NA
1021000313,3745.5546875,1020003,1,11,102100031301,1,1,38,3,2,0,0,1,1,1,1,4,NA
1021000313,3745.5546875,1020003,1,11,102100031302,0,5,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA
1021000401,3850.17041015625,1020004,1,11,102100040101,1,1,34,1,1,0,0,1,1,1,1,1,NA
1021000402,1809.169921875,1020004,1,11,102100040201,1,1,45,2,4,1,0,1,1,1,1,2,NA
1021000402,1809.169921875,1020004,1,11,102100040202,1,5,26,3,4,1,0,1,1,1,1,1,NA
1021000402,1809.169921875,1020004,1,11,102100040203,1,5,20,3,4,1,0,1,1,1,1,1,NA
1021000402,1809.169921875,1020004,1,11,102100040204,1,5,13,3,4,1,0,2,2,2,2,NA,NA
1021000405,6022.107421875,1020004,1,11,102100040501,1,1,30,1,4,2,2,1,1,1,1,0,NA
1021000405,6022.107421875,1020004,1,11,102100040502,0,2,30,1,4,2,2,1,1,1,1,2,NA
1021000405,6022.107421875,1020004,1,11,102100040503,1,3,3,3,4,2,2,NA,NA,NA,NA,NA,NA
1021000405,6022.107421875,1020004,1,11,102100040504,0,3,1,3,4,2,2,NA,NA,NA,NA,NA,NA
1021000503,1941.12170410156,1020005,1,11,102100050301,0,1,76,2,3,1,1,1,1,1,1,1,NA
1021000503,1941.12170410156,1020005,1,11,102100050302,0,3,36,1,3,1,1,1,1,1,1,4,NA
1021000503,1941.12170410156,1020005,1,11,102100050303,0,4,2,3,3,1,1,NA,NA,NA,NA,NA,NA
1021000504,532.312927246094,1020005,1,11,102100050401,0,1,38,2,6,2,0,2,2,2,1,1,NA
1021000504,532.312927246094,1020005,1,11,102100050402,0,3,14,3,6,2,0,1,1,1,1,NA,10
1021000504,532.312927246094,1020005,1,11,102100050403,1,3,17,3,6,2,0,1,1,1,1,1,NA
1021000504,532.312927246094,1020005,1,11,102100050404,0,3,8,3,6,2,0,1,1,1,1,NA,3
1021000504,532.312927246094,1020005,1,11,102100050405,0,5,NA,NA,6,2,0,NA,NA,NA,NA,NA,NA
1021000504,532.312927246094,1020005,1,11,102100050406,1,3,NA,NA,6,2,0,NA,NA,NA,NA,NA,NA
1021000506,532.312927246094,1020005,1,11,102100050601,1,1,46,1,6,3,0,1,1,1,1,3,NA
1021000506,532.312927246094,1020005,1,11,102100050602,0,2,32,1,6,3,0,2,1,2,1,1,NA
1021000506,532.312927246094,1020005,1,11,102100050603,1,3,14,3,6,3,0,1,1,1,1,NA,9
1021000506,532.312927246094,1020005,1,11,102100050604,1,3,11,3,6,3,0,1,1,1,1,NA,6
1021000506,532.312927246094,1020005,1,11,102100050605,1,3,6,3,6,3,0,2,1,2,1,NA,0
1021000506,532.312927246094,1020005,1,11,102100050606,1,5,NA,NA,6,3,0,NA,NA,NA,NA,NA,NA
1021000604,1198.74084472656,1020006,1,11,102100060401,1,1,43,1,8,4,1,NA,NA,NA,NA,NA,NA
1021000604,1198.74084472656,1020006,1,11,102100060402,0,3,43,1,8,4,1,NA,NA,NA,NA,NA,NA
1021000604,1198.74084472656,1020006,1,11,102100060403,1,3,19,3,8,4,1,NA,NA,NA,NA,NA,NA
1021000604,1198.74084472656,1020006,1,11,102100060404,0,3,15,3,8,4,1,NA,NA,NA,NA,NA,NA
1021000604,1198.74084472656,1020006,1,11,102100060405,1,3,13,3,8,4,1,NA,NA,NA,NA,NA,NA
1021000604,1198.74084472656,1020006,1,11,102100060406,0,3,10,3,8,4,1,NA,NA,NA,NA,NA,NA
1021000604,1198.74084472656,1020006,1,11,102100060407,1,3,6,3,8,4,1,NA,NA,NA,NA,NA,NA
1021000604,1198.74084472656,1020006,1,11,102100060408,1,3,3,3,8,4,1,NA,NA,NA,NA,NA,NA
1021000607,1684.44506835938,1020006,1,11,102100060701,0,1,48,1,12,1,0,NA,NA,NA,NA,NA,NA
1021000607,1684.44506835938,1020006,1,11,102100060702,1,3,25,3,12,1,0,NA,NA,NA,NA,NA,NA
1021000607,1684.44506835938,1020006,1,11,102100060703,0,3,27,3,12,1,0,NA,NA,NA,NA,NA,NA
1021000607,1684.44506835938,1020006,1,11,102100060704,1,3,23,3,12,1,0,NA,NA,NA,NA,NA,NA
1021000607,1684.44506835938,1020006,1,11,102100060705,0,5,28,3,12,1,0,1,1,1,1,5,NA
1021000607,1684.44506835938,1020006,1,11,102100060706,0,5,21,3,12,1,0,1,1,1,1,NA,15
1021000607,1684.44506835938,1020006,1,11,102100060707,0,3,21,3,12,1,0,1,1,1,1,NA,15
1021000607,1684.44506835938,1020006,1,11,102100060708,0,5,27,3,12,1,0,1,1,1,1,3,NA
1021000607,1684.44506835938,1020006,1,11,102100060709,1,5,21,3,12,1,0,1,1,1,1,NA,15
1021000607,1684.44506835938,1020006,1,11,102100060710,1,4,12,3,12,1,0,NA,NA,NA,NA,NA,NA
1021000607,1684.44506835938,1020006,1,11,102100060711,0,5,21,3,12,1,0,NA,NA,NA,NA,NA,NA
1021000607,1684.44506835938,1020006,1,11,102100060712,0,5,29,3,12,1,0,NA,NA,NA,NA,NA,NA
1021000610,706.520263671875,1020006,1,11,102100061001,1,1,49,1,9,2,0,NA,NA,NA,NA,NA,NA
1021000610,706.520263671875,1020006,1,11,102100061002,0,2,45,1,9,2,0,NA,NA,NA,NA,NA,NA
1021000610,706.520263671875,1020006,1,11,102100061003,0,3,21,3,9,2,0,NA,NA,NA,NA,NA,NA
1021000610,706.520263671875,1020006,1,11,102100061004,0,3,19,3,9,2,0,NA,NA,NA,NA,NA,NA
1021000610,706.520263671875,1020006,1,11,102100061005,0,3,15,3,9,2,0,NA,NA,NA,NA,NA,NA
1021000610,706.520263671875,1020006,1,11,102100061006,1,3,15,3,9,2,0,NA,NA,NA,NA,NA,NA
1021000610,706.520263671875,1020006,1,11,102100061007,0,4,9,3,9,2,0,NA,NA,NA,NA,NA,NA
1021000610,706.520263671875,1020006,1,11,102100061008,0,4,NA,NA,9,2,0,NA,NA,NA,NA,NA,NA
1021000610,706.520263671875,1020006,1,11,102100061009,0,5,9,3,9,2,0,1,1,1,1,NA,2
1021000612,980.984252929688,1020006,1,11,102100061201,1,1,58,1,8,0,0,1,1,1,1,3,NA
1021000612,980.984252929688,1020006,1,11,102100061202,0,2,42,1,8,0,0,1,1,1,1,3,NA
1021000612,980.984252929688,1020006,1,11,102100061203,0,3,26,3,8,0,0,NA,NA,NA,NA,NA,NA
1021000612,980.984252929688,1020006,1,11,102100061204,0,3,24,3,8,0,0,NA,NA,NA,NA,NA,NA
1021000612,980.984252929688,1020006,1,11,102100061205,0,3,21,3,8,0,0,NA,NA,NA,NA,NA,NA
1021000612,980.984252929688,1020006,1,11,102100061206,1,3,18,3,8,0,0,1,1,1,1,NA,13
1021000612,980.984252929688,1020006,1,11,102100061207,0,5,21,3,8,0,0,NA,NA,NA,NA,NA,NA
1021000612,980.984252929688,1020006,1,11,102100061208,0,5,21,3,8,0,0,NA,NA,NA,NA,NA,NA
1021000701,1227.20202636719,1020007,1,11,102100070101,1,1,32,1,11,3,3,1,1,1,1,5,NA
1021000701,1227.20202636719,1020007,1,11,102100070102,0,2,27,1,11,3,3,1,1,1,1,5,NA
1021000701,1227.20202636719,1020007,1,11,102100070103,1,3,3,3,11,3,3,NA,NA,NA,NA,NA,NA
1021000701,1227.20202636719,1020007,1,11,102100070104,0,5,47,2,11,3,3,2,2,2,2,NA,NA
1021000701,1227.20202636719,1020007,1,11,102100070105,0,5,15,3,11,3,3,2,2,2,1,1,NA
1021000701,1227.20202636719,1020007,1,11,102100070106,1,5,23,NA,11,3,3,NA,NA,NA,NA,NA,NA
1021000701,1227.20202636719,1020007,1,11,102100070107,0,5,22,3,11,3,3,NA,NA,NA,NA,NA,NA
1021000701,1227.20202636719,1020007,1,11,102100070108,1,3,0,3,11,3,3,NA,NA,NA,NA,NA,NA
1021000701,1227.20202636719,1020007,1,11,102100070109,0,NA,NA,NA,11,3,3,NA,NA,NA,NA,NA,NA
1021000701,1227.20202636719,1020007,1,11,102100070110,0,5,25,3,11,3,3,NA,NA,NA,NA,NA,NA
1021000701,1227.20202636719,1020007,1,11,102100070111,0,5,0,NA,11,3,3,NA,NA,NA,NA,NA,NA
1021000702,819.294372558594,1020007,1,11,102100070201,1,1,53,1,7,1,0,1,1,1,1,1,NA
1021000702,819.294372558594,1020007,1,11,102100070202,0,2,41,1,7,1,0,2,2,2,1,1,NA
1021000702,819.294372558594,1020007,1,11,102100070203,1,3,7,3,7,1,0,1,1,1,1,NA,1
1021000702,819.294372558594,1020007,1,11,102100070204,0,3,NA,NA,7,1,0,NA,NA,NA,NA,NA,NA
1021000702,819.294372558594,1020007,1,11,102100070205,0,4,NA,NA,7,1,0,NA,NA,NA,NA,NA,NA
1021000702,819.294372558594,1020007,1,11,102100070206,0,NA,NA,NA,7,1,0,NA,NA,NA,NA,NA,NA
1021000702,819.294372558594,1020007,1,11,102100070207,0,NA,NA,NA,7,1,0,NA,NA,NA,NA,NA,NA
1021000703,1967.37316894531,1020007,1,11,102100070301,0,1,47,2,4,0,0,NA,NA,NA,NA,NA,NA
1021000703,1967.37316894531,1020007,1,11,102100070302,0,3,21,3,4,0,0,NA,NA,NA,NA,NA,NA
1021000703,1967.37316894531,1020007,1,11,102100070303,1,3,19,3,4,0,0,NA,NA,NA,NA,NA,NA
1021000703,1967.37316894531,1020007,1,11,102100070304,0,3,NA,NA,4,0,0,NA,NA,NA,NA,NA,NA
1021000705,1164.33569335938,1020007,1,11,102100070501,1,1,26,1,3,1,1,1,1,1,1,3,NA
1021000705,1164.33569335938,1020007,1,11,102100070502,0,2,18,1,3,1,1,1,1,1,1,2,NA
1021000705,1164.33569335938,1020007,1,11,102100070503,1,3,0,3,3,1,1,NA,NA,NA,NA,NA,NA
1021000710,1033.99523925781,1020007,1,11,102100071001,0,1,53,1,14,2,0,1,1,1,1,4,NA
1021000710,1033.99523925781,1020007,1,11,102100071002,1,3,NA,3,14,2,0,NA,NA,NA,NA,NA,NA
1021000710,1033.99523925781,1020007,1,11,102100071003,1,5,NA,3,14,2,0,NA,NA,NA,NA,NA,NA
1021000710,1033.99523925781,1020007,1,11,102100071004,0,3,32,3,14,2,0,1,1,1,1,5,NA
1021000710,1033.99523925781,1020007,1,11,102100071005,0,3,NA,3,14,2,0,NA,NA,NA,NA,NA,NA
1021000710,1033.99523925781,1020007,1,11,102100071006,1,3,20,3,14,2,0,1,1,1,1,NA,15
1021000710,1033.99523925781,1020007,1,11,102100071007,0,3,15,3,14,2,0,1,1,1,1,NA,11
1021000710,1033.99523925781,1020007,1,11,102100071008,1,5,28,3,14,2,0,1,1,1,1,NA,15
1021000710,1033.99523925781,1020007,1,11,102100071009,1,5,67,3,14,2,0,1,1,1,1,0,NA
1021000710,1033.99523925781,1020007,1,11,102100071010,0,4,NA,NA,14,2,0,NA,NA,NA,NA,NA,NA
1021000710,1033.99523925781,1020007,1,11,102100071011,1,4,12,3,14,2,0,1,1,1,1,NA,7
1021000710,1033.99523925781,1020007,1,11,102100071012,0,5,NA,NA,14,2,0,NA,NA,NA,NA,NA,NA
1021000710,1033.99523925781,1020007,1,11,102100071013,1,5,NA,NA,14,2,0,NA,NA,NA,NA,NA,NA
1021000710,1033.99523925781,1020007,1,11,102100071014,0,5,14,3,14,2,0,1,1,1,1,NA,6
1021000711,1407.00939941406,1020007,1,11,102100071101,1,1,38,1,6,3,1,1,1,1,1,3,NA
1021000711,1407.00939941406,1020007,1,11,102100071102,0,2,34,1,6,3,1,1,1,1,1,1,NA
1021000711,1407.00939941406,1020007,1,11,102100071103,1,3,16,3,6,3,1,1,1,1,1,NA,8
1021000711,1407.00939941406,1020007,1,11,102100071104,0,3,12,3,6,3,1,1,1,1,1,NA,5
1021000711,1407.00939941406,1020007,1,11,102100071105,1,3,7,3,6,3,1,1,1,1,1,NA,1
1021000711,1407.00939941406,1020007,1,11,102100071106,1,3,2,3,6,3,1,NA,NA,NA,NA,NA,NA
1021000805,2857.29248046875,1020008,1,11,102100080501,1,1,23,1,3,1,1,1,1,1,1,4,NA
1021000805,2857.29248046875,1020008,1,11,102100080502,0,2,19,1,3,1,1,1,1,1,1,1,NA
1021000805,2857.29248046875,1020008,1,11,102100080503,1,3,1,3,3,1,1,NA,NA,NA,NA,NA,NA
1021000811,1060.20922851563,1020008,1,11,102100081101,1,1,34,1,6,4,2,1,1,1,1,1,NA
1021000811,1060.20922851563,1020008,1,11,102100081102,0,2,38,1,6,4,2,2,2,2,2,NA,NA
1021000811,1060.20922851563,1020008,1,11,102100081103,0,3,10,3,6,4,2,1,1,1,1,NA,4
1021000811,1060.20922851563,1020008,1,11,102100081104,1,3,9,3,6,4,2,1,1,1,1,NA,2
1021000811,1060.20922851563,1020008,1,11,102100081105,0,3,3,3,6,4,2,NA,NA,NA,NA,NA,NA
1021000811,1060.20922851563,1020008,1,11,102100081106,1,3,0,3,6,4,2,NA,NA,NA,NA,NA,NA
1021000906,1739.49560546875,1020009,1,11,102100090601,1,1,49,1,3,0,0,1,1,1,1,2,NA
1021000906,1739.49560546875,1020009,1,11,102100090602,0,2,47,1,3,0,0,1,1,1,1,2,NA
1021000906,1739.49560546875,1020009,1,11,102100090603,0,3,18,3,3,0,0,1,1,1,1,NA,12
1021001003,936.542236328125,1020010,1,11,102100100301,1,1,65,1,15,7,2,1,1,1,1,2,NA
1021001003,936.542236328125,1020010,1,11,102100100302,1,4,15,3,15,7,2,1,1,1,1,NA,8
1021001003,936.542236328125,1020010,1,11,102100100303,0,3,15,3,15,7,2,1,1,1,1,NA,7
1021001003,936.542236328125,1020010,1,11,102100100304,1,3,13,3,15,7,2,1,1,1,1,NA,6
1021001003,936.542236328125,1020010,1,11,102100100305,0,3,10,3,15,7,2,1,1,1,1,NA,3
1021001003,936.542236328125,1020010,1,11,102100100306,0,3,9,3,15,7,2,1,2,2,1,NA,2
1021001003,936.542236328125,1020010,1,11,102100100307,1,4,9,3,15,7,2,2,2,2,2,NA,NA
1021001003,936.542236328125,1020010,1,11,102100100308,1,5,13,3,15,7,2,2,2,2,1,NA,0
1021001003,936.542236328125,1020010,1,11,102100100309,1,5,NA,NA,15,7,2,NA,NA,NA,NA,NA,NA
1021001003,936.542236328125,1020010,1,11,102100100310,0,2,35,1,15,7,2,1,1,1,1,1,NA
1021001003,936.542236328125,1020010,1,11,102100100311,0,5,17,3,15,7,2,1,1,1,1,2,NA
1021001003,936.542236328125,1020010,1,11,102100100312,0,5,19,2,15,7,2,1,1,1,1,1,NA
1021001003,936.542236328125,1020010,1,11,102100100313,0,3,2,3,15,7,2,NA,NA,NA,NA,NA,NA
1021001003,936.542236328125,1020010,1,11,102100100314,0,5,20,3,15,7,2,1,1,1,1,0,NA
1021001003,936.542236328125,1020010,1,11,102100100315,0,4,0,3,15,7,2,NA,NA,NA,NA,NA,NA
1021001004,2741.14916992188,1020010,1,11,102100100401,1,1,32,1,5,2,0,1,1,1,1,0,NA
1021001004,2741.14916992188,1020010,1,11,102100100402,0,2,31,1,5,2,0,1,1,1,1,1,NA
1021001004,2741.14916992188,1020010,1,11,102100100403,0,3,9,3,5,2,0,1,1,1,1,NA,3
1021001004,2741.14916992188,1020010,1,11,102100100404,1,3,6,3,5,2,0,2,2,2,2,NA,NA
1021001004,2741.14916992188,1020010,1,11,102100100405,0,5,16,3,5,2,0,NA,NA,NA,NA,NA,NA
1021001007,2301.77685546875,1020010,1,11,102100100701,1,1,37,1,7,5,2,1,1,1,1,5,NA
1021001007,2301.77685546875,1020010,1,11,102100100702,0,2,29,1,7,5,2,1,1,1,1,1,NA
1021001007,2301.77685546875,1020010,1,11,102100100703,1,3,12,3,7,5,2,1,1,1,1,NA,3
1021001007,2301.77685546875,1020010,1,11,102100100704,1,3,10,3,7,5,2,1,1,1,1,NA,5
1021001007,2301.77685546875,1020010,1,11,102100100705,0,3,7,3,7,5,2,2,2,2,1,NA,2
1021001007,2301.77685546875,1020010,1,11,102100100706,0,3,2,3,7,5,2,NA,NA,NA,NA,NA,NA
1021001007,2301.77685546875,1020010,1,11,102100100707,0,3,0,3,7,5,2,NA,NA,NA,NA,NA,NA
1021001011,4196.806640625,1020010,1,11,102100101101,0,1,38,2,3,0,0,2,1,2,1,2,NA
1021001011,4196.806640625,1020010,1,11,102100101102,0,3,17,3,3,0,0,1,1,1,1,NA,12
1021001011,4196.806640625,1020010,1,11,102100101103,1,3,15,3,3,0,0,1,1,1,1,NA,6
1021001102,2421.603515625,1020011,1,11,102100110201,0,1,21,3,1,0,0,1,1,1,1,NA,13
1021001105,1576.47521972656,1020011,1,11,102100110501,1,1,31,2,1,0,0,1,1,1,1,1,NA
1021001107,837.905456542969,1020011,1,11,102100110701,1,1,50,1,11,4,2,1,1,1,1,4,NA
1021001107,837.905456542969,1020011,1,11,102100110702,0,2,48,1,11,4,2,1,1,1,1,2,NA
1021001107,837.905456542969,1020011,1,11,102100110703,1,3,27,3,11,4,2,2,2,2,1,3,NA
1021001107,837.905456542969,1020011,1,11,102100110704,0,3,23,3,11,4,2,1,1,1,1,2,NA
1021001107,837.905456542969,1020011,1,11,102100110705,0,3,21,3,11,4,2,1,1,1,1,NA,11
1021001107,837.905456542969,1020011,1,11,102100110706,0,3,18,3,11,4,2,1,1,1,1,3,NA
1021001107,837.905456542969,1020011,1,11,102100110707,0,3,16,3,11,4,2,1,1,1,1,2,NA
1021001107,837.905456542969,1020011,1,11,102100110708,1,3,14,3,11,4,2,1,1,1,1,NA,8
1021001107,837.905456542969,1020011,1,11,102100110709,0,3,8,3,11,4,2,2,2,2,1,NA,0
1021001107,837.905456542969,1020011,1,11,102100110710,0,4,4,3,11,4,2,NA,NA,NA,NA,NA,NA
1021001107,837.905456542969,1020011,1,11,102100110711,0,4,0,3,11,4,2,NA,NA,NA,NA,NA,NA
1021001109,465.642181396484,1020011,1,11,102100110901,0,1,40,1,12,3,0,2,2,2,1,1,NA
1021001109,465.642181396484,1020011,1,11,102100110902,1,3,22,NA,12,3,0,NA,NA,NA,NA,NA,NA
1021001109,465.642181396484,1020011,1,11,102100110903,1,3,21,3,12,3,0,1,1,1,1,NA,15
